ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0071243	cellular response to arsenic-containing substance	4/982	18/18862	0.012438944	0.040944244	0.024780497	1616/7415/2872/54407	4
BP	GO:0072077	renal vesicle morphogenesis	4/982	18/18862	0.012438944	0.040944244	0.024780497	6662/54361/6299/7849	4
BP	GO:0072189	ureter development	4/982	18/18862	0.012438944	0.040944244	0.024780497	6662/5979/4774/130497	4
BP	GO:0150118	negative regulation of cell-substrate junction organization	4/982	18/18862	0.012438944	0.040944244	0.024780497	6714/56940/10395/94	4
BP	GO:2000641	regulation of early endosome to late endosome transport	4/982	18/18862	0.012438944	0.040944244	0.024780497	6714/8724/5594/4478	4
BP	GO:0046887	positive regulation of hormone secretion	13/982	124/18862	0.012537861	0.041221174	0.024948101	6659/6664/640/114/5581/7110/5715/114897/25924/8660/2697/51762/55450	13
BP	GO:0051053	negative regulation of DNA metabolic process	13/982	124/18862	0.012537861	0.041221174	0.024948101	7157/56893/2072/6714/23293/80762/9104/604/2697/5468/1843/94/1602	13
BP	GO:0050804	modulation of chemical synaptic transmission	32/982	405/18862	0.012697802	0.041552068	0.025148367	3706/55607/5705/6455/816/1855/4776/6714/2915/2912/2904/9495/114/5581/7476/26037/5594/22941/23228/5906/7305/3815/5577/5552/85358/3553/2534/10288/23237/27253/154/9590	32
BP	GO:0042509	regulation of tyrosine phosphorylation of STAT protein	10/982	85/18862	0.012715109	0.041552068	0.025148367	133396/958/5515/10019/85480/3600/3815/2534/2690/857	10
BP	GO:0046889	positive regulation of lipid biosynthetic process	10/982	85/18862	0.012715109	0.041552068	0.025148367	207/54361/56848/2181/552/7376/9104/10891/3553/5743	10
BP	GO:0048041	focal adhesion assembly	10/982	85/18862	0.012715109	0.041552068	0.025148367	2017/54361/6714/6422/56940/1845/10395/23499/7010/94	10
BP	GO:0000491	small nucleolar ribonucleoprotein complex assembly	3/982	10/18862	0.012816349	0.041552068	0.025148367	9326/8607/10856	3
BP	GO:0003093	regulation of glomerular filtration	3/982	10/18862	0.012816349	0.041552068	0.025148367	2702/2621/2697	3
BP	GO:0003334	keratinocyte development	3/982	10/18862	0.012816349	0.041552068	0.025148367	2810/1041/2355	3
BP	GO:0007084	mitotic nuclear envelope reassembly	3/982	10/18862	0.012816349	0.041552068	0.025148367	7443/5520/5515	3
BP	GO:0010944	negative regulation of transcription by competitive promoter binding	3/982	10/18862	0.012816349	0.041552068	0.025148367	4582/5245/1602	3
BP	GO:0019062	virion attachment to host cell	3/982	10/18862	0.012816349	0.041552068	0.025148367	975/2621/3383	3
BP	GO:0032070	regulation of deoxyribonuclease activity	3/982	10/18862	0.012816349	0.041552068	0.025148367	207/3146/23411	3
BP	GO:0032351	negative regulation of hormone metabolic process	3/982	10/18862	0.012816349	0.041552068	0.025148367	54361/4790/27122	3
BP	GO:0034350	regulation of glial cell apoptotic process	3/982	10/18862	0.012816349	0.041552068	0.025148367	5583/2621/9590	3
BP	GO:0044803	multi-organism membrane organization	3/982	10/18862	0.012816349	0.041552068	0.025148367	5478/2621/8692	3
BP	GO:0045625	regulation of T-helper 1 cell differentiation	3/982	10/18862	0.012816349	0.041552068	0.025148367	246778/8767/3566	3
BP	GO:0060439	trachea morphogenesis	3/982	10/18862	0.012816349	0.041552068	0.025148367	5594/7048/3202	3
BP	GO:0072173	metanephric tubule morphogenesis	3/982	10/18862	0.012816349	0.041552068	0.025148367	6662/54361/7849	3
BP	GO:0090179	planar cell polarity pathway involved in neural tube closure	3/982	10/18862	0.012816349	0.041552068	0.025148367	6423/1855/6422	3
BP	GO:0101024	mitotic nuclear membrane organization	3/982	10/18862	0.012816349	0.041552068	0.025148367	7443/5520/5515	3
BP	GO:1904851	positive regulation of establishment of protein localization to telomere	3/982	10/18862	0.012816349	0.041552068	0.025148367	908/22948/10574	3
BP	GO:1904896	ESCRT complex disassembly	3/982	10/18862	0.012816349	0.041552068	0.025148367	51534/9525/57132	3
BP	GO:1904903	ESCRT III complex disassembly	3/982	10/18862	0.012816349	0.041552068	0.025148367	51534/9525/57132	3
BP	GO:1905941	positive regulation of gonad development	3/982	10/18862	0.012816349	0.041552068	0.025148367	6662/10370/23414	3
BP	GO:1905954	positive regulation of lipid localization	12/982	111/18862	0.012817352	0.041552068	0.025148367	51499/5025/23204/553/7110/552/114897/7376/4790/23411/3553/857	12
BP	GO:0043038	amino acid activation	7/982	49/18862	0.012893365	0.041749944	0.025268126	2617/2058/7965/3376/9521/5917/6897	7
BP	GO:0046580	negative regulation of Ras protein signal transduction	7/982	49/18862	0.012893365	0.041749944	0.025268126	3925/8452/7042/10395/81848/604/54922	7
BP	GO:0045823	positive regulation of heart contraction	6/982	38/18862	0.01298045	0.041958835	0.025394553	4878/552/5144/23493/7042/1490	6
BP	GO:0046326	positive regulation of glucose import	6/982	38/18862	0.01298045	0.041958835	0.025394553	207/7015/26060/8660/5295/5906	6
BP	GO:0071548	response to dexamethasone	6/982	38/18862	0.01298045	0.041958835	0.025394553	2706/1789/1373/8837/2308/3383	6
BP	GO:0060402	calcium ion transport into cytosol	15/982	152/18862	0.013028608	0.042090103	0.025473999	930/5025/25998/2904/5581/5777/57192/5144/287/5336/5311/7220/5788/2534/857	15
BP	GO:0035265	organ growth	16/982	166/18862	0.013042636	0.042111024	0.025486661	6662/2539/1852/207/7161/5600/7528/5594/23493/7042/7472/2131/7048/23414/2697/7049	16
BP	GO:0099177	regulation of trans-synaptic signaling	32/982	406/18862	0.01312209	0.042343039	0.025627083	3706/55607/5705/6455/816/1855/4776/6714/2915/2912/2904/9495/114/5581/7476/26037/5594/22941/23228/5906/7305/3815/5577/5552/85358/3553/2534/10288/23237/27253/154/9590	32
BP	GO:0060193	positive regulation of lipase activity	9/982	73/18862	0.013223083	0.04264425	0.025809383	553/5245/115727/4916/552/7376/7294/3702/3815	9
BP	GO:0070542	response to fatty acid	8/982	61/18862	0.01336605	0.043030655	0.026043245	6662/1869/4776/6714/1373/10891/2308/1490	8
BP	GO:1903961	positive regulation of anion transmembrane transport	8/982	61/18862	0.01336605	0.043030655	0.026043245	207/23204/7015/26060/8660/5295/5906/8013	8
BP	GO:1905330	regulation of morphogenesis of an epithelium	8/982	61/18862	0.01336605	0.043030655	0.026043245	6662/3217/54361/7849/6422/27086/7472/2697	8
BP	GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	14/982	139/18862	0.013652384	0.043901783	0.026570474	5296/6714/5581/10458/5594/26060/1398/5290/5336/5295/5906/919/5788/2534	14
BP	GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	14/982	139/18862	0.013652384	0.043901783	0.026570474	5296/6714/5581/10458/5594/26060/1398/5290/5336/5295/5906/919/5788/2534	14
BP	GO:0010458	exit from mitosis	5/982	28/18862	0.013696647	0.043948311	0.026598634	113130/128866/9587/8555/8556	5
BP	GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	5/982	28/18862	0.013696647	0.043948311	0.026598634	51094/5515/10019/8835/857	5
BP	GO:1902253	regulation of intrinsic apoptotic signaling pathway by p53 class mediator	5/982	28/18862	0.013696647	0.043948311	0.026598634	4582/51499/7157/23411/4487	5
BP	GO:0051261	protein depolymerization	12/982	112/18862	0.013698379	0.043948311	0.026598634	81930/7429/3925/6455/10013/57731/119/25876/9525/5290/29767/7111	12
BP	GO:0061013	regulation of mRNA catabolic process	19/982	210/18862	0.013737351	0.044001593	0.026630882	3315/5710/10922/5700/54855/1869/5704/5706/26135/5682/5705/207/8087/5719/9513/5715/8741/4615/7538	19
BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	19/982	210/18862	0.013737351	0.044001593	0.026630882	54209/6464/5245/4835/6714/3146/8767/5906/8837/6362/2621/5788/7099/1490/408/3383/7010/284/9590	19
BP	GO:0030901	midbrain development	10/982	86/18862	0.013738661	0.044001593	0.026630882	6423/2539/9231/1267/1453/6872/6422/7707/4487/7472	10
BP	GO:0050954	sensory perception of mechanical stimulus	16/982	167/18862	0.013752316	0.044020041	0.026642047	2706/10804/83715/3198/4647/5025/57731/10750/8556/80204/7068/3815/6387/2534/152137/3383	16
BP	GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	11/982	99/18862	0.013857332	0.044330742	0.026830091	5710/5700/5704/5706/5682/5705/8517/5719/5715/50856/653361	11
BP	GO:0060560	developmental growth involved in morphogenesis	20/982	225/18862	0.013977627	0.044689937	0.027047485	6662/6790/6423/2017/53335/10765/1855/10013/6299/6422/4897/25942/7074/57142/23499/2131/4133/7048/6387/23327	20
BP	GO:0030258	lipid modification	23/982	270/18862	0.014228998	0.04546756	0.027518122	6662/79152/7941/3706/1606/79837/5296/51102/138429/207/51094/56848/8503/5305/5290/51763/8660/5295/10891/5468/8395/8013/8835	23
BP	GO:0051346	negative regulation of hydrolase activity	35/982	456/18862	0.014295111	0.045652658	0.027630148	2810/4171/6423/871/54843/2873/11315/4331/93974/7429/51499/7137/7157/207/23204/117584/5511/6714/56848/7139/5894/1718/1408/221692/23411/5329/57718/7042/9104/27151/5799/4133/116154/2621/408	35
BP	GO:0007051	spindle organization	17/982	182/18862	0.014319371	0.045703955	0.027661195	6790/92421/11200/55722/8841/3925/128866/1453/6047/9133/7415/9611/9525/57132/7175/6867/57519	17
BP	GO:0006520	cellular amino acid metabolic process	27/982	331/18862	0.014333926	0.045711462	0.027665738	6472/2617/2058/7965/50507/5710/3376/11315/6611/27165/5700/1743/60496/55258/9521/5092/5917/5704/5706/5682/5705/6897/790/5719/3172/5715/1373	27
BP	GO:0045912	negative regulation of carbohydrate metabolic process	7/982	50/18862	0.014338118	0.045711462	0.027665738	4485/7157/9611/51763/1407/10891/863	7
BP	GO:0042795	snRNA transcription by RNA polymerase II	9/982	74/18862	0.014380761	0.045821213	0.027732162	1022/2960/4654/2957/6908/1025/2958/6667/2959	9
BP	GO:0038094	Fc-gamma receptor signaling pathway	14/982	140/18862	0.014468151	0.046073335	0.027884753	5296/6714/5581/10458/5594/26060/1398/5290/5336/5295/5906/919/5788/2534	14
BP	GO:0008344	adult locomotory behavior	8/982	62/18862	0.014667518	0.046465897	0.028122341	11315/1267/3218/1949/57731/5048/7111/6387	8
BP	GO:0032835	glomerulus development	8/982	62/18862	0.014667518	0.046465897	0.028122341	5979/8837/2131/5420/130497/7010/284/6943	8
BP	GO:0051898	negative regulation of protein kinase B signaling	8/982	62/18862	0.014667518	0.046465897	0.028122341	117145/5527/207/7249/23411/51763/10019/8692	8
BP	GO:0002701	negative regulation of production of molecular mediator of immune response	6/982	39/18862	0.01468309	0.046465897	0.028122341	80762/7042/604/11213/284/90865	6
BP	GO:0030049	muscle filament sliding	6/982	39/18862	0.01468309	0.046465897	0.028122341	7137/7139/7170/7136/7111/7134	6
BP	GO:0030501	positive regulation of bone mineralization	6/982	39/18862	0.01468309	0.046465897	0.028122341	4745/8326/54361/130497/154/9365	6
BP	GO:0033275	actin-myosin filament sliding	6/982	39/18862	0.01468309	0.046465897	0.028122341	7137/7139/7170/7136/7111/7134	6
BP	GO:0033683	"nucleotide-excision repair, DNA incision"	6/982	39/18862	0.01468309	0.046465897	0.028122341	2968/2068/2072/2965/7507/404672	6
BP	GO:0090224	regulation of spindle organization	6/982	39/18862	0.01468309	0.046465897	0.028122341	92421/128866/6047/9525/57132/7175	6
BP	GO:2000516	"positive regulation of CD4-positive, alpha-beta T cell activation"	6/982	39/18862	0.01468309	0.046465897	0.028122341	51043/975/8767/3566/1604/7048	6
BP	GO:2000785	regulation of autophagosome assembly	6/982	39/18862	0.01468309	0.046465897	0.028122341	90410/79837/128866/23256/6048/5305	6
BP	GO:0010717	regulation of epithelial to mesenchymal transition	11/982	100/18862	0.014862402	0.046980021	0.028433502	2146/6423/51094/6422/7074/7041/7042/5515/2022/7048/3553	11
BP	GO:0030219	megakaryocyte differentiation	11/982	100/18862	0.014862402	0.046980021	0.028433502	3065/865/161882/5777/25942/5305/2624/10019/8850/3815/8013	11
BP	GO:0007163	establishment or maintenance of cell polarity	19/982	212/18862	0.015060431	0.047469541	0.028729772	4085/90410/9231/54820/1045/85302/50855/9265/6693/7476/5048/9267/4478/1398/8825/51421/2697/7010/1003	19
BP	GO:0018210	peptidyl-threonine modification	13/982	127/18862	0.015091756	0.047469541	0.028729772	1111/2590/7443/790/207/5528/6872/5587/8767/5599/5594/51763/7048	13
BP	GO:0007530	sex determination	4/982	19/18862	0.015119423	0.047469541	0.028729772	6662/54361/10370/6943	4
BP	GO:0032634	interleukin-5 production	4/982	19/18862	0.015119423	0.047469541	0.028729772	5144/85480/9173/90865	4
BP	GO:0032674	regulation of interleukin-5 production	4/982	19/18862	0.015119423	0.047469541	0.028729772	5144/85480/9173/90865	4
BP	GO:0035313	"wound healing, spreading of epidermal cells"	4/982	19/18862	0.015119423	0.047469541	0.028729772	4321/7476/6868/94	4
BP	GO:0044320	cellular response to leptin stimulus	4/982	19/18862	0.015119423	0.047469541	0.028729772	890/51094/23411/8013	4
BP	GO:0046629	gamma-delta T cell activation	4/982	19/18862	0.015119423	0.047469541	0.028729772	6659/6777/3702/5788	4
BP	GO:0060044	negative regulation of cardiac muscle cell proliferation	4/982	19/18862	0.015119423	0.047469541	0.028729772	7161/5600/7048/2697	4
BP	GO:0062099	negative regulation of programmed necrotic cell death	4/982	19/18862	0.015119423	0.047469541	0.028729772	8326/10616/329/857	4
BP	GO:0071731	response to nitric oxide	4/982	19/18862	0.015119423	0.047469541	0.028729772	890/1398/8837/2308	4
BP	GO:0072234	metanephric nephron tubule development	4/982	19/18862	0.015119423	0.047469541	0.028729772	6662/7849/5311/130497	4
BP	GO:0006874	cellular calcium ion homeostasis	34/982	442/18862	0.015131201	0.047479784	0.028735971	930/7137/5025/8326/10939/25998/553/2915/79734/2904/114/958/5581/5777/57192/3146/552/5144/114897/287/8614/9104/5336/2624/5311/7220/1604/5788/2697/6387/2534/1003/858/857	34
BP	GO:0030833	regulation of actin filament polymerization	16/982	169/18862	0.015261703	0.047862348	0.028967509	2017/5987/7429/9026/55607/51429/57731/119/7114/2241/5581/10458/29767/7111/3383/10810	16
BP	GO:0000422	autophagy of mitochondrion	9/982	75/18862	0.015611542	0.04879482	0.029531865	2017/11315/93974/7157/7249/10013/10075/25793/10891	9
BP	GO:0002200	somatic diversification of immune receptors	9/982	75/18862	0.015611542	0.04879482	0.029531865	6929/9466/958/3146/7528/8741/80762/604/5788	9
BP	GO:0006305	DNA alkylation	9/982	75/18862	0.015611542	0.04879482	0.029531865	2146/1789/1786/672/10664/5290/6688/8493/4609	9
BP	GO:0006306	DNA methylation	9/982	75/18862	0.015611542	0.04879482	0.029531865	2146/1789/1786/672/10664/5290/6688/8493/4609	9
BP	GO:0009301	snRNA transcription	9/982	75/18862	0.015611542	0.04879482	0.029531865	1022/2960/4654/2957/6908/1025/2958/6667/2959	9
BP	GO:0061726	mitochondrion disassembly	9/982	75/18862	0.015611542	0.04879482	0.029531865	2017/11315/93974/7157/7249/10013/10075/25793/10891	9
BP	GO:0014072	response to isoquinoline alkaloid	5/982	29/18862	0.01585824	0.049289603	0.02983132	114/5581/8682/5520/2354	5
BP	GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	5/982	29/18862	0.01585824	0.049289603	0.02983132	1387/6868/7041/10370/7049	5
BP	GO:0036296	response to increased oxygen levels	5/982	29/18862	0.01585824	0.049289603	0.02983132	1789/2308/355/5468/857	5
BP	GO:0043032	positive regulation of macrophage activation	5/982	29/18862	0.01585824	0.049289603	0.02983132	54209/3566/7099/9173/90865	5
BP	GO:0043278	response to morphine	5/982	29/18862	0.01585824	0.049289603	0.02983132	114/5581/8682/5520/2354	5
BP	GO:0060325	face morphogenesis	5/982	29/18862	0.01585824	0.049289603	0.02983132	5083/1749/6497/4487/6237	5
BP	GO:0071549	cellular response to dexamethasone stimulus	5/982	29/18862	0.01585824	0.049289603	0.02983132	2706/1789/8837/2308/3383	5
BP	GO:0090162	establishment of epithelial cell polarity	5/982	29/18862	0.01585824	0.049289603	0.02983132	90410/85302/9265/9267/4478	5
BP	GO:1900117	regulation of execution phase of apoptosis	5/982	29/18862	0.01585824	0.049289603	0.02983132	2191/7157/117584/7159/10395	5
BP	GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	5/982	29/18862	0.01585824	0.049289603	0.02983132	1387/6868/7041/10370/7049	5
BP	GO:0010718	positive regulation of epithelial to mesenchymal transition	7/982	51/18862	0.015894793	0.049375691	0.029883423	2146/7074/7041/7042/2022/7048/3553	7
BP	GO:0072080	nephron tubule development	10/982	88/18862	0.015969156	0.049579073	0.030006514	6662/3217/54361/6299/7849/5311/5087/130497/4609/6943	10
BP	GO:0046847	filopodium assembly	8/982	63/18862	0.016058619	0.049829083	0.030157827	375790/55607/8087/9513/5898/25876/116985/5295	8
CC	GO:0005667	transcription regulator complex	88/979	409/19520	4.16E-32	2.41E-29	1.84E-29	6662/6659/3206/3065/3159/1871/5454/7421/4331/2968/3182/5931/4841/1022/7464/57649/7157/8841/8464/1876/6873/23468/1869/1108/8521/865/2068/26574/23314/4862/6929/161882/5928/2960/6917/1045/1487/4654/2957/6872/55290/1874/4776/2547/55957/5453/6496/1387/8328/6908/9611/2965/3146/25942/902/7528/6256/7088/2958/6667/2959/5926/6497/9935/404672/7089/23493/166/4601/6688/2624/7091/4801/3164/864/1051/2494/5087/3725/54345/6925/8692/2295/3726/5468/8013/1602/7704	88
CC	GO:0090575	RNA polymerase II transcription regulator complex	43/979	170/19520	4.68E-19	1.36E-16	1.03E-16	3159/1871/7421/4331/2968/3182/4841/1022/7157/8464/1876/6873/1869/1108/865/2068/4862/6929/2960/6917/2957/6872/1874/6908/2965/902/6256/7088/2958/2959/404672/4601/7091/4801/864/1051/2494/5087/3725/6925/8692/3726/5468	43
CC	GO:0045121	membrane raft	52/979	323/19520	7.56E-14	1.09E-11	8.35E-12	1803/871/973/54209/930/6531/81930/11315/84433/5979/10013/6714/119/9495/7462/114/329/1947/10666/7535/5594/6868/929/1398/161003/695/5515/925/7096/7846/3937/10395/55824/8837/1604/5788/5577/7048/355/2697/8692/2534/5420/3383/7010/23237/284119/4973/5348/284/858/857	52
CC	GO:0098857	membrane microdomain	52/979	323/19520	7.56E-14	1.09E-11	8.35E-12	1803/871/973/54209/930/6531/81930/11315/84433/5979/10013/6714/119/9495/7462/114/329/1947/10666/7535/5594/6868/929/1398/161003/695/5515/925/7096/7846/3937/10395/55824/8837/1604/5788/5577/7048/355/2697/8692/2534/5420/3383/7010/23237/284119/4973/5348/284/858/857	52
CC	GO:0000118	histone deacetylase complex	22/979	77/19520	1.48E-11	1.71E-09	1.31E-09	3065/5931/8607/57649/8841/23468/55806/10467/1108/23314/5928/10856/10013/51564/10014/9611/25942/10933/23493/54556/221037/10284	22
CC	GO:0016605	PML body	25/979	103/19520	3.17E-11	3.06E-09	2.33E-09	11200/5987/11315/545/7157/23468/11073/7329/1616/9189/6047/57731/7015/6693/10241/9063/1025/6497/10210/2872/23411/10891/8554/6304/7704	25
CC	GO:0017053	transcription repressor complex	20/979	74/19520	3.74E-10	3.09E-08	2.36E-08	3065/5931/7464/57649/8841/23468/1108/161882/5928/1045/1487/55957/9611/3146/25942/6667/5926/6497/23493/7704	20
CC	GO:0000228	nuclear chromosome	36/979	250/19520	1.15E-08	8.34E-07	6.37E-07	7153/4171/1111/3065/8805/55388/8914/4172/54962/5557/672/4174/8607/4176/57649/4175/3014/10467/6598/6839/5422/11073/5928/83444/10856/7329/56159/1045/9611/25942/7528/7507/10933/23493/54556/3725	36
CC	GO:0005669	transcription factor TFIID complex	12/979	34/19520	4.66E-08	3.00E-06	2.29E-06	2968/7157/6873/2068/2960/6917/2957/6872/6908/2958/2959/404672	12
CC	GO:0030880	RNA polymerase complex	21/979	108/19520	7.90E-08	4.57E-06	3.49E-06	4172/4331/2968/5557/1022/7157/8464/6873/2068/5422/2960/6917/2957/6872/7015/6908/2965/902/2958/2959/404672	21
CC	GO:0055029	nuclear DNA-directed RNA polymerase complex	20/979	103/19520	1.64E-07	8.64E-06	6.60E-06	4172/4331/2968/5557/1022/7157/8464/6873/2068/5422/2960/6917/2957/6872/6908/2965/902/2958/2959/404672	20
CC	GO:0000428	DNA-directed RNA polymerase complex	20/979	104/19520	1.94E-07	9.35E-06	7.14E-06	4172/4331/2968/5557/1022/7157/8464/6873/2068/5422/2960/6917/2957/6872/6908/2965/902/2958/2959/404672	20
CC	GO:0009898	cytoplasmic side of plasma membrane	26/979	167/19520	2.61E-07	1.16E-05	8.88E-06	92421/2539/5774/128866/207/51429/6714/55072/640/9265/9495/7189/2241/329/7074/7535/9516/9267/5239/1540/3815/5788/85358/2534/2791/858	26
CC	GO:0016591	"RNA polymerase II, holoenzyme"	17/979	79/19520	2.95E-07	1.22E-05	9.33E-06	4331/2968/1022/7157/8464/6873/2068/2960/6917/2957/6872/6908/2965/902/2958/2959/404672	17
CC	GO:0061695	"transferase complex, transferring phosphorus-containing groups"	33/979	253/19520	4.92E-07	1.79E-05	1.37E-05	890/4172/4331/2968/5557/1022/5296/7157/8464/6873/2068/5422/2960/6917/8517/2957/6872/7015/9133/6908/1025/2965/902/2958/2959/8900/404672/3480/29982/8503/5290/5295/8835	33
CC	GO:0000439	transcription factor TFIIH core complex	7/979	12/19520	4.96E-07	1.79E-05	1.37E-05	4331/2968/1022/2068/2965/902/404672	7
CC	GO:0005675	transcription factor TFIIH holo complex	7/979	13/19520	1.03E-06	3.31E-05	2.52E-05	4331/2968/1022/2068/2965/902/404672	7
CC	GO:0016580	Sin3 complex	7/979	13/19520	1.03E-06	3.31E-05	2.52E-05	3065/57649/5928/9611/25942/10933/23493	7
CC	GO:0098562	cytoplasmic side of membrane	27/979	191/19520	1.11E-06	3.37E-05	2.58E-05	92421/2539/5774/128866/207/51429/6714/55072/640/9265/9495/7189/2241/329/7074/7535/9516/9267/5239/1540/5311/3815/5788/85358/2534/2791/858	27
CC	GO:0098687	chromosomal region	39/979	345/19520	1.90E-06	5.49E-05	4.20E-05	7153/64151/2146/4171/4085/113130/1111/11339/81620/11200/81930/4172/8379/23421/4174/4176/545/7011/4175/23468/3014/6839/5527/54820/64769/5499/2072/1616/7015/2547/10664/23293/25942/5048/5515/7175/1051/8850/493861	39
CC	GO:0032806	carboxy-terminal domain protein kinase complex	8/979	21/19520	4.41E-06	0.000121625	9.29E-05	4331/2968/1022/2068/1025/2965/902/404672	8
CC	GO:0070822	Sin3-type complex	7/979	16/19520	6.00E-06	0.000157847	0.000120527	3065/57649/5928/9611/25942/10933/23493	7
CC	GO:0008540	"proteasome regulatory particle, base subcomplex"	6/979	12/19520	1.12E-05	0.0002809	0.000214486	5710/5700/5704/5706/5705/5715	6
CC	GO:0070603	SWI/SNF superfamily-type complex	14/979	74/19520	1.59E-05	0.000382392	0.000291982	3065/6597/5931/8607/10042/10467/1108/6598/5928/83444/10856/7528/55274/54556	14
CC	GO:0014069	postsynaptic density	34/979	313/19520	1.99E-05	0.000460398	0.000351545	53335/10280/9026/5025/55607/9231/6455/1949/8087/5245/1855/7249/6714/2915/2904/119/9495/9513/11122/114/26037/7074/22866/5594/4615/57142/22941/8825/160622/85358/2534/55450/408/23237	34
CC	GO:0032279	asymmetric synapse	34/979	318/19520	2.76E-05	0.000615112	0.000469679	53335/10280/9026/5025/55607/9231/6455/1949/8087/5245/1855/7249/6714/2915/2904/119/9495/9513/11122/114/26037/7074/22866/5594/4615/57142/22941/8825/160622/85358/2534/55450/408/23237	34
CC	GO:0005925	focal adhesion	41/979	416/19520	3.01E-05	0.000627371	0.00047904	2191/2274/1803/2017/3315/3159/50507/9019/5479/2886/3313/6714/5478/5898/975/5594/4478/966/7089/6868/5329/7041/5239/10174/1466/10395/1948/81848/8462/2022/5788/1264/2697/6237/3383/7010/9173/9590/858/857/2273	41
CC	GO:0099572	postsynaptic specialization	35/979	333/19520	3.03E-05	0.000627371	0.00047904	53335/10280/9026/5025/55607/9231/6455/1949/8087/5245/1855/7249/6714/2915/2904/119/9495/9513/11122/114/26037/7074/22866/5594/4615/57142/22941/8825/160622/5552/85358/2534/55450/408/23237	35
CC	GO:0008287	protein serine/threonine phosphatase complex	11/979	51/19520	3.58E-05	0.000691671	0.000528137	5523/5531/5527/5499/5528/151987/5520/8036/57718/5515/84919	11
CC	GO:1903293	phosphatase complex	11/979	51/19520	3.58E-05	0.000691671	0.000528137	5523/5531/5527/5499/5528/151987/5520/8036/57718/5515/84919	11
CC	GO:0030055	cell-substrate junction	41/979	423/19520	4.40E-05	0.000822478	0.000628017	2191/2274/1803/2017/3315/3159/50507/9019/5479/2886/3313/6714/5478/5898/975/5594/4478/966/7089/6868/5329/7041/5239/10174/1466/10395/1948/81848/8462/2022/5788/1264/2697/6237/3383/7010/9173/9590/858/857/2273	41
CC	GO:0005838	proteasome regulatory particle	7/979	21/19520	4.89E-05	0.000884279	0.000675206	5710/5700/5704/5706/5705/5719/5715	7
CC	GO:1904949	ATPase complex	16/979	103/19520	5.24E-05	0.000919092	0.000701788	3065/6597/5931/8607/10042/10467/1108/6598/5928/83444/10856/7415/7528/55274/54556/5348	16
CC	GO:0071162	CMG complex	5/979	10/19520	6.41E-05	0.001059949	0.000809342	4171/4172/4174/4176/4175	5
CC	GO:0097550	transcription preinitiation complex	5/979	10/19520	6.41E-05	0.001059949	0.000809342	2960/2957/55290/6908/2959	5
CC	GO:0005865	striated muscle thin filament	7/979	22/19520	6.86E-05	0.001103094	0.000842286	7137/7139/7170/7136/29767/7111/7134	7
CC	GO:0034399	nuclear periphery	18/979	128/19520	7.08E-05	0.001108238	0.000846214	4841/8607/7157/7011/6839/790/5422/23314/10856/57731/8328/7528/862/7041/7175/1051/6304/116154	18
CC	GO:0031519	PcG protein complex	10/979	47/19520	9.14E-05	0.001392652	0.001063383	2146/5931/8726/84759/5928/1912/7528/23429/1911/23411	10
CC	GO:0016363	nuclear matrix	16/979	109/19520	0.000105059	0.001559729	0.001190957	4841/8607/7157/7011/790/5422/23314/10856/57731/8328/7528/862/7041/1051/6304/116154	16
CC	GO:0017101	aminoacyl-tRNA synthetase multienzyme complex	5/979	11/19520	0.000112611	0.001630045	0.001244649	2058/7965/3376/9521/5917	5
CC	GO:0098984	neuron to neuron synapse	34/979	342/19520	0.000118276	0.00167029	0.001275378	53335/10280/9026/5025/55607/9231/6455/1949/8087/5245/1855/7249/6714/2915/2904/119/9495/9513/11122/114/26037/7074/22866/5594/4615/57142/22941/8825/160622/85358/2534/55450/408/23237	34
CC	GO:0022624	proteasome accessory complex	7/979	24/19520	0.00012745	0.001756993	0.001341582	5710/5700/5704/5706/5705/5719/5715	7
CC	GO:0044853	plasma membrane raft	16/979	111/19520	0.00013081	0.001761366	0.001344921	54209/6531/81930/10013/6714/119/114/5594/925/3937/10395/7048/284119/5348/858/857	16
CC	GO:0019898	extrinsic component of membrane	31/979	304/19520	0.000147317	0.001938561	0.001480221	54843/5296/207/51429/5245/312/6714/640/9265/2241/7074/7535/22866/9267/29982/8503/5329/1540/5290/7472/7175/5295/653361/683/85358/2534/130497/2791/1003/8835/858	31
CC	GO:0005902	microvillus	14/979	91/19520	0.000168244	0.002164742	0.001652925	362/7429/90410/83715/4647/1267/6693/529/25876/4478/8692/5420/7010/284	14
CC	GO:0031261	DNA replication preinitiation complex	5/979	12/19520	0.000185077	0.002279994	0.001740928	4171/4172/4174/4176/4175	5
CC	GO:0042555	MCM complex	5/979	12/19520	0.000185077	0.002279994	0.001740928	4171/4172/4174/4176/4175	5
CC	GO:0001726	ruffle	21/979	175/19520	0.000189439	0.002285112	0.001744836	2191/2017/81930/7429/9026/117145/51429/50855/6714/9265/10458/7074/10235/6868/26060/51763/10395/81848/23499/7099/5420	21
