ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0033028	myeloid cell apoptotic process	8/1983	28/18862	0.006661234	0.020396017	0.011405334	23657/596/2056/7067/3707/350/4208/3569	8
GO:0140058	neuron projection arborization	8/1983	28/18862	0.006661234	0.020396017	0.011405334	56924/1856/9175/8829/5764/8322/221692/4036	8
GO:0002820	negative regulation of adaptive immune response	12/1983	52/18862	0.006683397	0.020412097	0.011414326	7292/9984/3718/3565/9466/8764/604/5777/3566/3575/9173/722	12
GO:0031103	axon regeneration	12/1983	52/18862	0.006683397	0.020412097	0.011414326	6696/1719/2596/596/8428/4035/4548/1495/5764/2316/3717/9314	12
GO:0032210	regulation of telomere maintenance via telomerase	12/1983	52/18862	0.006683397	0.020412097	0.011414326	4751/9212/5570/23381/545/54552/5609/6714/8658/23293/5595/5588	12
GO:0050819	negative regulation of coagulation	12/1983	52/18862	0.006683397	0.020412097	0.011414326	2191/2161/5270/3818/928/5329/84959/5580/350/710/10019/7035	12
GO:2000772	regulation of cellular senescence	12/1983	52/18862	0.006683397	0.020412097	0.011414326	7291/83596/9521/1021/7157/5933/7015/5074/4904/10000/4215/604	12
GO:0045921	positive regulation of exocytosis	17/1983	85/18862	0.006693666	0.020433117	0.01142608	376267/57126/3596/3565/8723/9367/537/3916/6850/2624/10015/3689/3566/9846/1080/6385/3684	17
GO:0045824	negative regulation of innate immune response	14/1983	65/18862	0.006794166	0.020729419	0.011591771	4321/6223/11221/29883/7376/6737/1398/5272/11213/2/409/710/5468/11326	14
GO:0048259	regulation of receptor-mediated endocytosis	20/1983	106/18862	0.006815555	0.020784172	0.011622388	7422/3685/1950/9026/8898/9892/3208/3643/8976/10188/3565/3690/9863/5336/6850/8650/409/718/284/6401	20
GO:0022600	digestive system process	19/1983	99/18862	0.006830605	0.020809036	0.011636292	6662/7429/4760/9026/4986/1314/3952/54106/2168/5731/2035/1128/7376/7430/12/4883/7099/948/358	19
GO:0044728	DNA methylation or demethylation	19/1983	99/18862	0.006830605	0.020809036	0.011636292	1789/672/1786/328/1788/2931/9219/2778/55124/8468/29947/11176/7874/55929/4255/143689/2625/54737/8493	19
GO:0006953	acute-phase response	11/1983	46/18862	0.006977682	0.021214261	0.011862891	9536/8600/197/8792/2056/5359/12/9332/3553/3569/1910	11
GO:0035329	hippo signaling	11/1983	46/18862	0.006977682	0.021214261	0.011862891	836/1856/1432/9686/8463/4771/6789/60485/10413/7082/79633	11
GO:0050919	negative chemotaxis	11/1983	46/18862	0.006977682	0.021214261	0.011862891	54910/2045/3685/10505/6405/3690/8828/10718/57556/6586/23767	11
GO:0051489	regulation of filopodium assembly	11/1983	46/18862	0.006977682	0.021214261	0.011862891	6624/23613/2596/8976/4651/8829/55607/5295/5580/26052/2823	11
GO:0009135	purine nucleoside diphosphate metabolic process	24/1983	135/18862	0.007031058	0.021355024	0.011941605	54541/2597/3939/5214/1739/957/84433/5211/3643/1740/229/5465/2103/5663/51341/2033/669/9611/9759/5208/260425/10891/8671/3101	24
GO:0009179	purine ribonucleoside diphosphate metabolic process	24/1983	135/18862	0.007031058	0.021355024	0.011941605	54541/2597/3939/5214/1739/957/84433/5211/3643/1740/229/5465/2103/5663/51341/2033/669/9611/9759/5208/260425/10891/8671/3101	24
GO:0002183	cytoplasmic translational initiation	9/1983	34/18862	0.007065541	0.021427405	0.01198208	8562/8662/28985/8669/8664/2475/8665/8661/4690	9
GO:0014904	myotube cell development	9/1983	34/18862	0.007065541	0.021427405	0.01198208	64754/4654/596/2876/9759/9456/5530/6497/858	9
GO:0031646	positive regulation of nervous system process	9/1983	34/18862	0.007065541	0.021427405	0.01198208	56288/3673/2475/4923/23405/3687/11076/1959/10497	9
GO:0061013	regulation of mRNA catabolic process	34/1983	210/18862	0.007131791	0.021576326	0.012065356	5704/328/5710/7534/8148/1869/5716/5713/5700/5707/26135/23367/2521/170506/23019/1432/2668/4904/29883/9698/2475/5578/9861/7316/9491/9238/207/7314/9475/5699/1153/5580/4615/115572	34
GO:0009187	cyclic nucleotide metabolic process	10/1983	40/18862	0.007132522	0.021576326	0.012065356	4878/1267/4880/2984/6095/112/4882/113/2983/2977	10
GO:0055023	positive regulation of cardiac muscle tissue growth	10/1983	40/18862	0.007132522	0.021576326	0.012065356	891/1432/2475/10413/2066/7472/4208/2627/2247/23414	10
GO:0070423	nucleotide-binding oligomerization domain containing signaling pathway	10/1983	40/18862	0.007132522	0.021576326	0.012065356	3654/7334/7316/7314/7189/10392/26191/1540/4792/7099	10
GO:0071526	semaphorin-plexin signaling pathway	10/1983	40/18862	0.007132522	0.021576326	0.012065356	54910/10505/6405/2668/4684/9855/8828/8829/2316/57556	10
GO:0014855	striated muscle cell proliferation	15/1983	72/18862	0.007151133	0.021600145	0.012078675	891/7161/1432/9686/60485/10413/2066/2697/3717/7472/4208/2627/2247/23414/284	15
GO:0086003	cardiac muscle cell contraction	15/1983	72/18862	0.007151133	0.021600145	0.012078675	3728/1739/488/134/487/6548/817/2934/287/3759/2316/2697/2702/3764/5350	15
GO:1903036	positive regulation of response to wounding	15/1983	72/18862	0.007151133	0.021600145	0.012078675	4192/2161/1365/9076/7001/5747/3265/2475/6239/4035/6915/5764/2316/350/948	15
GO:0042177	negative regulation of protein catabolic process	22/1983	121/18862	0.007358798	0.022216282	0.012423216	5270/6599/3326/1956/4843/80279/7471/6449/6872/116986/2905/5663/7874/9491/23077/7079/1471/2316/11213/2534/7077/7078	22
GO:0035637	multicellular organismal signaling	33/1983	203/18862	0.007476141	0.022559255	0.012615004	3728/6508/3775/3673/4878/3767/6334/4880/6329/489/488/3761/30818/6543/3737/487/6548/491/6546/6547/785/817/10060/490/287/3759/4882/4205/2316/2697/2702/5350/1901	33
GO:0048592	eye morphogenesis	25/1983	143/18862	0.007483686	0.022570739	0.012621426	7291/7070/6662/7422/578/581/7054/10152/596/4763/5915/10002/2779/10818/585/204851/6096/6774/8412/5764/6497/7472/7068/2202/6505	25
GO:0021544	subpallium development	7/1983	23/18862	0.007551547	0.022741309	0.012716808	23657/429/8195/1746/2253/5915/585	7
GO:0033032	regulation of myeloid cell apoptotic process	7/1983	23/18862	0.007551547	0.022741309	0.012716808	23657/596/2056/7067/3707/350/4208	7
GO:0097066	response to thyroid hormone	7/1983	23/18862	0.007551547	0.022741309	0.012716808	5469/2623/6569/10891/7068/687/3815	7
GO:0002042	cell migration involved in sprouting angiogenesis	18/1983	93/18862	0.007617308	0.022927908	0.012821153	27286/11235/7422/6915/10000/8829/207/10014/5286/8503/4215/161742/2624/3164/1948/3162/2247/9314	18
GO:0072678	T cell migration	14/1983	66/18862	0.007809188	0.023493744	0.013137565	6278/1399/6693/9466/4267/7535/5294/3676/8764/4478/1398/1880/3383/1901	14
GO:0045599	negative regulation of fat cell differentiation	12/1983	53/18862	0.007831977	0.023527611	0.013156503	1869/7471/2874/2625/6095/2308/10413/2624/7041/122953/23414/3569	12
GO:0097120	receptor localization to synapse	12/1983	53/18862	0.007831977	0.023527611	0.013156503	1739/1741/22883/3265/1740/53616/3799/5906/51304/160622/5590/7305	12
GO:0042594	response to starvation	32/1983	196/18862	0.007832141	0.023527611	0.013156503	1373/8644/27102/8443/7157/23367/55846/7486/4654/9024/596/8428/2875/2475/5465/84446/5595/150094/10533/81631/4217/2308/23235/8493/9706/5587/10891/659/5287/1026/2621/5468	32
GO:0003205	cardiac chamber development	26/1983	151/18862	0.007902718	0.023727813	0.013268455	5457/10848/5469/7157/2931/2253/8928/5915/10818/9784/8828/8829/6604/287/2625/60485/659/2702/7472/4208/2627/3491/7010/6586/23414/4036	26
GO:0002551	mast cell chemotaxis	5/1983	13/18862	0.007975262	0.023827081	0.013323965	5228/7422/5880/7424/3815	5
GO:0002679	respiratory burst involved in defense response	5/1983	13/18862	0.007975262	0.023827081	0.013323965	7001/6223/11221/5294/3055	5
GO:0002921	negative regulation of humoral immune response	5/1983	13/18862	0.007975262	0.023827081	0.013323965	5777/2/710/11326/722	5
GO:0014889	muscle atrophy	5/1983	13/18862	0.007975262	0.023827081	0.013323965	6198/2475/2934/10891/3600	5
GO:0031650	regulation of heat generation	5/1983	13/18862	0.007975262	0.023827081	0.013323965	9536/8600/8792/3553/1910	5
GO:0032530	regulation of microvillus organization	5/1983	13/18862	0.007975262	0.023827081	0.013323965	6624/7429/688/5909/7430	5
GO:0033127	regulation of histone phosphorylation	5/1983	13/18862	0.007975262	0.023827081	0.013323965	891/7291/8986/5595/3553	5
GO:0045741	positive regulation of epidermal growth factor-activated receptor activity	5/1983	13/18862	0.007975262	0.023827081	0.013323965	1950/134/685/2069/653361	5
GO:0051984	positive regulation of chromosome segregation	5/1983	13/18862	0.007975262	0.023827081	0.013323965	891/990/81620/9212/9587	5
GO:0072683	T cell extravasation	5/1983	13/18862	0.007975262	0.023827081	0.013323965	1399/9466/4267/1398/3383	5
GO:0006337	nucleosome disassembly	6/1983	18/18862	0.008155272	0.024197182	0.013530923	92815/6599/11198/6597/6605/6604	6
GO:0007221	positive regulation of transcription of Notch receptor target	6/1983	18/18862	0.008155272	0.024197182	0.013530923	6772/4854/1387/2033/5087/84441	6
GO:0010766	negative regulation of sodium ion transport	6/1983	18/18862	0.008155272	0.024197182	0.013530923	9368/5270/65268/23072/817/57520	6
GO:0032656	regulation of interleukin-13 production	6/1983	18/18862	0.008155272	0.024197182	0.013530923	7292/3565/5914/2625/85480/5590	6
GO:0032780	negative regulation of ATPase activity	6/1983	18/18862	0.008155272	0.024197182	0.013530923	4171/10105/4331/7157/5350/9104	6
GO:0035020	regulation of Rac protein signal transduction	6/1983	18/18862	0.008155272	0.024197182	0.013530923	117178/6993/5923/5294/55114/1398	6
GO:0035743	"CD4-positive, alpha-beta T cell cytokine production"	6/1983	18/18862	0.008155272	0.024197182	0.013530923	3565/2625/3606/5590/3553/3569	6
GO:0045623	negative regulation of T-helper cell differentiation	6/1983	18/18862	0.008155272	0.024197182	0.013530923	7292/3718/3565/9655/604/3566	6
GO:0060252	positive regulation of glial cell proliferation	6/1983	18/18862	0.008155272	0.024197182	0.013530923	1869/2475/4067/5583/3553/3569	6
GO:0072077	renal vesicle morphogenesis	6/1983	18/18862	0.008155272	0.024197182	0.013530923	6662/10736/6772/2668/7849/3976	6
GO:0098884	postsynaptic neurotransmitter receptor internalization	6/1983	18/18862	0.008155272	0.024197182	0.013530923	1759/3208/3690/4599/8650/26052	6
GO:0140239	postsynaptic endocytosis	6/1983	18/18862	0.008155272	0.024197182	0.013530923	1759/3208/3690/4599/8650/26052	6
GO:1902683	regulation of receptor localization to synapse	6/1983	18/18862	0.008155272	0.024197182	0.013530923	3265/5906/51304/160622/5590/7305	6
GO:2000641	regulation of early endosome to late endosome transport	6/1983	18/18862	0.008155272	0.024197182	0.013530923	8898/5605/6714/5595/7430/4478	6
GO:0050806	positive regulation of synaptic transmission	25/1983	144/18862	0.008176069	0.024246966	0.013558762	5270/22883/1956/2906/4355/6780/8878/10636/134/6543/2905/2904/6547/9495/3799/2185/51304/55607/5764/409/5590/7305/4311/6505/4900	25
GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	11/1983	47/18862	0.008263861	0.024459246	0.013677468	7292/9984/3718/3565/9466/604/5777/3566/3575/9173/722	11
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	11/1983	47/18862	0.008263861	0.024459246	0.013677468	1000/1002/2895/30835/5789/214/3678/79633/3383/6403/6401	11
GO:1903053	regulation of extracellular matrix organization	11/1983	47/18862	0.008263861	0.024459246	0.013677468	2191/6624/6662/84168/4035/5925/1471/30008/2113/7075/3569	11
GO:1904707	positive regulation of vascular associated smooth muscle cell proliferation	11/1983	47/18862	0.008263861	0.024459246	0.013677468	4318/1786/7015/3351/4209/4313/2254/4217/2697/3717/2247	11
GO:0001942	hair follicle development	16/1983	80/18862	0.00836571	0.024668571	0.013794521	1001/6662/3065/54888/3229/3066/8626/1956/92344/2068/64434/10913/596/342574/60485/54345	16
GO:0010592	positive regulation of lamellipodium assembly	8/1983	29/18862	0.008367285	0.024668571	0.013794521	6624/10152/7471/2475/51196/9759/5295/5880	8
GO:0019048	modulation by virus of host process	8/1983	29/18862	0.008367285	0.024668571	0.013794521	11331/3643/598/30835/3839/10533/10332/6256	8
GO:0043032	positive regulation of macrophage activation	8/1983	29/18862	0.008367285	0.024668571	0.013794521	3329/3735/3596/1050/54209/3566/7099/9173	8
GO:0043153	entrainment of circadian clock by photoperiod	8/1983	29/18862	0.008367285	0.024668571	0.013794521	9112/5499/7157/2063/150094/8864/1407/1408	8
GO:0050690	regulation of defense response to virus by virus	8/1983	29/18862	0.008367285	0.024668571	0.013794521	1173/5062/8907/1794/919/2534/9844/3055	8
GO:0060261	positive regulation of transcription initiation from RNA polymerase II promoter	8/1983	29/18862	0.008367285	0.024668571	0.013794521	5704/5469/7157/170506/9282/6927/2099/6928	8
GO:0070979	protein K11-linked ubiquitination	8/1983	29/18862	0.008367285	0.024668571	0.013794521	10477/7328/996/7319/55284/246184/7323/10393	8
GO:0043489	RNA stabilization	13/1983	60/18862	0.008477093	0.024939349	0.013945938	54888/8148/1869/23367/2521/170506/1432/2668/4904/2475/1153/4615/115572	13
GO:0046530	photoreceptor cell differentiation	13/1983	60/18862	0.008477093	0.024939349	0.013945938	7070/6662/7422/1746/7054/90410/10002/2779/585/6096/6774/5764/7068	13
GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	13/1983	60/18862	0.008477093	0.024939349	0.013945938	1759/1739/22883/3265/3208/53616/3690/5906/4599/8650/160622/26052/5590	13
GO:1904356	regulation of telomere maintenance via telomere lengthening	13/1983	60/18862	0.008477093	0.024939349	0.013945938	4751/9212/5570/23381/545/170506/54552/5609/6714/8658/23293/5595/5588	13
GO:0006112	energy reserve metabolic process	17/1983	87/18862	0.008483924	0.024939349	0.013945938	2673/5499/3667/3952/79660/2931/2778/3643/5504/5834/2475/155/208/2103/207/8864/9365	17
GO:1904063	negative regulation of cation transmembrane transport	17/1983	87/18862	0.008483924	0.024939349	0.013945938	4318/7291/10105/9368/5999/7416/54106/2056/4923/23072/817/7881/88/2669/6588/5350/57520	17
GO:1902106	negative regulation of leukocyte differentiation	19/1983	101/18862	0.008488402	0.024940362	0.013946505	4192/7292/7001/1021/1493/865/3718/3565/9655/3635/5914/4067/5295/604/2624/84959/3566/7099/7098	19
GO:0021549	cerebellum development	18/1983	94/18862	0.008519766	0.025008165	0.01398442	5270/8851/6712/4760/54910/8443/7157/1399/7471/2895/5663/6095/5764/1398/8648/1902/10891/8322	18
GO:0070167	regulation of biomineral tissue development	18/1983	94/18862	0.008519766	0.025008165	0.01398442	7291/6662/8326/197/4077/2623/6546/2185/9475/490/5764/659/4208/2621/3491/9365/1901/154	18
GO:0010591	regulation of lamellipodium assembly	10/1983	41/18862	0.008564015	0.025113621	0.014043391	6624/5756/10152/7471/2475/51196/2241/9759/5295/5880	10
GO:0035872	"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway"	10/1983	41/18862	0.008564015	0.025113621	0.014043391	3654/7334/7316/7314/7189/10392/26191/1540/4792/7099	10
GO:0008608	attachment of spindle microtubules to kinetochore	9/1983	35/18862	0.008642495	0.02530687	0.014151454	83540/891/10615/4751/29127/81620/9212/1894/5925	9
GO:0050775	positive regulation of dendrite morphogenesis	9/1983	35/18862	0.008642495	0.02530687	0.014151454	7804/3706/80823/5063/816/170506/8997/7074/5789	9
GO:1903960	negative regulation of anion transmembrane transport	9/1983	35/18862	0.008642495	0.02530687	0.014151454	5999/3952/2931/2475/208/207/5579/2171/3553	9
GO:0031348	negative regulation of defense response	37/1983	236/18862	0.008688552	0.025424169	0.014217047	4321/4192/3559/100/6895/2950/6223/11221/29883/134/3596/5465/3565/5925/2874/9655/2876/91662/6397/2625/6095/7376/6737/1398/140885/5272/5580/9021/11213/4790/2/409/710/7010/5468/9314/11326	37
GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	23/1983	130/18862	0.00869098	0.025424169	0.014217047	4221/54756/3326/7157/58533/1149/7471/2734/5465/3565/7316/1387/51341/2033/7314/3675/161742/6497/7041/1028/1030/10253/858	23
GO:0009582	detection of abiotic stimulus	25/1983	145/18862	0.008920015	0.026076683	0.014581929	3728/8914/5270/1000/2342/8195/5747/3673/2339/2063/5148/134/4923/10002/2779/5132/7273/7439/9397/2767/2793/2534/409/2776/3815	25
GO:1990266	neutrophil migration	22/1983	123/18862	0.008922676	0.026076683	0.014581929	4192/682/6354/51135/57126/5478/2529/4267/5294/6850/6357/3958/6280/5880/719/4615/3689/6279/1441/2207/5175/6283	22
GO:0015800	acidic amino acid transport	14/1983	67/18862	0.008940767	0.026104272	0.014597357	23657/9368/3766/8541/134/2912/27165/4923/2911/5663/8864/2697/10497/6505	14
GO:1905953	negative regulation of lipid localization	14/1983	67/18862	0.008940767	0.026104272	0.014597357	3685/1950/3952/134/5465/208/3690/207/7376/4792/4790/1407/5468/3569	14
GO:0002712	regulation of B cell mediated immunity	12/1983	54/18862	0.009129492	0.026603807	0.014876694	4436/7292/9984/2208/3565/10666/9466/604/5777/695/718/722	12
GO:0002889	regulation of immunoglobulin mediated immune response	12/1983	54/18862	0.009129492	0.026603807	0.014876694	4436/7292/9984/2208/3565/10666/9466/604/5777/695/718/722	12
GO:0030834	regulation of actin filament depolymerization	12/1983	54/18862	0.009129492	0.026603807	0.014876694	6712/7429/5756/119/6710/2934/120/88/118/6709/2059/6711	12
GO:0070228	regulation of lymphocyte apoptotic process	12/1983	54/18862	0.009129492	0.026603807	0.014876694	9212/100/7157/581/640/3718/3958/4067/604/695/5588/3575	12
GO:0009185	ribonucleoside diphosphate metabolic process	24/1983	138/18862	0.009226833	0.026874486	0.015028056	54541/2597/3939/5214/1739/957/84433/5211/3643/1740/229/5465/2103/5663/51341/2033/669/9611/9759/5208/260425/10891/8671/3101	24
GO:0035967	cellular response to topologically incorrect protein	28/1983	168/18862	0.009359089	0.027233415	0.015228767	1047/7184/58477/2673/10897/10959/3329/6464/550/578/10987/2931/581/79139/80279/1616/10013/55284/7709/6048/4690/2033/9531/64061/118/9114/5295/84919	28
GO:0043112	receptor metabolic process	28/1983	168/18862	0.009359089	0.027233415	0.015228767	1759/7422/1173/1950/823/8898/2339/3208/3643/3351/3690/5663/4035/9863/928/5336/4599/6850/7430/8650/26052/3689/409/9737/2207/284/948/6401	28
GO:0043200	response to amino acid	19/1983	102/18862	0.009431123	0.027425462	0.015336159	1728/53335/1373/836/1788/9804/2950/6198/3208/2902/3843/2475/4313/5764/4067/1536/10891/2534/3383	19
GO:0072384	organelle transport along microtubule	16/1983	81/18862	0.009434177	0.027425462	0.015336159	547/6683/10128/26958/8409/9371/4137/5870/3799/7314/26985/57584/3916/63971/66008/5590	16
GO:0060840	artery development	18/1983	95/18862	0.00950612	0.027608004	0.015438235	4192/3198/7422/3952/2253/8928/4763/27329/4035/9784/10000/8829/5159/10427/30008/659/2702/4036	18
GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	18/1983	95/18862	0.00950612	0.027608004	0.015438235	4318/10105/83596/3065/7417/54929/51079/5478/598/9479/596/2056/6714/207/2876/5329/3301/4170	18
GO:0001556	oocyte maturation	7/1983	24/18862	0.009711248	0.028072184	0.015697802	891/6790/4880/2185/4882/2069/283	7
GO:0006929	substrate-dependent cell migration	7/1983	24/18862	0.009711248	0.028072184	0.015697802	2017/3673/2046/6789/8829/4690/7424	7
GO:0007095	mitotic G2 DNA damage checkpoint	7/1983	24/18862	0.009711248	0.028072184	0.015697802	983/60561/4683/80279/84446/4303/1026	7
GO:0034698	response to gonadotropin	7/1983	24/18862	0.009711248	0.028072184	0.015697802	890/2046/7849/3675/10891/2627/3383	7
GO:0051000	positive regulation of nitric-oxide synthase activity	7/1983	24/18862	0.009711248	0.028072184	0.015697802	1719/7015/2208/207/2185/10392/4883	7
GO:1905523	positive regulation of macrophage migration	7/1983	24/18862	0.009711248	0.028072184	0.015697802	4192/4323/5747/5595/1436/719/54209	7
GO:2001026	regulation of endothelial cell chemotaxis	7/1983	24/18862	0.009711248	0.028072184	0.015697802	7422/2249/2260/7114/8817/5587/2247	7
GO:0010659	cardiac muscle cell apoptotic process	11/1983	48/18862	0.009726419	0.028072184	0.015697802	4192/664/7157/815/5458/817/4058/5863/4217/5514/3717	11
GO:0018198	peptidyl-cysteine modification	11/1983	48/18862	0.009726419	0.028072184	0.015697802	2597/3145/7295/4843/10935/5870/135112/51304/55625/6280/6279	11
GO:0043330	response to exogenous dsRNA	11/1983	48/18862	0.009726419	0.028072184	0.015697802	6520/10084/170506/57506/5595/23586/148022/4792/11213/3764/7098	11
GO:0046605	regulation of centrosome cycle	11/1983	48/18862	0.009726419	0.028072184	0.015697802	6790/672/10733/899/2648/7517/22809/26973/10432/9475/10015	11
GO:1904894	positive regulation of receptor signaling pathway via STAT	11/1983	48/18862	0.009726419	0.028072184	0.015697802	3952/388585/3565/2185/85480/2066/3717/3815/3575/2690/3569	11
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	11/1983	48/18862	0.009726419	0.028072184	0.015697802	5062/5499/5979/11124/51741/1613/6789/1495/8737/1540/7078	11
GO:0030307	positive regulation of cell growth	27/1983	161/18862	0.009760665	0.028148417	0.015740431	1382/5645/4323/952/7422/8877/5716/1956/3897/8153/2664/3984/9175/1002/596/4137/2475/6548/5458/4035/8829/207/2185/50618/6280/659/6279	27
GO:0045995	regulation of embryonic development	13/1983	61/18862	0.00976216	0.028148417	0.015740431	983/29127/60436/9904/170506/23236/3643/7471/27330/5015/3172/989/7472	13
GO:0030534	adult behavior	21/1983	117/18862	0.0100541	0.028962526	0.016195676	23657/6712/3236/3066/5079/3766/3952/2906/1267/2668/525/9698/238/2566/53616/4923/5465/8997/585/9456/409	21
GO:0048706	embryonic skeletal system development	21/1983	117/18862	0.0100541	0.028962526	0.016195676	7291/3198/3217/4323/10736/3236/5079/1739/4188/1746/8092/3207/2778/3213/3214/3233/4325/2253/3211/3216/5087	21
GO:0098840	protein transport along microtubule	14/1983	68/18862	0.010197678	0.029334122	0.01640347	547/117178/8655/1740/90410/9371/8636/7275/3799/5108/9531/8100/6103/55081	14
GO:0099118	microtubule-based protein transport	14/1983	68/18862	0.010197678	0.029334122	0.01640347	547/117178/8655/1740/90410/9371/8636/7275/3799/5108/9531/8100/6103/55081	14
GO:1903201	regulation of oxidative stress-induced cell death	14/1983	68/18862	0.010197678	0.029334122	0.01640347	4314/23657/7295/5074/5478/10013/7471/10533/207/2876/8737/4170/2534/7099	14
GO:0060674	placenta blood vessel development	8/1983	30/18862	0.010380332	0.029816897	0.016673435	10959/3696/207/7026/9021/7472/3726/3491	8
GO:0061099	negative regulation of protein tyrosine kinase activity	8/1983	30/18862	0.010380332	0.029816897	0.016673435	7070/23624/5753/58533/5663/9655/56940/9467	8
GO:0110110	positive regulation of animal organ morphogenesis	8/1983	30/18862	0.010380332	0.029816897	0.016673435	6662/3207/2668/2253/10818/140628/2625/7472	8
GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	19/1983	103/18862	0.010456014	0.029967144	0.016757453	9368/4986/3358/2915/23620/846/2099/2911/51196/88/1128/9456/2767/1902/719/4883/1901/185/1910	19
GO:0000422	autophagy of mitochondrion	15/1983	75/18862	0.01046975	0.029967144	0.016757453	664/2017/11331/7157/7416/2931/2011/8878/10013/11140/10533/665/81631/10193/10891	15
GO:0002479	"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent"	15/1983	75/18862	0.01046975	0.029967144	0.016757453	5704/5710/5716/5713/5700/5707/3685/9861/9491/5699/1536/653361/4689/4688/948	15
GO:0055117	regulation of cardiac muscle contraction	15/1983	75/18862	0.01046975	0.029967144	0.016757453	3728/1739/4878/488/134/487/6548/6546/817/287/5294/3759/9759/2702/5350	15
GO:0061726	mitochondrion disassembly	15/1983	75/18862	0.01046975	0.029967144	0.016757453	664/2017/11331/7157/7416/2931/2011/8878/10013/11140/10533/665/81631/10193/10891	15
GO:0031572	G2 DNA damage checkpoint	9/1983	36/18862	0.010472362	0.029967144	0.016757453	983/1111/672/60561/4683/80279/84446/4303/1026	9
GO:0043029	T cell homeostasis	9/1983	36/18862	0.010472362	0.029967144	0.016757453	3559/836/9093/27240/581/9133/596/3718/207	9
GO:1904358	positive regulation of telomere maintenance via telomere lengthening	9/1983	36/18862	0.010472362	0.029967144	0.016757453	4751/9212/5570/545/170506/5609/8658/5595/5588	9
GO:0110149	regulation of biomineralization	18/1983	96/18862	0.010581663	0.030265562	0.016924326	7291/6662/8326/197/4077/2623/6546/2185/9475/490/5764/659/4208/2621/3491/9365/1901/154	18
GO:0098900	regulation of action potential	12/1983	55/18862	0.010588171	0.030269831	0.016926713	3728/1739/488/6543/4923/6548/817/287/3759/2316/2702/948	12
GO:0006970	response to osmotic stress	16/1983	82/18862	0.010608141	0.030298216	0.016942586	836/9221/9076/3326/3673/1956/7157/581/7054/5609/2056/2185/1263/7098/825/358	16
GO:0071277	cellular response to calcium ion	16/1983	82/18862	0.010608141	0.030298216	0.016942586	1894/10105/27101/8644/3208/148281/817/673/3707/118/10235/4205/4208/3726/825/2354	16
GO:0043044	ATP-dependent chromatin remodeling	17/1983	89/18862	0.010638311	0.030370012	0.016982734	11339/86/1058/8607/3065/6599/3066/10467/5931/1108/6597/9219/10847/9271/55929/6605/6595	17
GO:0006986	response to unfolded protein	30/1983	185/18862	0.010745974	0.030662863	0.017146494	1047/871/7184/58477/2673/10897/10959/3329/6464/3326/3308/578/10987/3320/2931/581/79139/23197/80279/1616/7709/4690/2033/9531/64061/3301/118/9114/5295/84919	30
GO:0006605	protein targeting	62/1983	441/18862	0.010767045	0.030708468	0.017171996	58477/92609/8851/3329/27342/9141/56288/8443/3308/3265/9804/56993/6175/10953/3320/6223/6731/55750/2931/6730/10134/10971/55072/23463/3208/51079/2664/4843/6222/60412/6128/6449/134/51555/6129/6217/208/6208/6146/7316/11140/665/9765/9531/7314/54557/7323/26985/4641/5621/51304/55625/79720/10490/23303/5880/66008/2534/653361/3689/3684/6505	62
GO:0010744	positive regulation of macrophage derived foam cell differentiation	6/1983	19/18862	0.010876713	0.030918966	0.017289705	5601/5583/3606/4790/185/948	6
GO:0032303	regulation of icosanoid secretion	6/1983	19/18862	0.010876713	0.030918966	0.017289705	9536/8600/8792/4923/6850/3553	6
GO:0060231	mesenchymal to epithelial transition	6/1983	19/18862	0.010876713	0.030918966	0.017289705	10736/6772/2668/7849/2625/3976	6
GO:0072087	renal vesicle development	6/1983	19/18862	0.010876713	0.030918966	0.017289705	6662/10736/6772/2668/7849/3976	6
GO:0098719	sodium ion import across plasma membrane	6/1983	19/18862	0.010876713	0.030918966	0.017289705	6549/6548/6569/6553/6546/10479	6
GO:1901881	positive regulation of protein depolymerization	6/1983	19/18862	0.010876713	0.030918966	0.017289705	6683/7429/11075/88/6588/10763	6
GO:2000269	regulation of fibroblast apoptotic process	6/1983	19/18862	0.010876713	0.030918966	0.017289705	8626/7157/8539/694/5294/2621	6
GO:0061912	selective autophagy	13/1983	62/18862	0.01119431	0.031806809	0.017786182	11331/550/7157/7416/8878/10013/5595/11140/81631/10193/9531/10392/154	13
GO:0001780	neutrophil homeostasis	5/1983	14/18862	0.011346498	0.032073123	0.017935104	23657/3707/558/10019/3569	5
GO:0014733	regulation of skeletal muscle adaptation	5/1983	14/18862	0.011346498	0.032073123	0.017935104	816/488/2475/818/5530	5
GO:0033147	negative regulation of intracellular estrogen receptor signaling pathway	5/1983	14/18862	0.011346498	0.032073123	0.017935104	672/8626/11331/23019/8928	5
