##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Adaptive Immune System	Reactome	R-HSA-1280218	80	748	1.43679548889e-28	2.29364807136e-26	RASGRP2|NCF2|NCF1|NPDC1|DYNLL1|DNM3|TNFRSF14|PSMB10|PAG1|CD33|ITGA4|RPN2|CD36|CD209|AKT2|RASGRP1|TREM1|KIF11|REL|TREM2|EVL|CD79B|SPTBN2|CD79A|YWHAZ|MRC1|MAP3K8|LAIR1|ZBTB16|RACGAP1|TUBA1B|TUBA1A|NCF4|FYN|RNF144B|ITGB2|CD86|PILRA|ICAM2|PIK3R1|PSMD4|C3|NFKB1|LYN|MYD88|DLC1|TRIM9|MTOR|HECW2|PSMD6|NFKBIA|ICAM1|SH3RF1|PRKCB|KIF18A|CTSE|NCR1|TRIM21|CYBB|HERC5|BLK|SEC24B|PRKCQ|LCP2|PTPN6|SOCS3|CD300LF|FBXW4|UBE2N|PPP3CA|PTPRJ|TLR2|TYROBP|TLR1|MAP3K14|PPIA|TLR4|RNF7|SIGLEC1|BTK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1280218
Generic Transcription Pathway	Reactome	R-HSA-212436	101	1193	2.48657750252e-28	3.63869174535e-26	RPN2|SMARCC1|AKT2|LIFR|MYL9|UXT|RARB|THRB|MED14|CDKN2B|DDIT4|WRN|CAMK2A|GATA2|SOCS3|CCND3|SLC2A3|TCF7L2|KIT|PLAGL1|MMP13|CDKN1A|ITGA4|ITGA5|KAT2A|SKI|PPM1D|CCNE2|EXO1|PPARGC1A|PPARGC1B|RRM2B|NLK|CHEK2|CLDN5|CHEK1|PRKCB|TPX2|PAX5|PPARG|VEGFA|BLK|PPARA|POLR2K|POLR2J|ESR1|FOXG1|ATAD2|MEF2C|HDAC2|PSMB10|MAPK14|TAF15|TXNIP|BRIP1|NCOR2|NR2F1|FANCC|MSH2|SRC|ERCC3|RBL2|CCNB1|RXRB|MTOR|LGALS3|MNAT1|YAP1|ZNF521|TJP1|TP73|CDK1|PSMD4|BIRC5|PSMD6|FOXO1|SMARCA2|MYBL2|YWHAZ|BCL2L14|CCNA2|ZNF559|TWIST1|HSPD1|KLF4|PGR|AURKA|AURKB|CNOT7|PPP1R13B|NR3C1|ESRRB|NR4A1|POU4F1|POU4F2|PRKCQ|E2F5|E2F1|GRIN2B|ACTL6A|BCL6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-212436
Other interleukin signaling	Reactome	R-HSA-449836	51	275	3.71918928022e-28	5.02376644313e-26	CSF2RB|RPN2|RASGRP1|PSMB10|PSMD4|PSMD6|GAB2|SPRED1|FRS3|MAP2K2|AKT2|ARRB2|RAPGEF2|DUSP9|CSF3|SPTBN2|SPTBN1|PEBP1|TEK|FYN|PDE3B|JAK2|PIK3R1|SPTAN1|DUSP5|RANBP9|NRG2|GDNF|SRC|ITGB3|SHC1|SHC3|CAMK2A|IL3RA|CSF3R|HCK|FGF3|FGF2|IL2RB|ANGPT1|CASP3|DUSP6|FGF6|CSF1R|IL16|KIT|GRIN2B|STAT5A|EREG|BTC|IL17RD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-449836
Gene expression (Transcription)	Reactome	R-HSA-74160	111	1448	1.04673810743e-27	1.31290865475e-25	RPN2|SMARCC1|AKT2|LIFR|MYL9|UXT|RARB|THRB|SAP18|MED14|CDKN2B|DDIT4|WRN|CAMK2A|SNAPC1|THOC1|GATA2|SOCS3|CCND3|SLC2A3|TCF7L2|KIT|PLAGL1|MMP13|CDKN1A|ITGA4|ITGA5|KAT2A|SKI|PPM1D|CCNE2|EXO1|PPARGC1A|PPARGC1B|RRM2B|NLK|CHEK2|CLDN5|CHEK1|PRKCB|TPX2|PAX5|PPARG|VEGFA|BLK|PPARA|POLR2K|POLR2J|ESR1|FOXG1|ATAD2|MEF2C|HDAC2|PIWIL1|PSMB10|MAPK14|TAF15|TXNIP|BRIP1|NCOR2|CCNB1|NR2F1|FANCC|MSH2|SRC|ERCC3|RBL2|NFIA|RXRB|MTOR|LGALS3|MNAT1|YAP1|ZNF521|TJP1|MTF2|TP73|CDK1|PSMD4|BIRC5|PSMD6|FOXO1|SMARCA2|MYBL2|YWHAZ|BCL2L14|CCNA2|ZNF559|TWIST1|UBTF|HSPD1|KLF4|PGR|AURKA|AURKB|CNOT7|PPP1R13B|DNMT3B|NR3C1|DNMT3A|ESRRB|NR4A1|POU4F1|POU4F2|PRKCQ|E2F5|E2F1|GRIN2B|ACTL6A|PTRF|BCL6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74160
Rap1 signaling pathway	KEGG PATHWAY	hsa04015	45	210	2.91289679074e-27	3.41003117636e-25	RASGRP2|EVL|RAPGEF2|GNAO1|RASSF5|MAPK14|MAP2K2|INSR|ITGB2|RAPGEF1|MAPK12|LCP2|CRK|FLT4|PGF|TEK|PARD6G|CSF1R|MAGI3|PIK3R1|ANGPT1|SRC|ITGB3|PRKCB|RAC2|RALGDS|PRKCA|EFNA4|MRAS|PRKCZ|VEGFA|VEGFC|FGF6|FGF5|FGF3|FGF2|RRAS|ADCY7|GNAQ|AKT2|KIT|GRIN2B|ITGAM|LPAR1|PRKD1	http://www.genome.jp/kegg-bin/show_pathway?hsa04015/hsa:5587%09red/hsa:2889%09red/hsa:3815%09red/hsa:7422%09red/hsa:2248%09red/hsa:260425%09red/hsa:5590%09red/hsa:3937%09red/hsa:2904%09red/hsa:5900%09red/hsa:51466%09red/hsa:9693%09red/hsa:6237%09red/hsa:1398%09red/hsa:84552%09red/hsa:2251%09red/hsa:2250%09red/hsa:5880%09red/hsa:5605%09red/hsa:3690%09red/hsa:284%09red/hsa:7010%09red/hsa:6300%09red/hsa:5579%09red/hsa:5578%09red/hsa:5295%09red/hsa:7424%09red/hsa:208%09red/hsa:2247%09red/hsa:6714%09red/hsa:83593%09red/hsa:3689%09red/hsa:5228%09red/hsa:1432%09red/hsa:2776%09red/hsa:1436%09red/hsa:2775%09red/hsa:2324%09red/hsa:3684%09red/hsa:1902%09red/hsa:113%09red/hsa:1945%09red/hsa:10235%09red/hsa:22808%09red/hsa:3643%09red
Interleukin-4 and Interleukin-13 signaling	Reactome	R-HSA-6785807	35	108	1.48904637457e-26	1.63422839609e-24	BCL2L1|LIF|BIRC5|CD36|CLGN|MCL1|IL1B|STAT6|TWIST1|S1PR1|MAOA|JAK2|ICAM1|CDKN1A|IL18|NOS2|ITGB2|IL4R|PIK3R1|VEGFA|FGF2|FSCN1|ITGAX|SOCS3|IL13|HMOX1|FOXO1|IL6|IL4|ITGAM|MMP9|BCL6|MMP2|MMP3|MMP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6785807
RNA Polymerase II Transcription	Reactome	R-HSA-73857	103	1316	2.23286648744e-26	2.30641973644e-24	RPN2|SMARCC1|AKT2|LIFR|MYL9|UXT|RARB|THRB|MED14|CDKN2B|DDIT4|WRN|CAMK2A|SNAPC1|THOC1|GATA2|SOCS3|CCND3|SLC2A3|TCF7L2|KIT|PLAGL1|MMP13|CDKN1A|ITGA4|ITGA5|KAT2A|SKI|PPM1D|CCNE2|EXO1|PPARGC1A|PPARGC1B|RRM2B|NLK|CHEK2|CLDN5|CHEK1|PRKCB|TPX2|PAX5|PPARG|VEGFA|BLK|PPARA|POLR2K|POLR2J|ESR1|FOXG1|ATAD2|MEF2C|HDAC2|PSMB10|MAPK14|TAF15|TXNIP|BRIP1|NCOR2|NR2F1|FANCC|MSH2|SRC|ERCC3|RBL2|CCNB1|RXRB|MTOR|LGALS3|MNAT1|YAP1|ZNF521|TJP1|TP73|CDK1|PSMD4|BIRC5|PSMD6|FOXO1|SMARCA2|MYBL2|YWHAZ|BCL2L14|CCNA2|ZNF559|TWIST1|HSPD1|KLF4|PGR|AURKA|AURKB|CNOT7|PPP1R13B|NR3C1|ESRRB|NR4A1|POU4F1|POU4F2|PRKCQ|E2F5|E2F1|GRIN2B|ACTL6A|BCL6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73857
Cell surface interactions at the vascular wall	Reactome	R-HSA-202733	37	135	7.7839004392e-26	7.59362731736e-24	PPIL2|SLC7A10|CD58|ITGA3|ITGA4|ITGA5|CLGN|ITGB2|TREM1|CD2|PECAM1|FCER1G|TEK|JAM2|FYN|PIK3R1|SLC7A7|LYN|ANGPT1|ITGB3|SLC7A5|SHC1|SIRPA|CD47|GYPC|PTPN6|ITGAX|OLR1|SELE|SDC4|SLC7A11|ITGAM|GRB7|GAS6|SELP|PPIA|MMP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202733
Axon guidance	Reactome	R-HSA-422475	65	549	1.436555515e-25	1.3276797286e-23	EFNB2|MYH10|RPN2|EVL|DNM3|PSMB10|KALRN|PSMD6|RPS18|ITGA5|SLIT3|ST8SIA2|MAPK14|MSN|MAPK12|TREM2|SPTBN2|SPTBN1|MYL9|GAP43|ANK1|TYROBP|TUBA1B|TUBA1A|RPS14|FYN|RPL22|RANBP9|PIK3R1|PSMD4|SCN4A|DOK6|LYN|SEMA6A|SRC|ITGB3|LIMK1|ARHGEF12|SHC1|SHC3|PRKCA|GAB2|EFNA4|CD24|FLRT3|COL4A3|FES|NUMB|PRKCQ|COL6A3|RRAS|RPS6KA4|MAP2K2|SPTAN1|ALCAM|EZR|GRIN2B|RND1|GDNF|GRB7|MMP9|PAK4|PAK6|MMP2|PSEN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-422475
@@Axon guidance	KEGG PATHWAY	hsa04360	24	181	3.43767824162e-11	5.64164765634e-10	EFNB2|LIMK1|ILK|RRAS|SEMA6A|PARD6G|FYN|SLIT3|PIK3R1|RGS3|MYL9|SRC|ARHGEF12|RAC2|PRKCA|EFNA4|CAMK2A|PRKCZ|FES|RND1|BMPR2|PAK4|PPP3CA|PAK6	http://www.genome.jp/kegg-bin/show_pathway?hsa04360/hsa:10298%09red/hsa:27289%09red/hsa:2534%09red/hsa:6585%09red/hsa:10398%09red/hsa:57556%09red/hsa:5578%09red/hsa:5530%09red/hsa:106821730%09red/hsa:6237%09red/hsa:84552%09red/hsa:5880%09red/hsa:5590%09red/hsa:659%09red/hsa:5295%09red/hsa:3611%09red/hsa:23365%09red/hsa:6714%09red/hsa:2242%09red/hsa:3984%09red/hsa:815%09red/hsa:5998%09red/hsa:1945%09red/hsa:1948%09red
FLT3 Signaling	Reactome	R-HSA-9607240	46	252	2.93078113768e-25	2.57322583888e-23	CSF2RB|RPN2|RASGRP1|PSMB10|PSMD4|PSMD6|GAB2|SPRED1|FRS3|MAP2K2|AKT2|ARRB2|RAPGEF2|DUSP9|SPTBN2|SPTBN1|PEBP1|TEK|FYN|PDE3B|JAK2|PIK3R1|SPTAN1|DUSP5|RANBP9|NRG2|GDNF|SRC|ITGB3|SHC1|SHC3|CAMK2A|IL3RA|HCK|FGF3|FGF2|IL2RB|ANGPT1|DUSP6|FGF6|KIT|GRIN2B|STAT5A|EREG|BTC|IL17RD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9607240
Neutrophil degranulation	Reactome	R-HSA-6798695	60	478	7.34594568309e-25	6.14260981881e-23	CD53|RPN2|DYNLL1|TIMP2|DOCK2|SPTAN1|CD58|PSMD6|RAB6A|CD36|MAPK14|FABP5|LAIR1|OLFM4|S100A12|RAF1|CLEC5A|FCER1G|SERPINA3|TYROBP|MGAM|RAB5B|DYNLT1|LYZ|DOK3|NFKB1|S100A9|S100A8|C3|RAB10|S100A7|DLC1|PTPRB|ITGAX|CD33|SIRPA|PECAM1|CD47|FAF2|PRKCD|FCGR2A|CYBB|CST3|LGALS3|CFP|ITGB2|PTPN6|PAFAH1B2|SLPI|OLR1|NLK|C3AR1|SLC2A3|CD93|PTPRJ|TLR2|ITGAM|MMP9|PSEN1|PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6798695
MAPK family signaling cascades	Reactome	R-HSA-5683057	47	278	1.58357582987e-24	1.26398143512e-22	CSF2RB|RPN2|RASGRP1|PSMB10|KALRN|PSMD6|SPRED1|FRS3|MAP2K2|FOXO1|ARRB2|RAPGEF2|SPTBN2|SPTBN1|PEBP1|TEK|FYN|NCOA3|RANBP9|MAPK4|PSMD4|DUSP5|DUSP9|NRG2|ANGPT1|GDNF|IL6|ITGB3|SHC1|SHC3|CAMK2A|SRC|IL3RA|FGF6|FGF3|FGF2|IL2RB|JAK2|SPTAN1|DUSP6|CCND3|KIT|GRIN2B|CDK1|EREG|BTC|IL17RD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5683057
Disease	Reactome	R-HSA-1643685	88	1049	1.71678820577e-24	1.31073047362e-22	RPN2|SPRED1|CD36|AKT2|PEBP1|MIB1|SLC34A1|SHC1|CAMK2A|LST1|TCF7L2|KIT|TLR2|TLR3|TLR1|TLR4|TLR5|CFTR|CSF2RB|DOCK2|SLC7A7|CDKN1A|NFKBIA|GAB2|KAT2A|FEN1|ADAMTSL4|THBS2|VPS37B|JAK2|PIK3R1|MYD88|GUCY2C|FGF6|FGF3|FGF2|POLR2K|POLR2J|ESR1|CYP19A1|SDC4|ELMO1|MAOA|GGT1|BTC|BTK|TNKS|HDAC2|PSMB10|SLC4A4|ARRB2|TAF15|HCK|CD86|NCOR2|FZD4|PSEN1|ERCC3|RPS6KB2|NFKB1|SRC|RPS18|MTOR|MNAT1|STAT5A|EREG|PPIA|RPS14|PSMD4|MSH2|PSMD6|MSH6|PDCD6IP|MAP2K2|FOXO1|FYN|RPL22|NRG2|ITGB3|RAC2|NR4A1|SLC35A2|GPC3|ALDOB|SLC7A11|CASP9|SLC1A1|CFP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1643685
MAPK signaling pathway	KEGG PATHWAY	hsa04010	48	295	2.19674438934e-24	1.60728464487e-22	RASGRP2|RASGRP1|RAPGEF2|MAPK14|MAP2K2|INSR|ARRB2|MAPK12|CRK|IL1B|FLT4|PGF|MAP3K8|TEK|MAP3K3|GADD45B|CSF1R|PRKCB|DUSP9|DUSP5|NFKB1|MYD88|NR4A1|RAC2|ERBB4|PRKCA|EFNA4|MRAS|VEGFA|VEGFC|PPP3CA|FGF6|FGF5|FGF3|FGF2|PTPN5|RRAS|ANGPT1|RPS6KA4|CASP3|DUSP6|AKT2|KIT|MEF2C|MAP3K13|MAP3K14|EREG|FLNA	http://www.genome.jp/kegg-bin/show_pathway?hsa04010/hsa:409%09red/hsa:1326%09red/hsa:3815%09red/hsa:10125%09red/hsa:2248%09red/hsa:1848%09red/hsa:5579%09red/hsa:3164%09red/hsa:8986%09red/hsa:6237%09red/hsa:1398%09red/hsa:2251%09red/hsa:2250%09red/hsa:2066%09red/hsa:5880%09red/hsa:5605%09red/hsa:1852%09red/hsa:4616%09red/hsa:4615%09red/hsa:284%09red/hsa:7010%09red/hsa:6300%09red/hsa:4208%09red/hsa:2069%09red/hsa:3553%09red/hsa:5578%09red/hsa:1432%09red/hsa:4790%09red/hsa:7424%09red/hsa:208%09red/hsa:84867%09red/hsa:7422%09red/hsa:9693%09red/hsa:9020%09red/hsa:5530%09red/hsa:5228%09red/hsa:836%09red/hsa:1436%09red/hsa:9175%09red/hsa:2247%09red/hsa:1847%09red/hsa:4215%09red/hsa:1945%09red/hsa:2324%09red/hsa:10235%09red/hsa:22808%09red/hsa:3643%09red/hsa:2316%09red
Proteoglycans in cancer	KEGG PATHWAY	hsa05205	41	203	4.21584327073e-24	2.96120831336e-22	CTTN|TIMP3|CDKN1A|ITGA5|MAPK14|MAP2K2|AKT2|EZR|MAPK12|RPS6KB2|CAV2|FZD4|SLC9A1|TWIST1|FGF2|PIK3R1|MTOR|SRC|ITGB3|ARHGEF12|ERBB4|PRKCA|PRKCB|MRAS|CAMK2A|GPC3|VEGFA|PTPN6|RRAS|CASP3|MSN|WNT2|ESR1|SDC4|HOXD10|TLR2|ANK1|TLR4|MMP9|FLNA|MMP2	http://www.genome.jp/kegg-bin/show_pathway?hsa05205/hsa:2099%09red/hsa:7291%09red/hsa:7430%09red/hsa:5579%09red/hsa:5578%09red/hsa:7078%09red/hsa:7472%09red/hsa:6385%09red/hsa:7097%09red/hsa:6237%09red/hsa:7099%09red/hsa:3236%09red/hsa:2316%09red/hsa:2066%09red/hsa:5605%09red/hsa:4318%09red/hsa:286%09red/hsa:3690%09red/hsa:1432%09red/hsa:4478%09red/hsa:6199%09red/hsa:3678%09red/hsa:5295%09red/hsa:23365%09red/hsa:208%09red/hsa:7422%09red/hsa:6714%09red/hsa:8322%09red/hsa:858%09red/hsa:1026%09red/hsa:836%09red/hsa:6300%09red/hsa:2017%09red/hsa:4313%09red/hsa:815%09red/hsa:2247%09red/hsa:5777%09red/hsa:2475%09red/hsa:2719%09red/hsa:22808%09red/hsa:6548%09red
Ras signaling pathway	KEGG PATHWAY	hsa04014	42	232	4.7250718532e-23	3.19124083624e-21	RASGRP2|BCL2L1|RASGRP1|RASSF1|GAB2|RRAS|MAP2K2|INSR|REL|FLT4|RALGDS|PGF|TEK|RGL1|RAB5B|CSF1R|ETS2|ETS1|PIK3R1|NFKB1|ANGPT1|PRKCB|RAC2|SHC1|SHC3|PRKCA|RASSF5|EFNA4|MRAS|VEGFA|VEGFC|FGF6|FGF5|FGF3|FGF2|AKT2|KIT|GRIN2B|GNG4|GNGT2|PAK4|PAK6	http://www.genome.jp/kegg-bin/show_pathway?hsa04014/hsa:10298%09red/hsa:598%09red/hsa:3815%09red/hsa:11186%09red/hsa:2793%09red/hsa:10125%09red/hsa:5966%09red/hsa:5869%09red/hsa:2904%09red/hsa:5900%09red/hsa:5578%09red/hsa:106821730%09red/hsa:6237%09red/hsa:2251%09red/hsa:2250%09red/hsa:5880%09red/hsa:5605%09red/hsa:284%09red/hsa:7010%09red/hsa:6464%09red/hsa:5579%09red/hsa:23179%09red/hsa:2113%09red/hsa:5295%09red/hsa:4790%09red/hsa:2786%09red/hsa:7424%09red/hsa:208%09red/hsa:7422%09red/hsa:83593%09red/hsa:5228%09red/hsa:2248%09red/hsa:1436%09red/hsa:2114%09red/hsa:2324%09red/hsa:2247%09red/hsa:53358%09red/hsa:1945%09red/hsa:9846%09red/hsa:10235%09red/hsa:22808%09red/hsa:3643%09red
Cell Cycle	Reactome	R-HSA-1640170	65	629	1.20975197771e-22	7.86786841802e-21	HMMR|RPN2|EXO1|DYNLL1|PSMB10|CDKN1C|PSMD4|BIRC5|PSMD6|AKT2|NCAPG2|FEN1|BRIP1|MYBL2|CDC6|YWHAZ|TPX2|CCNA2|RUVBL2|CCNE2|TUBA1B|TUBA1A|RAD21|CDT1|CKS1B|HAUS1|PRKCA|CHEK2|JAK2|AURKA|AURKB|PRIM1|LYN|DLC1|CDKN1A|CHEK1|CDKN2B|CDKN2C|MCM10|NEK2|OIP5|RBL2|NUF2|WRN|PRKCB|KIF18A|CCNB1|MCM7|MCM4|MCM2|SYNE1|MNAT1|RAD51C|CDCA8|E2F5|E2F1|UBE2N|RPA4|CCND3|TUBG1|CDK1|SMC1A|DBF4|POLE2|FOXM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1640170
@@Cell cycle	KEGG PATHWAY	hsa04110	24	124	2.54425258539e-14	6.87339621531e-13	SMC1A|HDAC2|CDKN1C|CDKN1A|CDC6|YWHAZ|CCNA2|CCNE2|GADD45B|CHEK2|CHEK1|CDKN2B|CDKN2C|RBL2|RAD21|CCNB1|MCM7|MCM4|MCM2|E2F5|E2F1|CCND3|CDK1|DBF4	http://www.genome.jp/kegg-bin/show_pathway?hsa04110/hsa:983%09red/hsa:1030%09red/hsa:1031%09red/hsa:1111%09red/hsa:7534%09red/hsa:9134%09red/hsa:5885%09red/hsa:4616%09red/hsa:3066%09red/hsa:1875%09red/hsa:896%09red/hsa:990%09red/hsa:890%09red/hsa:891%09red/hsa:11200%09red/hsa:8243%09red/hsa:5934%09red/hsa:4176%09red/hsa:1026%09red/hsa:4173%09red/hsa:4171%09red/hsa:10926%09red/hsa:1028%09red/hsa:1869%09red
@@Cell cycle	PANTHER	P00013	3	16	0.00790993657073	0.0178762530479	CCNE2|PSMD4|CCND3	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00013
MAPK1/MAPK3 signaling	Reactome	R-HSA-5684996	42	239	1.28602389646e-22	8.06520700779e-21	CSF2RB|RPN2|RASGRP1|PSMB10|PSMD4|PSMD6|SPRED1|FRS3|MAP2K2|ARRB2|RAPGEF2|SPTBN2|SPTBN1|PEBP1|TEK|FYN|RANBP9|SPTAN1|DUSP5|DUSP9|NRG2|ANGPT1|GDNF|IL6|ITGB3|SHC1|SHC3|CAMK2A|SRC|IL3RA|FGF6|FGF3|FGF2|IL2RB|JAK2|DUSP6|KIT|GRIN2B|CDK1|EREG|BTC|IL17RD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5684996
Platelet activation, signaling and aggregation	Reactome	R-HSA-76002	43	260	3.22076143826e-22	1.95022658124e-20	RASGRP2|RASGRP1|TIMP3|SRC|CD36|MAPK14|SERPING1|ARRB2|CRK|A2M|YWHAZ|PECAM1|FCER1G|SERPINA3|FYN|APOH|PIK3R1|LYN|DGKA|PRKCH|ITGB3|PRKCB|RAC2|SHC1|PRKCA|VTI1B|PRKCD|PRKCZ|VEGFA|VEGFC|PRKCQ|LCP2|PTPN6|ACTN1|GNAQ|GNG4|CDC37L1|GNGT2|GNA11|FLNA|SELP|PPIA|GAS6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76002
RAF/MAP kinase cascade	Reactome	R-HSA-5673001	40	234	3.22509902e-21	1.88775795971e-19	CSF2RB|RPN2|RASGRP1|PSMB10|PSMD4|PSMD6|SPRED1|FRS3|MAP2K2|ARRB2|RAPGEF2|SPTBN2|SPTBN1|PEBP1|TEK|FYN|RANBP9|SPTAN1|DUSP5|DUSP9|NRG2|ANGPT1|GDNF|SRC|ITGB3|SHC1|SHC3|CAMK2A|IL3RA|FGF6|FGF3|FGF2|IL2RB|JAK2|DUSP6|KIT|GRIN2B|EREG|BTC|IL17RD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5673001
Osteoclast differentiation	KEGG PATHWAY	hsa04380	31	128	1.59812787024e-20	9.05262109722e-19	ACP5|TNFSF11|NCF4|CSF1R|FOSB|NFKBIA|GAB2|NCF1|MAPK14|AKT2|IFNGR1|MAPK12|TREM2|IL1B|TYROBP|FYN|PIK3R1|CYLD|ITGB3|SIRPA|FCGR2A|PPARG|NFKB1|LCP2|NCF2|SQSTM1|SOCS3|MAP3K14|SIRPB1|PPP3CA|BTK	http://www.genome.jp/kegg-bin/show_pathway?hsa04380/hsa:4688%09red/hsa:4689%09red/hsa:2534%09red/hsa:3937%09red/hsa:1540%09red/hsa:3459%09red/hsa:2212%09red/hsa:10326%09red/hsa:3690%09red/hsa:6300%09red/hsa:2354%09red/hsa:7305%09red/hsa:3553%09red/hsa:54209%09red/hsa:4792%09red/hsa:5295%09red/hsa:4790%09red/hsa:208%09red/hsa:653361%09red/hsa:5530%09red/hsa:695%09red/hsa:1432%09red/hsa:54%09red/hsa:8878%09red/hsa:1436%09red/hsa:140885%09red/hsa:8600%09red/hsa:9846%09red/hsa:5468%09red/hsa:9021%09red/hsa:9020%09red
Metabolism of proteins	Reactome	R-HSA-392499	118	2012	2.82808276641e-20	1.55191041807e-18	RPN2|DYNLL1|CPM|ADD1|SEC24B|ZRANB1|PMM1|GPS1|EIF3B|THRB|LYZ|SLC34A1|ATP6V0D1|SHC1|RAB5B|XPC|KLK3|YIF1A|GATA6|SOCS3|SOCS2|TCF7L2|GNG4|CYLD|LSAMP|RNF7|CFTR|CSF2RB|GNAO1|NFKBIA|RAB6A|KAT2A|GAB1|ADAMTSL4|CCNE2|TUBA1B|TUBA1A|THBS2|PPARGC1A|GNGT2|SMC1A|VNN2|MAN2A2|PPARG|PPARA|ZBTB16|UBE2N|ST8SIA2|ITM2B|RNF128|EEF1E1|GAS6|SARS2|HDAC2|PSMB10|EIF2B4|ARRB2|NCOR2|NCOA1|TMED2|MRPS34|CISH|SPTAN1|C3|RAB10|DLC1|RPS18|ASGR1|SATB1|CST3|UCHL1|THY1|FBXW4|ESR1|IL6|CDK1|ADRB2|SPP1|USP8|RPS14|PSMD4|BIRC5|PSMD6|SPARCL1|RIPK1|CLGN|GNAT1|DAD1|SPTBN2|SPTBN1|CCNA2|ANK1|RPL22|WRN|KLF4|PGR|AURKA|AURKB|CDCA8|ACTL6A|DNMT3B|NR3C2|NR3C1|DNMT3A|CYR61|RAD21|TNKS|GPC3|ST6GALNAC6|FFAR1|RAB15|KIF13A|DCAF7|TUFM|TARS|MMP2|CFP|MMP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-392499
Mitotic G1-G1/S phases	Reactome	R-HSA-453279	32	147	6.04497226626e-20	3.21665796956e-18	RPN2|PSMB10|CDKN1C|PSMD4|CDKN1A|PSMD6|AKT2|MYBL2|CDC6|CCNA2|CCNE2|CDT1|CKS1B|JAK2|PRIM1|LYN|CDKN2B|CDKN2C|MCM10|RBL2|CCNB1|MCM7|MCM4|MCM2|MNAT1|E2F5|E2F1|RPA4|CCND3|CDK1|DBF4|POLE2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-453279
EGF receptor signaling pathway	PANTHER	P00018	29	114	8.70537418193e-20	4.49606972455e-18	GAB2|MAPK14|SPRY2|AKT2|MAPK12|SPRY4|YWHAZ|STAT6|MAP3K3|PEBP1|NRG2|PRKCH|RAC2|SHC1|ERBB4|SHC3|PRKCA|PRKCB|MRAS|PRKCD|PIK3C2B|PRKCZ|PRKCQ|RRAS|MAP2K2|STAT5A|EREG|BTC|PRKD1	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00018
Angiogenesis	PANTHER	P00005	32	158	3.88694119095e-19	1.95013392323e-17	EFNB2|LPXN|SRC|BIRC5|CRYAB|FRS3|MAPK14|MAP2K2|AKT2|CRK|TEK|DOK3|ETS1|PIK3R1|TGFB1I1|ANGPT1|PRKCH|SHC1|PRKCA|PRKCB|PRKCD|PIK3C2B|PRKCZ|VEGFA|PRKCQ|PTPN6|WNT2|TCF7L2|CASP9|PTPRB|GRB7|PRKD1	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00005
