From	To	Species	Gene Name
100128977	MAPT-AS1	Homo sapiens	MAPT antisense RNA 1(MAPT-AS1)
4773	NFATC2	Homo sapiens	nuclear factor of activated T-cells 2(NFATC2)
285755	PPIL6	Homo sapiens	peptidylprolyl isomerase like 6(PPIL6)
80319	cxxc4	Homo sapiens	CXXC finger protein 4(CXXC4)
80318	GKAP1	Homo sapiens	G kinase anchoring protein 1(GKAP1)
114787	GPRIN1	Homo sapiens	G protein regulated inducer of neurite outgrowth 1(GPRIN1)
2108	ETFA	Homo sapiens	electron transfer flavoprotein alpha subunit(ETFA)
55366	LGR4	Homo sapiens	leucine rich repeat containing G protein-coupled receptor 4(LGR4)
2107	ETF1	Homo sapiens	eukaryotic translation termination factor 1(ETF1)
3437	IFIT3	Homo sapiens	interferon induced protein with tetratricopeptide repeats 3(IFIT3)
114791	TUBGCP5	Homo sapiens	tubulin gamma complex associated protein 5(TUBGCP5)
55363	HEMGN	Homo sapiens	hemogen(HEMGN)
2104	ESRRG	Homo sapiens	estrogen related receptor gamma(ESRRG)
54039	PCBP3	Homo sapiens	poly(rC) binding protein 3(PCBP3)
80326	WNT10A	Homo sapiens	Wnt family member 10A(WNT10A)
114794	ELFN2	Homo sapiens	extracellular leucine rich repeat and fibronectin type III domain containing 2(ELFN2)
3433	IFIT2	Homo sapiens	interferon induced protein with tetratricopeptide repeats 2(IFIT2)
80324	PUS1	Homo sapiens	pseudouridylate synthase 1(PUS1)
2101	ESRRA	Homo sapiens	estrogen related receptor alpha(ESRRA)
55367	PIDD1	Homo sapiens	p53-induced death domain protein 1(PIDD1)
80323	CCDC68	Homo sapiens	coiled-coil domain containing 68(CCDC68)
93627	TBCK	Homo sapiens	TBC1 domain containing kinase(TBCK)
4781	NFIB	Homo sapiens	nuclear factor I B(NFIB)
4782	nfic	Homo sapiens	nuclear factor I C(NFIC)
4783	NFIL3	Homo sapiens	nuclear factor, interleukin 3 regulated(NFIL3)
80308	FLAD1	Homo sapiens	flavin adenine dinucleotide synthetase 1(FLAD1)
80307	FER1L4	Homo sapiens	fer-1 like family member 4, pseudogene(FER1L4)
80311	KLHL15	Homo sapiens	kelch like family member 15(KLHL15)
2118	ETV4	Homo sapiens	ETS variant 4(ETV4)
2117	ETV3	Homo sapiens	ETS variant 3(ETV3)
114780	PKD1L2	Homo sapiens	polycystin 1 like 2 (gene/pseudogene)(PKD1L2)
114781	BTBD9	Homo sapiens	BTB domain containing 9(BTBD9)
80315	CPEB4	Homo sapiens	cytoplasmic polyadenylation element binding protein 4(CPEB4)
2114	ETS2	Homo sapiens	ETS proto-oncogene 2, transcription factor(ETS2)
80314	EPC1	Homo sapiens	enhancer of polycomb homolog 1(EPC1)
114783	lmtk3	Homo sapiens	lemur tyrosine kinase 3(LMTK3)
2113	ETS1	Homo sapiens	ETS proto-oncogene 1, transcription factor(ETS1)
3444	IFNA7	Homo sapiens	interferon alpha 7(IFNA7)
143279	HECTD2	Homo sapiens	HECT domain E3 ubiquitin protein ligase 2(HECTD2)
80312	TET1	Homo sapiens	tet methylcytosine dioxygenase 1(TET1)
4774	NFIA	Homo sapiens	nuclear factor I A(NFIA)
4775	NFATC3	Homo sapiens	nuclear factor of activated T-cells 3(NFATC3)
4776	NFATC4	Homo sapiens	nuclear factor of activated T-cells 4(NFATC4)
113451	AZIN2	Homo sapiens	antizyme inhibitor 2(AZIN2)
4778	NFE2	Homo sapiens	nuclear factor, erythroid 2(NFE2)
66035	SLC2A11	Homo sapiens	solute carrier family 2 member 11(SLC2A11)
66036	MTMR9	Homo sapiens	myotubularin related protein 9(MTMR9)
4790	NFKB1	Homo sapiens	nuclear factor kappa B subunit 1(NFKB1)
4792	NFKBIA	Homo sapiens	NFKB inhibitor alpha(NFKBIA)
4794	NFKBIE	Homo sapiens	NFKB inhibitor epsilon(NFKBIE)
4795	NFKBIL1	Homo sapiens	NFKB inhibitor like 1(NFKBIL1)
2131	EXT1	Homo sapiens	exostosin glycosyltransferase 1(EXT1)
80339	PNPLA3	Homo sapiens	patatin like phospholipase domain containing 3(PNPLA3)
3460	IFNGR2	Homo sapiens	interferon gamma receptor 2 (interferon gamma transducer 1)(IFNGR2)
81669	CCNL2	Homo sapiens	cyclin L2(CCNL2)
114769	CARD16	Homo sapiens	caspase recruitment domain family member 16(CARD16)
55388	MCM10	Homo sapiens	minichromosome maintenance 10 replication initiation factor(MCM10)
80344	DCAF11	Homo sapiens	DDB1 and CUL4 associated factor 11(DCAF11)
80343	SEL1L2	Homo sapiens	SEL1L2 ERAD E3 ligase adaptor subunit(SEL1L2)
3459	IFNGR1	Homo sapiens	interferon gamma receptor 1(IFNGR1)
3458	IFNG	Homo sapiens	interferon gamma(IFNG)
80341	BPIFB2	Homo sapiens	BPI fold containing family B member 2(BPIFB2)
80347	COASY	Homo sapiens	Coenzyme A synthase(COASY)
2124	EVI2B	Homo sapiens	ecotropic viral integration site 2B(EVI2B)
3455	IFNAR2	Homo sapiens	interferon alpha and beta receptor subunit 2(IFNAR2)
80346	REEP4	Homo sapiens	receptor accessory protein 4(REEP4)
80345	ZSCAN16	Homo sapiens	zinc finger and SCAN domain containing 16(ZSCAN16)
93649	MYOCD	Homo sapiens	myocardin(MYOCD)
81671	VMP1	Homo sapiens	vacuole membrane protein 1(VMP1)
93643	TJAP1	Homo sapiens	tight junction associated protein 1(TJAP1)
3475	IFRD1	Homo sapiens	interferon related developmental regulator 1(IFRD1)
407040	MIR34A	Homo sapiens	microRNA 34a(MIR34A)
2140	EYA3	Homo sapiens	EYA transcriptional coactivator and phosphatase 3(EYA3)
114757	CYGB	Homo sapiens	cytoglobin(CYGB)
80332	ADAM33	Homo sapiens	ADAM metallopeptidase domain 33(ADAM33)
2139	EYA2	Homo sapiens	EYA transcriptional coactivator and phosphatase 2(EYA2)
80331	DNAJC5	Homo sapiens	DnaJ heat shock protein family (Hsp40) member C5(DNAJC5)
54069	MIS18A	Homo sapiens	MIS18 kinetochore protein A(MIS18A)
162427	FAM134C	Homo sapiens	family with sequence similarity 134 member C(FAM134C)
2155	F7	Homo sapiens	coagulation factor VII(F7)
3486	IGFBP3	Homo sapiens	insulin like growth factor binding protein 3(IGFBP3)
3485	IGFBP2	Homo sapiens	insulin like growth factor binding protein 2(IGFBP2)
2152	F3	Homo sapiens	coagulation factor III, tissue factor(F3)
2151	f2rl2	Homo sapiens	coagulation factor II thrombin receptor like 2(F2RL2)
2150	F2RL1	Homo sapiens	F2R like trypsin receptor 1(F2RL1)
3480	IGF1R	Homo sapiens	insulin like growth factor 1 receptor(IGF1R)
203068	TUBB	Homo sapiens	tubulin beta class I(TUBB)
2146	EZH2	Homo sapiens	enhancer of zeste 2 polycomb repressive complex 2 subunit(EZH2)
3476	IGBP1	Homo sapiens	immunoglobulin (CD79A) binding protein 1(IGBP1)
162417	NAGS	Homo sapiens	N-acetylglutamate synthase(NAGS)
2166	FAAH	Homo sapiens	fatty acid amide hydrolase(FAAH)
125476	INO80C	Homo sapiens	INO80 complex subunit C(INO80C)
2161	F12	Homo sapiens	coagulation factor XII(F12)
3491	CYR61	Homo sapiens	cysteine rich angiogenic inducer 61(CYR61)
199713	NLRP7	Homo sapiens	NLR family pyrin domain containing 7(NLRP7)
2159	F10	Homo sapiens	coagulation factor X(F10)
3489	IGFBP6	Homo sapiens	insulin like growth factor binding protein 6(IGFBP6)
2157	F8	Homo sapiens	coagulation factor VIII(F8)
2177	FANCD2	Homo sapiens	Fanconi anemia complementation group D2(FANCD2)
2175	FANCA	Homo sapiens	Fanconi anemia complementation group A(FANCA)
2173	FABP7	Homo sapiens	fatty acid binding protein 7(FABP7)
126792	B3GALT6	Homo sapiens	beta-1,3-galactosyltransferase 6(B3GALT6)
2172	FABP6	Homo sapiens	fatty acid binding protein 6(FABP6)
2171	FABP5	Homo sapiens	fatty acid binding protein 5(FABP5)
29089	UBE2T	Homo sapiens	ubiquitin conjugating enzyme E2 T(UBE2T)
100303755	Pet117	Homo sapiens	PET117 homolog(PET117)
29088	MRPL15	Homo sapiens	mitochondrial ribosomal protein L15(MRPL15)
126789	PUSL1	Homo sapiens	pseudouridylate synthase-like 1(PUSL1)
2167	FABP4	Homo sapiens	fatty acid binding protein 4(FABP4)
29080	CCDC59	Homo sapiens	coiled-coil domain containing 59(CCDC59)
137492	VPS37A	Homo sapiens	VPS37A, ESCRT-I subunit(VPS37A)
29085	PHPT1	Homo sapiens	phosphohistidine phosphatase 1(PHPT1)
2180	ACSL1	Homo sapiens	acyl-CoA synthetase long-chain family member 1(ACSL1)
2188	Fancf	Homo sapiens	Fanconi anemia complementation group F(FANCF)
148156	ZNF558	Homo sapiens	zinc finger protein 558(ZNF558)
2187	FANCB	Homo sapiens	Fanconi anemia complementation group B(FANCB)
2184	FAH	Homo sapiens	fumarylacetoacetate hydrolase(FAH)
2182	ACSL4	Homo sapiens	acyl-CoA synthetase long-chain family member 4(ACSL4)
2181	ACSL3	Homo sapiens	acyl-CoA synthetase long-chain family member 3(ACSL3)
29099	COMMD9	Homo sapiens	COMM domain containing 9(COMMD9)
2178	FANCE	Homo sapiens	Fanconi anemia complementation group E(FANCE)
29093	MRPL22	Homo sapiens	mitochondrial ribosomal protein L22(MRPL22)
150465	TTL	Homo sapiens	tubulin tyrosine ligase(TTL)
29091	STXBP6	Homo sapiens	syntaxin binding protein 6(STXBP6)
255967	PAN3	Homo sapiens	PAN3 poly(A) specific ribonuclease subunit(PAN3)
29095	ORMDL2	Homo sapiens	ORMDL sphingolipid biosynthesis regulator 2(ORMDL2)
2191	FAP	Homo sapiens	fibroblast activation protein alpha(FAP)
30062	RAX	Homo sapiens	retina and anterior neural fold homeobox(RAX)
2196	FAT2	Homo sapiens	FAT atypical cadherin 2(FAT2)
2195	FAT1	Homo sapiens	FAT atypical cadherin 1(FAT1)
2193	FARSA	Homo sapiens	phenylalanyl-tRNA synthetase alpha subunit(FARSA)
2192	FBLN1	Homo sapiens	fibulin 1(FBLN1)
29066	ZC3H7A	Homo sapiens	zinc finger CCCH-type containing 7A(ZC3H7A)
2189	FANCG	Homo sapiens	Fanconi anemia complementation group G(FANCG)
56616	DIABLO	Homo sapiens	diablo IAP-binding mitochondrial protein(DIABLO)
29062	WDR91	Homo sapiens	WD repeat domain 91(WDR91)
163702	IFNLR1	Homo sapiens	interferon lambda receptor 1(IFNLR1)
149420	PDIK1L	Homo sapiens	PDLIM1 interacting kinase 1 like(PDIK1L)
29079	MED4	Homo sapiens	mediator complex subunit 4(MED4)
29078	NDUFAF4	Homo sapiens	NADH:ubiquinone oxidoreductase complex assembly factor 4(NDUFAF4)
29074	MRPL18	Homo sapiens	mitochondrial ribosomal protein L18(MRPL18)
192286	HIGD2A	Homo sapiens	HIG1 hypoxia inducible domain family member 2A(HIGD2A)
9601	PDIA4	Homo sapiens	protein disulfide isomerase family A member 4(PDIA4)
9600	PITPNM1	Homo sapiens	phosphatidylinositol transfer protein membrane associated 1(PITPNM1)
55304	SPTLC3	Homo sapiens	serine palmitoyltransferase long chain base subunit 3(SPTLC3)
151742	PPM1L	Homo sapiens	protein phosphatase, Mg2+/Mn2+ dependent 1L(PPM1L)
55301	OLAH	Homo sapiens	oleoyl-ACP hydrolase(OLAH)
9611	NCOR1	Homo sapiens	nuclear receptor corepressor 1(NCOR1)
55311	ZNF444	Homo sapiens	zinc finger protein 444(ZNF444)
55313	CPPED1	Homo sapiens	calcineurin like phosphoesterase domain containing 1(CPPED1)
125488	TTC39C	Homo sapiens	tetratricopeptide repeat domain 39C(TTC39C)
9603	nfe2l3	Homo sapiens	nuclear factor, erythroid 2 like 3(NFE2L3)
56649	TMPRSS4	Homo sapiens	transmembrane protease, serine 4(TMPRSS4)
9622	KLK4	Homo sapiens	kallikrein related peptidase 4(KLK4)
24137	KIF4A	Homo sapiens	kinesin family member 4A(KIF4A)
24138	IFIT5	Homo sapiens	interferon induced protein with tetratricopeptide repeats 5(IFIT5)
24139	EML2	Homo sapiens	echinoderm microtubule associated protein like 2(EML2)
51762	RAB8B	Homo sapiens	RAB8B, member RAS oncogene family(RAB8B)
9616	RNF7	Homo sapiens	ring finger protein 7(RNF7)
51763	INPP5K	Homo sapiens	inositol polyphosphate-5-phosphatase K(INPP5K)
51765	STK26	Homo sapiens	serine/threonine protein kinase 26(STK26)
9615	GDA	Homo sapiens	guanine deaminase(GDA)
9618	TRAF4	Homo sapiens	TNF receptor associated factor 4(TRAF4)
9619	ABCG1	Homo sapiens	ATP binding cassette subfamily G member 1(ABCG1)
9631	NUP155	Homo sapiens	nucleoporin 155(NUP155)
8303	SNN	Homo sapiens	stannin(SNN)
200879	LIPH	Homo sapiens	lipase H(LIPH)
9632	SEC24C	Homo sapiens	SEC24 homolog C, COPII coat complex component(SEC24C)
9633	TESMIN	Homo sapiens	testis expressed metallothionein like protein(TESMIN)
119504	ANAPC16	Homo sapiens	anaphase promoting complex subunit 16(ANAPC16)
24148	PRPF6	Homo sapiens	pre-mRNA processing factor 6(PRPF6)
24140	FTSJ1	Homo sapiens	FtsJ RNA methyltransferase homolog 1 (E. coli)(FTSJ1)
24141	LAMP5	Homo sapiens	lysosomal associated membrane protein family member 5(LAMP5)
199675	MCEMP1	Homo sapiens	mast cell expressed membrane protein 1(MCEMP1)
9625	AATK	Homo sapiens	apoptosis associated tyrosine kinase(AATK)
51776	ZAK	Homo sapiens	sterile alpha motif and leucine zipper containing kinase AZK(ZAK)
51778	MYOZ2	Homo sapiens	myozenin 2(MYOZ2)
9641	IKBKE	Homo sapiens	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon(IKBKE)
124093	CCDC78	Homo sapiens	coiled-coil domain containing 78(CCDC78)
440434	LOC440434	Homo sapiens	aminopeptidase puromycin sensitive pseudogene(LOC440434)
9638	FEZ1	Homo sapiens	fasciculation and elongation protein zeta 1(FEZ1)
9639	ARHGEF10	Homo sapiens	Rho guanine nucleotide exchange factor 10(ARHGEF10)
9636	ISG15	Homo sapiens	ISG15 ubiquitin-like modifier(ISG15)
9637	FEZ2	Homo sapiens	fasciculation and elongation protein zeta 2(FEZ2)
8309	ACOX2	Homo sapiens	acyl-CoA oxidase 2(ACOX2)
8322	FZD4	Homo sapiens	frizzled class receptor 4(FZD4)
9653	HS2ST1	Homo sapiens	heparan sulfate 2-O-sulfotransferase 1(HS2ST1)
9650	MTFR1	Homo sapiens	mitochondrial fission regulator 1(MTFR1)
8320	EOMES	Homo sapiens	eomesodermin(EOMES)
9651	PLCH2	Homo sapiens	phospholipase C eta 2(PLCH2)
8326	FZD9	Homo sapiens	frizzled class receptor 9(FZD9)
200894	ARL13B	Homo sapiens	ADP ribosylation factor like GTPase 13B(ARL13B)
157807	CLVS1	Homo sapiens	clavesin 1(CLVS1)
338811	FAM19A2	Homo sapiens	family with sequence similarity 19 member A2, C-C motif chemokine like(FAM19A2)
144501	KRT80	Homo sapiens	keratin 80(KRT80)
8318	CDC45	Homo sapiens	cell division cycle 45(CDC45)
9647	PPM1F	Homo sapiens	protein phosphatase, Mg2+/Mn2+ dependent 1F(PPM1F)
8332	hist1h2al	Homo sapiens	histone cluster 1 H2A family member l(HIST1H2AL)
8330	Hist1h2ak	Homo sapiens	histone cluster 1 H2A family member k(HIST1H2AK)
7001	PRDX2	Homo sapiens	peroxiredoxin 2(PRDX2)
7004	TEAD4	Homo sapiens	TEA domain transcription factor 4(TEAD4)
8336	hist1h2am	Homo sapiens	histone cluster 1 H2A family member m(HIST1H2AM)
8334	Hist1h2ac	Homo sapiens	histone cluster 1 H2A family member c(HIST1H2AC)
8335	Hist1h2ab	Homo sapiens	histone cluster 1 H2A family member b(HIST1H2AB)
119559	SFXN4	Homo sapiens	sideroflexin 4(SFXN4)
100132285	KIR2DS2	Homo sapiens	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2(KIR2DS2)
137392	FAM92A	Homo sapiens	family with sequence similarity 92 member A(FAM92A)
150356	CHADL	Homo sapiens	chondroadherin like(CHADL)
9658	znf516	Homo sapiens	zinc finger protein 516(ZNF516)
8328	GFI1B	Homo sapiens	growth factor independent 1B transcriptional repressor(GFI1B)
9659	PDE4DIP	Homo sapiens	phosphodiesterase 4D interacting protein(PDE4DIP)
7011	TEP1	Homo sapiens	telomerase associated protein 1(TEP1)
7010	TEK	Homo sapiens	TEK receptor tyrosine kinase(TEK)
8344	Hist1h2be	Homo sapiens	histone cluster 1 H2B family member e(HIST1H2BE)
9675	TTI1	Homo sapiens	TELO2 interacting protein 1(TTI1)
8341	Hist1h2bn	Homo sapiens	histone cluster 1 H2B family member n(HIST1H2BN)
9672	SDC3	Homo sapiens	syndecan 3(SDC3)
8342	hist1h2bm	Homo sapiens	histone cluster 1 H2B family member m(HIST1H2BM)
7015	TERT	Homo sapiens	telomerase reverse transcriptase(TERT)
8347	HIST1H2BC	Homo sapiens	histone cluster 1 H2B family member c(HIST1H2BC)
9678	PHF14	Homo sapiens	PHD finger protein 14(PHF14)
8348	hist1h2bo	Homo sapiens	histone cluster 1 H2B family member o(HIST1H2BO)
9679	FAM53B	Homo sapiens	family with sequence similarity 53 member B(FAM53B)
8345	Hist1h2bh	Homo sapiens	histone cluster 1 H2B family member h(HIST1H2BH)
9677	PPIP5K1	Homo sapiens	diphosphoinositol pentakisphosphate kinase 1(PPIP5K1)
119548	PNLIPRP3	Homo sapiens	pancreatic lipase related protein 3(PNLIPRP3)
161003	STOML3	Homo sapiens	stomatin like 3(STOML3)
9670	IPO13	Homo sapiens	importin 13(IPO13)
8340	Hist1h2bl	Homo sapiens	histone cluster 1 H2B family member l(HIST1H2BL)
50486	G0S2	Homo sapiens	G0/G1 switch 2(G0S2)
26762	HAVCR1	Homo sapiens	hepatitis A virus cellular receptor 1(HAVCR1)
50485	SMARCAL1	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1(SMARCAL1)
150368	FAM109B	Homo sapiens	family with sequence similarity 109 member B(FAM109B)
150365	MEI1	Homo sapiens	meiotic double-stranded break formation protein 1(MEI1)
50489	CD207	Homo sapiens	CD207 molecule(CD207)
7022	TFAP2C	Homo sapiens	transcription factor AP-2 gamma(TFAP2C)
8354	Hist1h3i	Homo sapiens	histone cluster 1 H3 family member i(HIST1H3I)
9685	CLINT1	Homo sapiens	clathrin interactor 1(CLINT1)
9686	VGLL4	Homo sapiens	vestigial like family member 4(VGLL4)
374403	TBC1D10C	Homo sapiens	TBC1 domain family member 10C(TBC1D10C)
9683	N4BP1	Homo sapiens	NEDD4 binding protein 1(N4BP1)
7023	TFAP4	Homo sapiens	transcription factor AP-4(TFAP4)
8353	HIST1H3E	Homo sapiens	histone cluster 1 H3 family member e(HIST1H3E)
9684	LRRC14	Homo sapiens	leucine rich repeat containing 14(LRRC14)
7026	NR2F2	Homo sapiens	nuclear receptor subfamily 2 group F member 2(NR2F2)
7025	NR2F1	Homo sapiens	nuclear receptor subfamily 2 group F member 1(NR2F1)
9687	GREB1	Homo sapiens	growth regulation by estrogen in breast cancer 1(GREB1)
7027	TFDP1	Homo sapiens	transcription factor Dp-1(TFDP1)
9688	NUP93	Homo sapiens	nucleoporin 93(NUP93)
222236	NAPEPLD	Homo sapiens	N-acyl phosphatidylethanolamine phospholipase D(NAPEPLD)
9682	KDM4A	Homo sapiens	lysine demethylase 4A(KDM4A)
374407	DNAJB13	Homo sapiens	DnaJ heat shock protein family (Hsp40) member B13(DNAJB13)
7020	TFAP2A	Homo sapiens	transcription factor AP-2 alpha(TFAP2A)
148066	ZNRF4	Homo sapiens	zinc and ring finger 4(ZNRF4)
7019	TFAM	Homo sapiens	transcription factor A, mitochondrial(TFAM)
7033	TFF3	Homo sapiens	trefoil factor 3(TFF3)
8365	Hist1h4h	Homo sapiens	histone cluster 1 H4 family member h(HIST1H4H)
7032	TFF2	Homo sapiens	trefoil factor 2(TFF2)
7035	TFPI	Homo sapiens	tissue factor pathway inhibitor(TFPI)
8363	Hist1h4j	Homo sapiens	histone cluster 1 H4 family member j(HIST1H4J)
9695	EDEM1	Homo sapiens	ER degradation enhancing alpha-mannosidase like protein 1(EDEM1)
7036	TFR2	Homo sapiens	transferrin receptor 2(TFR2)
9698	PUM1	Homo sapiens	pumilio RNA binding family member 1(PUM1)
7038	TG	Homo sapiens	thyroglobulin(TG)
8368	hist1h4l	Homo sapiens	histone cluster 1 H4 family member l(HIST1H4L)
9699	RIMS2	Homo sapiens	regulating synaptic membrane exocytosis 2(RIMS2)
222223	KIAA1324L	Homo sapiens	KIAA1324 like(KIAA1324L)
7031	tff1	Homo sapiens	trefoil factor 1(TFF1)
87769	GGACT	Homo sapiens	gamma-glutamylamine cyclotransferase(GGACT)
7045	TGFBI	Homo sapiens	transforming growth factor beta induced(TGFBI)
7048	TGFBR2	Homo sapiens	transforming growth factor beta receptor 2(TGFBR2)
7049	TGFBR3	Homo sapiens	transforming growth factor beta receptor 3(TGFBR3)
8379	MAD1L1	Homo sapiens	MAD1 mitotic arrest deficient like 1(MAD1L1)
222256	CDHR3	Homo sapiens	cadherin related family member 3(CDHR3)
55285	RBM41	Homo sapiens	RNA binding motif protein 41(RBM41)
8372	hyal3	Homo sapiens	hyaluronoglucosaminidase 3(HYAL3)
55283	MCOLN3	Homo sapiens	mucolipin 3(MCOLN3)
7042	TGFB2	Homo sapiens	transforming growth factor beta 2(TGFB2)
7041	TGFB1I1	Homo sapiens	transforming growth factor beta 1 induced transcript 1(TGFB1I1)
375757	SWI5	Homo sapiens	SWI5 homologous recombination repair protein(SWI5)
55289	ACOXL	Homo sapiens	acyl-CoA oxidase-like(ACOXL)
81577	GFOD2	Homo sapiens	glucose-fructose oxidoreductase domain containing 2(GFOD2)
79258	MMEL1	Homo sapiens	membrane metalloendopeptidase like 1(MMEL1)
80243	PREX2	Homo sapiens	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2(PREX2)
81579	PLA2G12A	Homo sapiens	phospholipase A2 group XIIA(PLA2G12A)
81575	APOLD1	Homo sapiens	apolipoprotein L domain containing 1(APOLD1)
81570	CLPB	Homo sapiens	ClpB homolog, mitochondrial AAA ATPase chaperonin(CLPB)
7057	THBS1	Homo sapiens	thrombospondin 1(THBS1)
7056	THBD	Homo sapiens	thrombomodulin(THBD)
7059	THBS3	Homo sapiens	thrombospondin 3(THBS3)
7058	THBS2	Homo sapiens	thrombospondin 2(THBS2)
55290	BRF2	Homo sapiens	BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit(BRF2)
7051	TGM1	Homo sapiens	transglutaminase 1(TGM1)
81559	TRIM11	Homo sapiens	tripartite motif containing 11(TRIM11)
285848	PNPLA1	Homo sapiens	patatin like phospholipase domain containing 1(PNPLA1)
143241	DYDC1	Homo sapiens	DPY30 domain containing 1(DYDC1)
375748	ERCC6L2	Homo sapiens	ERCC excision repair 6 like 2(ERCC6L2)
7052	TGM2	Homo sapiens	transglutaminase 2(TGM2)
8382	NME5	Homo sapiens	NME/NM23 family member 5(NME5)
55299	BRIX1	Homo sapiens	BRX1, biogenesis of ribosomes(BRIX1)
80233	FAAP100	Homo sapiens	Fanconi anemia core complex associated protein 100(FAAP100)
55298	RNF121	Homo sapiens	ring finger protein 121(RNF121)
81562	LMAN2L	Homo sapiens	lectin, mannose binding 2 like(LMAN2L)
80237	ELL3	Homo sapiens	elongation factor for RNA polymerase II 3(ELL3)
80235	PIGZ	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class Z(PIGZ)
81565	NDEL1	Homo sapiens	nudE neurodevelopment protein 1 like 1(NDEL1)
7068	THRB	Homo sapiens	thyroid hormone receptor beta(THRB)
8396	PIP4K2B	Homo sapiens	phosphatidylinositol-5-phosphate 4-kinase type 2 beta(PIP4K2B)
7067	THRA	Homo sapiens	thyroid hormone receptor, alpha(THRA)
8390	OR1G1	Homo sapiens	olfactory receptor family 1 subfamily G member 1(OR1G1)
285855	RPL7L1	Homo sapiens	ribosomal protein L7 like 1(RPL7L1)
7060	THBS4	Homo sapiens	thrombospondin 4(THBS4)
92241	RCSD1	Homo sapiens	RCSD domain containing 1(RCSD1)
8395	PIP5K1B	Homo sapiens	phosphatidylinositol-4-phosphate 5-kinase type 1 beta(PIP5K1B)
7064	THOP1	Homo sapiens	thimet oligopeptidase 1(THOP1)
8392	OR3A3	Homo sapiens	olfactory receptor family 3 subfamily A member 3(OR3A3)
387755	INSC	Homo sapiens	inscuteable homolog (Drosophila)(INSC)
144577	c12orf66	Homo sapiens	chromosome 12 open reading frame 66(C12orf66)
51702	PADI3	Homo sapiens	peptidyl arginine deiminase 3(PADI3)
80263	TRIM45	Homo sapiens	tripartite motif containing 45(TRIM45)
80262	c16orf70	Homo sapiens	chromosome 16 open reading frame 70(C16orf70)
51704	GPRC5B	Homo sapiens	G protein-coupled receptor class C group 5 member B(GPRC5B)
51703	ACSL5	Homo sapiens	acyl-CoA synthetase long-chain family member 5(ACSL5)
51706	CYB5R1	Homo sapiens	cytochrome b5 reductase 1(CYB5R1)
7077	TIMP2	Homo sapiens	TIMP metallopeptidase inhibitor 2(TIMP2)
7076	TIMP1	Homo sapiens	TIMP metallopeptidase inhibitor 1(TIMP1)
7078	TIMP3	Homo sapiens	TIMP metallopeptidase inhibitor 3(TIMP3)
7071	KLF10	Homo sapiens	Kruppel like factor 10(KLF10)
7070	THY1	Homo sapiens	Thy-1 cell surface antigen(THY1)
7073	TIAL1	Homo sapiens	TIA1 cytotoxic granule associated RNA binding protein like 1(TIAL1)
7072	TIA1	Homo sapiens	TIA1 cytotoxic granule associated RNA binding protein(TIA1)
7075	TIE1	Homo sapiens	tyrosine kinase with immunoglobulin like and EGF like domains 1(TIE1)
7074	TIAM1	Homo sapiens	T-cell lymphoma invasion and metastasis 1(TIAM1)
80254	CEP63	Homo sapiens	centrosomal protein 63(CEP63)
168537	GIMAP7	Homo sapiens	GTPase, IMAP family member 7(GIMAP7)
645745	MT1HL1	Homo sapiens	metallothionein 1H-like 1(MT1HL1)
51715	RAB23	Homo sapiens	RAB23, member RAS oncogene family(RAB23)
7088	TLE1	Homo sapiens	transducin like enhancer of split 1(TLE1)
7087	ICAM5	Homo sapiens	intercellular adhesion molecule 5(ICAM5)
7089	TLE2	Homo sapiens	transducin like enhancer of split 2(TLE2)
7082	TJP1	Homo sapiens	tight junction protein 1(TJP1)
7084	TK2	Homo sapiens	thymidine kinase 2, mitochondrial(TK2)
7083	TK1	Homo sapiens	thymidine kinase 1(TK1)
7086	TKT	Homo sapiens	transketolase(TKT)
283209	PGM2L1	Homo sapiens	phosphoglucomutase 2 like 1(PGM2L1)
283208	P4HA3	Homo sapiens	prolyl 4-hydroxylase subunit alpha 3(P4HA3)
51720	UIMC1	Homo sapiens	ubiquitin interaction motif containing 1(UIMC1)
4801	NFYB	Homo sapiens	nuclear transcription factor Y subunit beta(NFYB)
51726	DNAJB11	Homo sapiens	DnaJ heat shock protein family (Hsp40) member B11(DNAJB11)
51728	POLR3K	Homo sapiens	RNA polymerase III subunit K(POLR3K)
7099	TLR4	Homo sapiens	toll like receptor 4(TLR4)
51727	CMPK1	Homo sapiens	cytidine/uridine monophosphate kinase 1(CMPK1)
7098	TLR3	Homo sapiens	toll like receptor 3(TLR3)
92255	LMBRD2	Homo sapiens	LMBR1 domain containing 2(LMBRD2)
7091	TLE4	Homo sapiens	transducin like enhancer of split 4(TLE4)
7092	TLL1	Homo sapiens	tolloid like 1(TLL1)
7095	SEC62	Homo sapiens	SEC62 homolog, preprotein translocation factor(SEC62)
7094	TLN1	Homo sapiens	talin 1(TLN1)
100507650	RNF212B	Homo sapiens	ring finger protein 212B(RNF212B)
7096	TLR1	Homo sapiens	toll like receptor 1(TLR1)
4815	NINJ2	Homo sapiens	ninjurin 2(NINJ2)
