source	target	w
LAPTM5	TOM1L2	0.034926
LAPTM5	HUWE1	0.019031
LAPTM5	SMURF2	0.01175
LAPTM5	EPS15	0.011269
LAPTM5	HEYL	0.0007114
LAPTM5	HEY1	0.0015426
LAPTM5	TNFAIP3	0.065853
LAPTM5	NEDD4L	0.0026327
PHACTR1	PPP1CA	0.0013821
NCALD	TUBB	0.019588
SYTL4	RAB27B	0.00066074
SYTL4	RAB3A	0.017497
SYTL4	RAB8A	0.00016031
SYTL4	STXBP1	0.0027147
GUCY1A3	STUB1	0.0022573
WTAP	CPNE1	0.035764
KPNA5	ANP32A	0.039551
KPNA5	CDKN1B	0.037985
AP1S2	AP1G1	0.0055366
GGTLC1	MYOC	0.0057182
PPFIBP1	YWHAG	2.4259e-05
PPFIBP1	PPFIA2	0.0009885
PPFIBP1	S100A4	0.052848
PPFIBP1	PTPRM	0.056983
CD47	PTK2	0.00017759
CD47	ITGAV	0.027139
CD47	EPB42	0.00060673
CD47	SIRPA	0.00051445
CD47	THBS1	0.0054581
CD47	FAS	0.0011327
FRYL	HOMER3	0.00078547
KCNJ15	IL16	0.009327
NDFIP1	NEDD4	0.050528
NUDT3	RPL8	0.0057915
BAG1	VDR	0.031465
BAG1	PSMD1	0.00537
BAG1	STUB1	0.0096003
BAG1	RAF1	1.204e-05
BAG1	RB1	0.017822
BAG1	NR3C1	0.026368
BAG1	HBEGF	0.057805
BAG1	PPP1R15A	0.04678
SIRT1	TP53	0.0041171
SIRT1	HNF4A	0.043528
SIRT1	RELA	0.001372
SIRT1	NR1H2	0.0065777
SIRT1	HEY2	0.0038958
SIRT1	FOXO3	0.00086919
SIRT1	HIC1	0.0045925
SIRT1	PPARGC1A	0.043445
SIRT1	FOXO1	0.078554
AIF1	LCP1	0.217
IL4R	SHC1	0.00098424
IL4R	JAK3	0.001258
IL4R	CD40	0.036059
IL4R	PTPN6	0.010539
IL4R	STAT6	0.00010789
IL4R	FES	0.12496
IL4R	IRS2	0.033995
IL4R	NCF1	0.048908
IL4R	PRKCZ	0.00078811
IL4R	JAK2	0.027279
REPS2	RELA	4.1982e-05
REPS2	EPS15	0.0081233
REPS2	PXN	0.0059174
REPS2	RALB	0.0036585
REPS2	ASAP1	0.006092
FRAT1	DVL1	0.00032713
FRAT1	GSK3B	0.017186
PLXNA2	UBAP2L	0.00068535
PLXNA2	HACE1	0.023708
NFKBIA	HOXB7	0.02569
NFKBIA	HSPB1	0.0016186
NFKBIA	HDAC1	0.10348
NFKBIA	TNFSF11	0.020854
NFKBIA	IKBKE	0.019717
NFKBIA	MCM5	0.010385
NFKBIA	NKIRAS2	0.0002798
NFKBIA	MCM7	0.010166
NFKBIA	SLC25A5	0.032123
NFKBIA	TP53	0.037127
NFKBIA	HDAC3	0.015866
NFKBIA	CAPN1	8.4325e-05
NFKBIA	MED19	0.00016268
NFKBIA	SUMO4	0.010282
NFKBIA	CSNK2A1	0.032488
NFKBIA	IKBKG	0.012335
NFKBIA	CDC34	0.0026879
NFKBIA	SRC	0.005448
NFKBIA	VCP	0.0018368
NFKBIA	IKBKAP	0.0044482
NFKBIA	RELA	0.013177
NFKBIA	SLC25A4	0.0027019
NFKBIA	UBE2D3	0.016213
NFKBIA	NFKB1	0.028046
NFKBIA	ARRB2	0.029429
NFKBIA	REL	0.030109
NFKBIA	PIK3R1	0.017172
NFKBIA	MAP3K3	0.10095
NFKBIA	JAK2	0.00012902
NFKBIA	ARRB1	0.060555
SPRY2	CBLC	0.027963
SPRY2	RAF1	8.9151e-05
SPRY2	ADAMTSL4	9.9498e-07
SPRY2	GPRIN2	0.00024587
BMPR2	TUBB	0.00026885
BMPR2	LSM10	0.023022
BMPR2	ARSA	0.059365
BMPR2	BMP4	0.01409
BMPR2	LIMK1	0.0022164
BMPR2	FOXL1	0.018206
BMPR2	TOPBP1	0.0019538
BMPR2	DYNLT1	0.00035814
BMPR2	BMP7	0.020239
BMPR2	CTBP1	0.0030272
BMPR2	RABGGTA	0.014925
BMPR2	PDZRN3	0.0067361
BMPR2	BMPR1A	0.087574
BMPR2	PRKCB	0.020329
BMPR2	TRPC1	0.026201
BMPR2	C4BPA	0.0013066
BMPR2	MAP3K8	0.0079706
BMPR2	CRYAB	0.041079
BMPR2	BMP2	0.049562
KLRG1	LEPROTL1	0.10845
PPP6C	NFKBIE	0.029482
PPP6C	IGBP1	0.0025279
CLASP2	CLIP1	0.03764
CLASP2	CLIP2	0.0015063
CLASP2	MAPRE2	0.041523
CLASP2	FEZ1	0.076668
PLAUR	MMP12	0.0060759
PLAUR	FAP	0.023902
PLAUR	PLAU	0.054127
PLAUR	SRPX2	0.011101
PLAUR	PFN2	0.0015569
PLAUR	TYK2	0.0011079
PLAUR	ITGAM	0.089098
PLAUR	HCK	0.085276
PLAUR	FYN	0.021425
PIP4K2A	BTK	0.024923
KHDRBS2	YTHDC1	3.9749e-05
RWDD1	DRG1	0.0037845
GNA11	HTR2B	0.019337
GNA11	TSHR	0.013617
GNA11	TBXA2R	0.060564
GNA11	TRPC3	0.054981
GNA11	RGS3	0.029877
GNA11	PTGIR	0.086058
GNA11	EDNRA	0.045726
GNA11	KDR	0.041498
GNA11	ADRB2	0.074949
GNA11	EDNRB	0.08483
LMO4	BRCA1	0.032614
LMO4	LDB1	0.067392
LMO4	DDB1	0.048633
LMO4	RBBP8	0.031446
LMO4	ITSN1	0.021595
LMO4	SMAD9	0.081802
LMO4	LDB2	0.094526
LMO4	TCF21	0.14837
TXK	SRC	0.0069925
TXK	SH2D2A	0.0059744
TXK	YTHDC1	0.032027
TXK	LCP2	0.075871
TXK	FYN	0.096982
RGS13	GNAQ	0.074441
GALNT13	SKIV2L	0.042274
PIK3C2A	EGFR	0.0044102
MYO1C	RRN3	0.075505
MYO1C	BAZ1B	0.021596
PXN	CEACAM1	9.9922e-05
PXN	TUBG1	0.018598
PXN	PAK1	0.0007609
PXN	PTPRH	0.026919
PXN	CASP3	0.011014
PXN	PTK2	0.0025354
PXN	TRIP6	0.002633
PXN	PPP2R5C	0.0097629
PXN	LIMK1	0.013949
PXN	PABPC1	0.025176
PXN	EPHB1	9.465e-05
PXN	RNF5	0.026085
PXN	TUBA8	0.00011822
PXN	GSK3A	0.0057479
PXN	SRC	0.061433
PXN	GIT2	4.6108e-05
PXN	TLN1	0.0026373
PXN	PTEN	0.0011488
PXN	GSK3B	0.00169
PXN	ILK	0.045202
PXN	MAPK8	0.0093944
PXN	MAPK1	0.09241
PXN	VCL	0.035232
PXN	CRK	0.084649
PXN	REPS2	0.0059174
PXN	NCK1	0.066489
PXN	PARVA	0.022976
PXN	ASAP1	0.089879
PXN	ITGA4	0.10647
PXN	PPP2CA	0.00055289
PXN	ITGA6	0.09761
PXN	NEDD9	0.0046119
PXN	FYN	0.094083
PXN	SELE	0.013437
TRAK2	OGT	0.0045741
TRAK2	KCNJ2	0.0041221
IFT88	RPGR	0.050176
CDC42EP5	SEPT7	0.036999
FLT1	PTK2	0.0010645
FLT1	ATR	0.0015513
FLT1	PGF	0.0056641
FLT1	SHC1	2.1112e-07
FLT1	NRP1	0.0045117
FLT1	CRK	0.019216
FLT1	VEGFA	0.013485
FLT1	NCK1	0.0032234
FLT1	PLCG2	0.046535
FLT1	FYN	0.032925
FLT1	KDR	0.05936
STC2	AIFM1	0.040206
STC2	POLR2C	0.04456
STC2	EIF2B3	1.4905e-05
STC2	PPP1R8	0.0017919
STC2	PEBP1	0.040744
STC2	ARRB2	0.003086
HPGDS	HK3	0.016596
RALB	REPS2	0.0036585
PCSK9	LDLR	0.043252
PPP4R4	PPP4C	0.077154
REL	CCNE1	0.025494
REL	PPP4C	0.037812
REL	NKRF	0.0020375
REL	NFKBIE	0.0051647
REL	TBP	0.0024242
REL	RELA	0.044562
REL	SIN3A	0.098391
REL	ELF1	0.018103
REL	SP1	0.015076
REL	GTF2B	0.054419
REL	NFKB1	0.14314
REL	MAPK8	0.077911
REL	NFKBIA	0.030109
REL	MAP3K8	0.060905
SACM1L	COPB2	0.01192
TGFB1I1	HSPB1	0.00065249
TGFB1I1	TRAF4	0.047136
TGFB1I1	SLC6A3	0.018304
TGFB1I1	PTK2	0.0027403
TGFB1I1	UBQLN4	0.0010243
TGFB1I1	GIT2	0.00012017
TGFB1I1	ITGA4	0.009498
TGFB1I1	NR3C1	0.024404
TGFB1I1	TGFBR2	0.0010817
PGM5	UTRN	0.10163
IRF8	TRAF6	0.0028076
IRF8	COPS2	0.0051545
IRF8	SMURF2	0.0041512
IRF8	SPI1	0.066334
IRF8	IRF1	0.064347
MLF1	NRBP1	0.017341
MLF1	GRIK5	0.004545
A2M	TGFBI	0.030524
A2M	PAEP	0.06581
A2M	HSPA5	0.048188
A2M	CTSB	0.0034768
A2M	AMBP	0.043192
A2M	ATF7IP	0.0099879
A2M	LEP	0.016351
A2M	MMP2	0.021558
A2M	B2M	0.033517
A2M	PDGFA	0.031181
A2M	LCAT	0.068165
A2M	PDGFB	0.083486
A2M	IL1B	0.035118
A2M	MYOC	0.083048
NCK1	BLNK	0.00071749
NCK1	EPHB2	0.031714
NCK1	PAK1	0.017977
NCK1	EGFR	0.019958
NCK1	SYNJ2	0.0029826
NCK1	ADAM15	0.012458
NCK1	EIF2B2	0.026122
NCK1	KHDRBS1	0.015385
NCK1	EPHB1	0.007109
NCK1	WAS	0.00025173
NCK1	NTRK2	0.051443
NCK1	WIPF1	0.10599
NCK1	DCC	0.037549
NCK1	CRK	0.08217
NCK1	PXN	0.066489
NCK1	FLT1	0.0032234
NCK1	LCP2	0.032231
NCK1	NEDD9	0.0013284
NCK1	RRAS	0.050724
NCK1	KDR	0.045257
NCK1	CAV2	0.089336
NCK1	NCKAP5	0.037542
RAB11FIP2	RAB25	0.044534
RAB11FIP2	YWHAG	0.010417
RAB11FIP2	RAB11A	0.061517
RAB11FIP2	MYO5B	0.062832
RAB11FIP2	CXCR2	0.021334
PCM1	KRT15	0.020493
PCM1	TTC8	0.011135
PCM1	EPS8	0.0067695
PCM1	CEP72	0.00016984
PCM1	KRT19	0.041688
PCM1	ING5	0.035578
PCM1	KIAA0368	0.14537
C1QC	C1QA	0.36275
C1QC	C1QB	0.4625
C1QC	PTX3	0.014025
CHN1	CDK5	0.017333
CHN1	ACVR1	0.0071592
CHN1	GTF3C1	0.0092319
XCL1	VCAN	0.0064925
PSIP1	CASP3	0.0067625
PSIP1	HCFC1	0.06071
HNRNPU	CR2	0.0099567
HNRNPU	CASP3	0.0058398
HNRNPU	GRIN2D	0.087715
HNRNPU	STAU1	0.0016659
HNRNPU	POU3F4	0.023964
HNRNPU	NDRG1	2.0305e-05
HNRNPU	GTF2H1	0.033713
HNRNPU	NR3C1	0.024225
HNRNPU	NDN	0.028482
ZDHHC3	SMAD1	0.038015
ZDHHC3	UBQLN4	0.043138
CYCS	HSPB1	0.021531
CYCS	RNF7	8.2427e-05
CYCS	CYB5R1	0.0020937
CYCS	UQCRC1	0.0099471
CYCS	CYB5A	2.002e-05
CYCS	AGTPBP1	0.095026
CYCS	COX4I2	0.0020371
CYLD	TRAF7	0.012264
CYLD	TRAIP	0.020231
CYLD	IKBKG	0.0044717
CYLD	TRAF6	0.0037732
LAMB1	ACHE	0.074791
LAMB1	GFI1B	0.020084
BTK	BLNK	3.5853e-06
BTK	IRAK1	0.00013081
BTK	CD19	0.021477
BTK	PIP4K2C	0.080363
BTK	TP53	0.00014692
BTK	IBTK	0.0053473
BTK	DAPP1	0.022432
BTK	KHDRBS1	0.00099207
BTK	TLR9	0.0017128
BTK	GNA12	0.0141
BTK	PIP4K2B	0.0026916
BTK	WAS	0.098433
BTK	PRKD1	0.0037032
BTK	RELA	0.0002922
BTK	PRKCE	0.0136
BTK	GNG2	0.032143
BTK	MYD88	0.11199
BTK	STAT5A	0.081517
BTK	PIP4K2A	0.024923
BTK	PLCG2	0.049642
BTK	WASF2	0.024182
BTK	BMX	0.00048234
BTK	PRKCB	0.17299
BTK	PRKCZ	0.0063992
BTK	PRKCQ	0.08109
BTK	HCK	0.22093
BTK	ITK	0.043677
BTK	GNAQ	0.03381
BTK	KIT	0.0019387
BTK	FAS	0.027675
BTK	TLR4	0.064722
BTK	SH3BP5	0.046845
BTK	PIP5K1B	0.0051629
BTK	TLR8	0.22476
BTK	CAV1	0.038256
TSPAN4	CD81	0.13221
TSPAN4	CLDN11	0.012978
TSPAN4	ITGA6	0.00075935
RBPMS	EYA2	0.039536
RBPMS	TRIP13	0.099423
RBPMS	SMUG1	0.074634
RBPMS	PITX1	0.03747
RBPMS	FASTK	0.013325
RBPMS	ZNF581	0.0078402
RBPMS	CDC23	0.046841
RBPMS	CDC42EP1	0.00018677
RBPMS	PDLIM4	0.032463
RBPMS	HOXB9	0.058373
RBPMS	FAM103A1	0.01308
RBPMS	LRRC41	0.054991
RBPMS	DVL2	0.0012955
RBPMS	CCNK	0.0061832
RBPMS	FXR2	0.033264
RBPMS	GRAP2	1.0692e-05
RBPMS	HEYL	0.069982
RBPMS	ARHGAP9	0.013125
RBPMS	QKI	0.0092433
FOXP1	FOXP4	0.0018672
FOXP1	CTBP1	0.012067
PARVA	ILK	0.046254
PARVA	PXN	0.022976
PRNP	P4HB	1.7e-05
PRNP	CLSTN1	0.042344
PRNP	HSPA5	0.025977
PRNP	ERI3	0.0070496
PRNP	CSNK2B	0.0016985
PRNP	APLP1	0.040779
PRNP	CSNK2A1	0.043043
PRNP	PSMA3	0.036841
PRNP	OPCML	0.0035584
PRNP	NCAM1	7.4111e-05
PRNP	APBB1	0.00014437
PRNP	LSAMP	0.009589
PRNP	DPP6	0.0011925
PRNP	CLU	0.013006
PRNP	SPARCL1	0.06075
PRNP	CAV1	0.055989
GNA13	CDH1	0.016229
GNA13	GNA12	0.013536
GNA13	CDH2	0.009991
GNA13	TSHR	2.6416e-05
GNA13	TBXA2R	0.020676
GNA13	PRKCE	0.0088732
GNA13	S1PR4	0.0033015
GNA13	RGS16	0.043068
GNA13	PRKCB	0.031209
GNA13	RDX	0.0096582
GNA13	EDNRB	0.093988
ARHGAP29	RAP2A	0.013671
JMJD1C	RXRA	0.00012824
JMJD1C	THRB	0.0058941
HMOX1	AKT1	0.00016715
HMOX1	NOS1	0.00037751
TGFB2	APP	0.0027144
TGFB2	ENG	0.075345
TGFB2	PZP	0.015358
TGFB2	TGFBR2	0.19421
TGFB2	CTGF	0.10214
TGFB2	BMP2	0.040219
TGFB2	TGFBR3	0.062283
MLC1	DAPK2	0.042632
VAMP3	BCAP31	0.018051
VAMP3	DDB1	0.023728
VAMP3	STX4	0.094126
VAMP3	STX3	0.015309
PDZRN3	BMPR2	0.0067361
PDZRN3	EFNB2	0.025272
PIK3CA	GRIN2B	1.3724e-06
PIK3CA	TICAM1	0.021627
PIK3CA	MRAS	0.0038942
PIK3CA	APPL1	0.073747
PIK3CA	PIK3R3	0.0072641
PIK3CA	IRS2	0.047353
PIK3CA	PIK3R1	0.0076098
PIK3CA	GNAQ	0.13013
SORBS3	ADAM15	0.037781
SORBS3	DLG5	0.076211
SORBS3	KIAA1217	0.0051596
SORBS3	ZBTB25	0.042117
SORBS3	INPPL1	0.013179
SORBS3	DVL2	0.0016394
SORBS3	ZBED1	0.0024094
SORBS3	MAPK1	0.015361
SORBS3	ADAMTSL4	0.11692
OSTM1	RGS17	0.013162
OSTM1	CLCN7	0.087469
OSTM1	RGS20	0.00041749
GPD1	MDH1	0.00056142
TLR3	RNF216	0.0022676
TLR3	TRAF6	0.040045
TLR3	TICAM1	0.0073088
TLR3	MYD88	0.012662
TLR3	CD14	0.0019489
MGLL	CHGB	0.0045107
RGN	THRA	0.011587
TGM1	MDK	0.075402
TGM1	HSPB1	0.035964
PDE4DIP	GFI1B	0.0019196
PDE4DIP	PDE4D	0.012758
ASAP1	PTK2	0.0002022
ASAP1	PACSIN3	0.088244
ASAP1	SRC	0.00014305
ASAP1	REPS2	0.006092
ASAP1	PXN	0.089879
ASAP1	HCK	0.070899
BCAR3	NEDD9	0.0026617
PRKX	PKIA	0.050633
TMOD2	TPM3	0.070719
SEPT11	SEPT9	0.035212
SEPT11	SEPT7	0.060482
REV3L	MAD2L2	0.080653
REV3L	HDAC4	0.064875
MITF	PIAS3	0.046431
MITF	TFEB	0.001386
MITF	UBE2I	0.00060904
MITF	GSK3B	0.0089561
MITF	MAPK1	0.011084
MITF	SPI1	0.060154
MITF	TFEC	0.089871
MITF	FOS	0.032439
MEOX2	RND2	0.00065908
MEOX2	SAMM50	0.0044299
MEOX2	VIP	0.034275
MEOX2	HSPA2	0.0036604
ALDH2	EIF6	0.049889
ALDH2	UNC119	0.011165
SASH3	SMAD7	0.010869
TRIM16	SETDB1	0.032656
ENPEP	AGT	1.9724e-07
ENPEP	CCK	0.0039486
SPI1	HOXA10	0.013919
SPI1	DNMT3B	0.0644
SPI1	NONO	0.0081338
SPI1	SSRP1	0.011408
SPI1	IRF4	0.013432
SPI1	CEBPE	0.0056164
SPI1	CREBBP	0.004283
SPI1	TBP	0.023315
SPI1	RB1	0.0092192
SPI1	NFKB1	0.040745
SPI1	NFATC1	0.0407
SPI1	ATF1	0.002612
SPI1	IRF8	0.066334
SPI1	MITF	0.060154
SPI1	GATA2	0.086212
SPI1	CEBPB	0.042788
SPI1	CREM	5.4935e-05
SPI1	JUN	0.012984
SPI1	ERG	0.0043202
SPI1	CEBPD	0.0097095
ITGA4	VCAN	0.022575
ITGA4	ADAM28	0.0082989
ITGA4	EED	0.00057274
ITGA4	CD81	3.7923e-05
ITGA4	LPXN	0.08783
ITGA4	PXN	0.10647
ITGA4	TGFB1I1	0.009498
ITGA4	ICAM4	6.6801e-05
ITSN2	MEGF10	0.022921
ITSN2	SYNJ2	0.047323
ITSN2	TBL3	0.047343
ITSN2	NAA38	0.038084
ITSN2	WAS	0.0083854
ITSN2	SEMA6A	0.024775
HIC1	HDAC1	0.093865
HIC1	CTBP1	0.0032123
HIC1	SIRT1	0.0045925
BCL2L2	BIK	0.064929
BCL2L2	BMF	0.072654
BCL2L2	PPP1CA	0.016768
BCL2L2	BCL2L11	0.0055627
MYRIP	MYO7A	0.04648
CREB5	JUN	0.0031032
CHRM1	GNAI2	0.033341
CHRM1	GPRASP1	0.01331
BMPR1A	SMAD1	0.012774
BMPR1A	SF3B4	0.044498
BMPR1A	BMP4	0.00021495
BMPR1A	BMP7	0.0017694
BMPR1A	TGFBRAP1	0.0062998
BMPR1A	BMPR2	0.087574
BMPR1A	BMP5	0.12316
BMPR1A	BMP2	0.041483
INPP5K	ARL6IP1	0.038385
PGR	CCNA2	0.064884
PGR	PIAS3	0.01688
PGR	TRIM24	0.012184
PGR	APEX2	0.033464
PGR	CSNK2A1	0.022769
PGR	DDX54	0.026228
PGR	HMGB2	3.4691e-05
PGR	SRC	0.051494
PGR	XRCC6	0.025084
PGR	RELA	7.0076e-05
PGR	PRMT2	0.12122
PGR	BATF3	0.0046115
PGR	NCOA1	0.11746
PGR	PIAS1	0.082993
PGR	FKBP5	0.020228
PGR	JDP2	0.071842
PGR	KLF9	0.17614
RALGDS	RAP1GAP	0.016386
RALGDS	CNKSR1	0.015751
RALGDS	RAP2A	0.0090886
RALGDS	MRAS	0.029008
RALGDS	ARRB2	0.04674
RALGDS	RAP1A	0.018376
RALGDS	RRAS	0.012966
RALGDS	ARRB1	0.0185
SNX1	EGFR	0.013762
SNX1	VPS35	4.189e-05
SNX1	ACVR2B	0.058436
SNX1	SNX6	0.02528
SNX1	HGS	0.063438
SNX1	LEPR	0.0070434
STX2	SYT4	0.021113
STX2	SNAP25	0.037446
STX2	STXBP1	0.00067171
STX2	UNC13B	0.010537
ITIH3	SPINT2	0.098395
CRY1	TIMELESS	0.040289
CRY1	MDFI	0.00018357
CRY1	PER2	0.028021
DYX1C1	STUB1	0.015465
FGF18	FGFR1	0.011513
TNFSF10	ACP5	0.00025034
TNFSF10	TNFRSF10D	0.0057506
BATF3	CEBPE	0.0077237
BATF3	PGR	0.0046115
BATF3	ATF3	0.0026737
CPAMD8	DPP4	0.0079914
PLCG2	BLNK	0.010982
PLCG2	CD19	0.0010019
PLCG2	NPM1	0.03844
PLCG2	SHC1	0.034477
PLCG2	DAPP1	0.0017562
PLCG2	KHDRBS1	0.045631
PLCG2	BLK	0.00024095
PLCG2	LAT2	0.072914
PLCG2	PRKD1	0.010937
PLCG2	FLT1	0.046535
PLCG2	BTK	0.049642
PLCG2	LCP2	0.21225
PLCG2	GAB1	0.015377
PLCG2	JAK2	0.11813
PLCG2	GAB2	0.15595
PLCG2	HCK	0.079941
PLCG2	ITK	0.15358
PLCG2	FCER1G	0.076012
PLCG2	FYN	0.080801
PLCG2	KDR	0.09458
SECTM1	CD7	0.073875
TBC1D4	TOPBP1	0.011684
TBC1D4	YWHAG	0.0018918
TBC1D4	NAV1	0.010755
SELPLG	VCAN	0.0094613
SELPLG	TPST1	0.035276
SELPLG	MSN	0.032529
SELPLG	TPST2	0.029747
SELPLG	SELL	0.07803
SELPLG	SELP	0.047829
SELPLG	SELE	0.016659
CSPG4	GRIP1	0.029877
CSPG4	PTK2	0.0098933
CSPG4	ATF7IP	0.0039853
CSPG4	GRIP2	0.057208
CSPG4	C1QA	0.0015088
CD58	DNAJA1	0.053619
ETF1	PPP2CA	0.14129
MSX1	MSX2	0.023748
MSX1	PAX9	0.042881
MSX1	TP53	0.0078853
MSX1	LHX2	0.0050268
MSX1	RGS7	0.0023893
MSX1	TAF1	0.034183
MSX1	CREBBP	0.0087663
MSX1	TBP	0.030053
MSX1	TLE1	0.034648
MSX1	SP1	0.00034462
MSX1	AES	0.0054064
MSX1	TLE4	0.0031509
MSX1	PIAS1	0.019454
SERPINB9	GAPDH	0.015833
SERPINB9	SETDB1	0.0097864
SERPINB9	TP53	0.051701
SERPINB9	UNC119	5.5916e-05
SERPINB9	COPS6	0.043425
SERPINB9	XRCC6	0.017842
SERPINB9	TLE1	0.00049203
SERPINB9	ZHX1	0.016217
SERPINB9	CASP4	0.13037
SERPINB9	GBP2	0.085572
SERPINB9	GZMB	0.016043
RNF144B	CDKN1A	0.0048129
ERAP1	TNFRSF1A	1.5589e-05
ERAP1	IL6R	1.6149e-05
EDNRA	EDN3	0.0066265
EDNRA	KAT5	0.048083
EDNRA	GNA11	0.045726
EDNRA	GNAI2	0.10197
EDNRA	EDN1	0.040816
SMARCA2	ACTL6A	1.9287e-07
SMARCA2	BRCA1	0.0007262
SMARCA2	PRPF6	0.056976
SMARCA2	KHDRBS1	0.013101
SMARCA2	PHB	0.00010024
SMARCA2	ACTL6B	1.6085e-05
SMARCA2	MECP2	0.0052059
SMARCA2	NR3C1	0.059518
BTBD3	PLXNB3	0.033065
FEM1B	FAS	0.27958
EIF3M	EIF3F	0.12491
NUAK1	CASP6	0.002358
IL2RB	IL2RA	0.0020795
IL2RB	EIF3B	0.0077889
IL2RB	SHC1	0.0023798
IL2RB	JAK3	0.00077506
IL2RB	STAT5B	0.023852
IL2RB	PTPN6	0.075826
IL2RB	RAF1	0.0083486
IL2RB	STAT5A	0.11251
IL2RB	PIK3R1	0.00051901
IL2RB	IL15RA	0.070149
IL2RB	IL15	0.075002
IL2RB	SOCS3	0.013649
IL2RB	FYN	0.024517
TRIP10	SRC	0.0032262
TRIP10	CREBBP	0.0070789
TRIP10	WAS	0.06029
TRIP10	RXRA	0.068715
TRIP10	RHOQ	0.00046949
TRIP10	THRB	0.0012013
ATP2B4	DLG3	0.044231
ATP2B4	CASK	0.035119
ATP2B4	SRC	0.013678
ATP2B4	DLG2	0.00023311
ATP2B4	NOS1	0.018681
ATP2B4	RASSF1	0.04202
CARD16	RIPK2	0.042679
CARD16	CARD8	0.046433
CARD16	CASP1	0.29159
AGFG1	XPO1	0.083847
AGFG1	RNF216	0.005619
AGFG1	EPS15	0.05815
AGFG1	PKIA	0.083703
PALLD	ACTN1	0.012909
PALLD	ACTN2	0.0073604
PPP2CA	RACGAP1	0.0052049
PPP2CA	TRIP13	0.036583
PPP2CA	EIF4EBP1	0.10651
PPP2CA	GAD1	0.053359
PPP2CA	VDR	0.023498
PPP2CA	MRPS26	0.059064
PPP2CA	TP53	0.011921
PPP2CA	DVL3	0.009225
PPP2CA	PPP2R5C	0.0046588
PPP2CA	CAD	0.13119
PPP2CA	AKT1	0.021242
PPP2CA	PPP1CA	0.10924
PPP2CA	GOLGA2	0.0097531
PPP2CA	IGBP1	0.011104
PPP2CA	TSC2	0.049438
PPP2CA	RHO	0.042891
PPP2CA	STAT5B	0.0037709
PPP2CA	ADCY8	0.00034915
PPP2CA	RELA	0.0012901
PPP2CA	FCAR	2.4742e-05
PPP2CA	PPP2R2A	0.066695
PPP2CA	STRN	0.089108
PPP2CA	NXN	0.0095053
PPP2CA	MAPK1	0.012161
PPP2CA	STAT5A	0.033506
PPP2CA	APC	0.00023938
PPP2CA	PXN	0.00055289
PPP2CA	ETF1	0.14129
PPP2CA	JAK2	0.053571
PPP2CA	RRAS	0.016838
PPP2CA	CXCR2	0.04638
WASF2	PACSIN1	0.016248
WASF2	DOCK1	0.020879
WASF2	BAIAP2	0.0095823
WASF2	BTK	0.024182
WASF2	FYN	0.10539
SLC18A2	CSNK2A1	0.00060025
METAP2	MAPK1	0.02555
METAP2	S100A4	0.031941
RYR2	SMAD5	0.0069701
RYR2	ALB	0.037923
RYR2	CACNA1C	0.15406
RYR2	RYR3	0.06885
RYR2	HOMER1	0.0068567
RYR2	ITPR1	0.034283
RYR2	FKBP1B	0.060478
ODC1	OAZ1	0.00020558
NXF3	XPO1	0.013437
NR2F2	BCL11A	0.020327
NR2F2	HDAC1	0.026366
NR2F2	TRIM24	0.025686
NR2F2	SQSTM1	0.13166
NR2F2	NR2F6	0.011897
NR2F2	MYOD1	0.030082
NR2F2	NR3C1	0.12353
NR2F2	PIAS1	0.10274
HCLS1	CD79A	0.017636
HCLS1	CASP3	0.0013577
HCLS1	HAX1	0.012901
HCLS1	CSNK2A1	0.012559
HCLS1	WAS	0.18604
HCLS1	QKI	0.041436
HCLS1	FGR	0.1977
NR3C1	SFN	0.1402
NR3C1	KPNA2	0.17157
NR3C1	TRIM24	0.011866
NR3C1	CALR	0.031495
NR3C1	GRIP1	0.027927
NR3C1	MED14	0.064886
NR3C1	IDE	0.024814
NR3C1	PRKDC	0.0060816
NR3C1	SMARCA4	0.0038121
NR3C1	IFNGR2	0.059344
NR3C1	TP53	0.00504
NR3C1	COPS6	0.010223
NR3C1	NR2F6	0.0020792
NR3C1	SMARCB1	0.015402
NR3C1	SYT1	0.013475
NR3C1	FKBP4	0.026929
NR3C1	HSP90AA1	0.0084594
NR3C1	PRPF6	0.00012326
NR3C1	SUMO4	0.012666
NR3C1	UBE2I	0.032202
NR3C1	DDX54	0.014939
NR3C1	DAP3	0.0018794
NR3C1	ONECUT1	0.001634
NR3C1	CREBBP	0.0033165
NR3C1	STAT5B	0.0025244
NR3C1	TBP	6.7541e-05
NR3C1	RELA	7.9965e-05
NR3C1	NCOR1	0.016311
NR3C1	RAF1	0.00028414
NR3C1	SLC25A4	0.020619
NR3C1	NFKB1	0.0067402
NR3C1	MAPK8	0.0010387
NR3C1	MAPK1	0.0058179
NR3C1	STAT5A	0.0030419
NR3C1	BAG1	0.026368
NR3C1	TGFB1I1	0.024404
NR3C1	HNRNPU	0.024225
NR3C1	SMARCA2	0.059518
NR3C1	NR2F2	0.12353
NR3C1	NR3C2	0.042756
NR3C1	CEBPB	0.029787
NR3C1	PPARGC1A	0.057247
NR3C1	NCOA1	0.072469
NR3C1	ETS2	0.0090526
NR3C1	PBX1	0.072955
NR3C1	JUN	0.050076
NR3C1	FYN	0.087117
NR3C1	ETS1	0.0443
NR3C1	ZBTB16	0.075398
VIM	CDK1	0.014501
VIM	KIF15	0.010201
VIM	DSP	0.024109
