source	target	weight
TNFAIP3	CCDC50	0.060863
TNFAIP3	LAPTM5	0.083625
ENG	BMP7	0.019854
ENG	TGFBR1	0.00584
ENG	ACVR2A	0.0011298
ENG	TGFBR2	0.23613
ENG	BMP2	0.13652
ENG	TGFBR3	0.13588
CD74	MIF	0.04394
CD74	CD44	0.054332
CD74	CD1D	0.068995
CD74	CTSF	0.020035
CD74	HLA-DQB1	0.16275
CD74	HLA-DMB	0.20932
CD74	HLA-DPB1	0.18244
CD74	HLA-DPA1	0.28141
CD74	HLA-DMA	0.29414
FABP3	VPS28	0.0083277
FABP3	TNNI3K	0.019015
MAN1C1	SMAD9	0.023383
RNASE1	RNH1	0.14351
STAT4	MAP2K6	0.015777
STAT4	IL12RB2	0.0041337
STAT4	MAPK14	7.9962e-06
STAT4	PIAS2	0.030982
STAT4	CREBBP	0.0045128
STAT4	STAT3	0.045756
STAT4	JUN	0.019179
KCNN2	CALM1	0.021516
WNT2	FZD9	0.040052
WNT2	FZD1	0.061533
AKAP13	YWHAZ	0.022891
AKAP13	YWHAG	0.054666
AKAP13	PPARA	0.0027508
AKAP13	ESR1	0.0016831
AKAP13	ESR2	0.030208
AKAP13	RXRB	0.0040608
AKAP13	PRKAR2A	0.0054623
AKAP13	THRA	0.032096
AKAP13	RHOA	0.053965
AKAP13	GNAQ	0.19512
AKAP13	CTNNAL1	0.047143
A2M	PAEP	0.045884
A2M	LEP	0.066994
A2M	NGF	0.01671
A2M	ATF7IP	0.046088
A2M	AMBP	0.00489
A2M	CELA1	0.016053
A2M	KLK2	0.01777
A2M	KLK3	0.011377
A2M	MMP2	0.011065
A2M	LRP1	0.050458
A2M	B2M	0.045267
A2M	PDGFB	0.076006
A2M	ANXA6	0.1047
A2M	LCAT	0.11371
A2M	PDGFA	0.044486
A2M	LYZ	0.026916
A2M	MYOC	0.070195
A2M	CTSE	0.075214
A2M	IL1B	0.041941
CCL18	UNC119	0.0033614
CCL18	TP53	0.00097246
CCL18	CRMP1	0.011464
CCL18	TLE1	0.0099485
CCL18	EEF1A1	0.00189
PEG3	SIAH2	0.03322
PEG3	TRAF2	0.060921
PEG3	USP7	0.0052728
SSTR1	PRMT5	0.10475
SSTR1	SST	0.0029953
SSTR1	CORT	0.01459
SSTR1	SSTR5	0.01036
THRB	TRIP13	0.086531
THRB	ZNHIT3	0.07679
THRB	HDAC2	0.090332
THRB	MED1	0.056562
THRB	TP53	0.0079838
THRB	MECR	0.045797
THRB	PSMC5	0.036002
THRB	CAMK2B	0.065983
THRB	NR2F6	0.033327
THRB	CNOT1	0.03908
THRB	NCOA3	0.011515
THRB	MPG	0.01665
THRB	CTCF	0.016219
THRB	NCOA6	0.010221
THRB	NCOR2	0.0075043
THRB	ESR1	0.011767
THRB	RXRB	0.02666
THRB	TRIP4	0.0086134
THRB	NRBF2	0.012279
THRB	RARA	0.019849
THRB	PRMT2	0.04563
THRB	HMGN3	0.0051949
THRB	BTG1	0.0032685
THRB	NCOR1	0.015552
THRB	RXRG	0.093644
THRB	RXRA	0.032233
THRB	JMJD1C	0.03153
THRB	TRIP12	0.024363
THRB	CCND1	0.013163
THRB	FOXO1	0.058108
THRB	TRIP10	0.061651
THRB	NCOA1	0.087358
THRB	PPARGC1A	0.04431
FYN	CDK1	0.066387
FYN	PTPRZ1	0.011072
FYN	THY1	0.011744
FYN	CD79A	0.013698
FYN	JUP	0.055046
FYN	EPHB3	0.055558
FYN	CD19	0.013365
FYN	MS4A1	0.00075432
FYN	PTPRF	0.041177
FYN	CDK5	0.02212
FYN	STAT1	0.0022379
FYN	TOM1L1	0.054947
FYN	CASP3	0.019732
FYN	SHC1	0.012374
FYN	SPHK1	0.00013048
FYN	PAK2	0.010249
FYN	PTK2	0.037949
FYN	UNC119	0.022772
FYN	ITGB4	0.035815
FYN	PIK3R2	0.05561
FYN	HRAS	0.010745
FYN	ADD2	0.013229
FYN	IRS1	0.0012918
FYN	TRPV4	0.0223
FYN	HSP90AA1	0.061041
FYN	KHDRBS1	0.029322
FYN	SIT1	0.00027367
FYN	CTLA4	0.0035267
FYN	EPHA4	0.0010202
FYN	CTNND2	0.0045124
FYN	CD2AP	0.013935
FYN	ADAM15	0.0040031
FYN	SH2B2	0.014897
FYN	CD79B	0.0030074
FYN	NMT1	0.011782
FYN	CSK	1.6329e-05
FYN	SOS1	0.0085836
FYN	HTR6	0.019661
FYN	EPHA8	0.026793
FYN	FCER2	0.017712
FYN	PTPRA	0.001821
FYN	SPN	0.00067926
FYN	NCAM1	0.0040789
FYN	TNK2	0.022062
FYN	MAPT	0.0026164
FYN	NPHS1	0.014509
FYN	TUBA1B	0.00011689
FYN	HNRNPK	0.0033154
FYN	GRIN2B	0.02135
FYN	PTPN5	0.00074595
FYN	YTHDC1	0.015438
FYN	WAS	0.030219
FYN	SLAMF1	0.026894
FYN	PXN	0.028899
FYN	PRKCE	0.020954
FYN	CD226	0.049499
FYN	DOK1	0.031154
FYN	FYB	0.030128
FYN	SKAP2	0.010776
FYN	ATXN1	0.044245
FYN	WASF2	0.0014733
FYN	PTK2B	0.015694
FYN	TXK	0.041733
FYN	FLT1	0.037027
FYN	PLCG2	0.067292
FYN	ZAP70	0.065531
FYN	PDGFRB	0.054743
FYN	DOK4	0.019911
FYN	PLAUR	0.02353
FYN	CD48	0.061362
FYN	SYK	0.031356
FYN	PTPRE	0.063906
FYN	CD2	0.042497
FYN	FCGR2A	0.0456
FYN	RAF1	0.047058
FYN	IL2RB	0.085229
FYN	CRK	0.044863
FYN	CSF1R	0.033149
FYN	CD44	0.031028
FYN	DOK3	0.053699
FYN	VAV1	0.049032
FYN	EVL	0.039907
FYN	PIK3R1	0.058206
FYN	CNN3	0.054951
FYN	JAK2	0.089697
FYN	PRKCH	0.077066
FYN	LCP2	0.099748
FYN	PRKCD	0.045444
FYN	PTPRC	0.10037
FYN	NR3C1	0.064516
FYN	CD247	0.1113
FYN	MCAM	0.079131
FYN	ITK	0.088826
FYN	NEDD9	0.078169
FYN	ITPR1	0.10788
FYN	KIT	0.028525
FYN	PAG1	0.088976
FYN	CNN1	0.088692
FYN	PRKCQ	0.11579
FYN	TRPC6	0.06576
FYN	FAS	0.086299
FYN	PRKCZ	0.027355
FYN	CSF2RB	0.10274
FYN	CD55	0.028758
FYN	IL7R	0.14001
FYN	PECAM1	0.16271
FYN	KDR	0.087606
FYN	CD36	0.12942
FYN	CAV1	0.10808
NKD2	TGFA	0.020898
REV3L	MAD2L2	0.053659
REV3L	REV1	0.092118
REV3L	HDAC4	0.025493
FPR2	CAMP	0.089389
TIMP2	MMP14	0.0069059
TIMP2	MMP2	0.0030893
TIMP2	ITGA3	0.052748
ARHGEF15	ESRRG	0.0060254
ARHGEF15	EPHA4	0.0039739
ARHGEF15	ESR1	0.0014981
BDNF	CPE	0.0075888
BDNF	NCAM1	0.0047684
BDNF	ESR1	0.016005
BDNF	SORT1	0.037492
BDNF	CADPS2	0.0097432
DES	DSP	0.094145
DES	AURKB	0.102
DES	NEB	0.024384
DES	TRIM7	0.0036799
DES	CAPN1	0.018282
DES	ROCK1	0.017057
DES	SPTAN1	0.12224
DES	SYNM	0.096787
DES	SYNC	0.1061
SELL	PODXL2	0.018831
SELL	CD4	0.11197
SELL	EZR	0.041341
SELL	MSN	0.069183
SELL	SELPLG	0.14428
SELL	CFH	0.071633
SELL	PODXL	0.010845
SELL	SELE	0.072749
INPP1	LIG1	0.10199
DKK3	UBQLN4	0.043193
MYD88	STAP2	0.0095507
MYD88	IRAK1	0.047358
MYD88	FADD	0.012642
MYD88	IL1RAP	0.0028783
MYD88	IRAK4	0.0047233
MYD88	TLR10	0.0014125
MYD88	IRF4	0.012499
MYD88	PELI2	0.00045998
MYD88	FLII	0.086714
MYD88	TLR5	0.038869
MYD88	TLR7	0.12508
MYD88	IL1R1	0.10745
MYD88	IRAK3	0.052591
MYD88	TLR4	0.16393
MYD88	TLR2	0.15137
MYD88	BTK	0.20833
MYD88	TLR8	0.18178
MYD88	TLR3	0.18993
MYD88	IL1RL1	0.11921
SMURF2	FKBP4	0.091132
SMURF2	PPID	0.039201
SMURF2	NRAS	0.024305
SMURF2	RHOD	0.0066715
SMURF2	FLNB	0.009543
SMURF2	TRAF4	0.017227
SMURF2	SMAP1	0.04951
SMURF2	ANAPC5	0.09449
SMURF2	IRF3	0.016119
SMURF2	TRAF2	0.046155
SMURF2	SMAD5	0.0040012
SMURF2	TNPO3	0.008538
SMURF2	RAN	0.012859
SMURF2	EPHA1	0.018489
SMURF2	RNF2	0.025142
SMURF2	SNRNP70	0.035898
SMURF2	ASH2L	0.0016049
SMURF2	RPS27A	0.0089348
SMURF2	TSSK4	0.011119
SMURF2	TGFBR1	0.0083332
SMURF2	SOCS6	0.024684
SMURF2	GNG2	0.004639
SMURF2	RRAS2	0.0099624
SMURF2	SMAD6	0.026194
SMURF2	RNF111	0.027141
SMURF2	ACOX3	0.016797
SMURF2	RAP1B	0.015123
SMURF2	RNF11	0.059057
SMURF2	SPG20	0.10689
SMURF2	RUNX3	0.0064045
SMURF2	TXNIP	0.019982
SMURF2	RAB14	0.062923
SMURF2	LAPTM5	0.0059459
SMURF2	RAB17	0.04642
SMURF2	IRF8	0.01458
SMURF2	PRICKLE1	0.051063
SMURF2	DAB2	0.072531
SMURF2	SMAD7	0.12107
SMURF2	PRICKLE2	0.10445
PIK3C2B	EGFR	0.02042
PIK3C2B	LTK	1.1157e-06
PIK3C2B	PDGFRB	0.012018
SACM1L	COPA	0.037359
SACM1L	COPB2	0.013272
HCLS1	CD79A	0.022528
HCLS1	CSNK2A1	0.033879
HCLS1	CASP3	0.0084537
HCLS1	HAX1	0.0059504
HCLS1	ACTR2	0.0016564
HCLS1	HS1BP3	0.00037953
HCLS1	WAS	0.13255
HCLS1	SYK	0.10503
HCLS1	LYN	0.092271
HCLS1	QKI	0.048868
HCLS1	FGR	0.15626
FBXL5	SKP1	0.087524
SPI1	DNMT3B	0.091276
SPI1	HOXA10	0.038675
SPI1	NONO	0.041762
SPI1	SSRP1	0.035235
SPI1	DNMT3A	0.041923
SPI1	FUS	0.012493
SPI1	CEBPE	6.5274e-05
SPI1	GATA1	0.00099074
SPI1	IRF4	0.0019812
SPI1	CREBBP	3.1738e-05
SPI1	RB1	0.00031801
SPI1	NFATC1	0.1029
SPI1	CREM	0.021061
SPI1	CEBPB	0.11281
SPI1	GATA2	0.093422
SPI1	JUN	0.022816
SPI1	NFKB1	0.084801
SPI1	CEBPA	0.090325
SPI1	IRF8	0.083602
SPI1	MITF	0.098288
SPI1	ERG	0.066531
SPI1	CEBPD	0.080329
BIRC3	CASP3	0.00097848
BIRC3	DIABLO	0.039814
BIRC3	TRAF2	0.0027242
BIRC3	HTRA2	0.011422
BIRC3	CASP9	0.0076144
BIRC3	CASP7	0.02297
BIRC3	GSPT1	0.033004
BIRC3	CD40	0.20219
BIRC3	MAP3K14	0.13473
RAB17	NUDT3	0.047071
RAB17	SMURF2	0.04642
RAB17	S100A8	0.011862
ID2	PAX5	0.026371
ID2	PPP1CA	0.022825
ID2	UNC119	0.052746
ID2	TCF3	0.048481
ID2	ELK1	0.012294
ID2	CDK2	0.008423
ID2	RBL1	0.031443
ID2	MSC	0.020301
ID2	MYOG	0.013189
ID2	MYOD1	0.019178
ID2	ELK4	0.057835
ID2	MYF6	0.010049
ID2	PAX2	0.010499
ID2	PAX8	0.0078562
ID2	RB1	0.014211
ID2	ELK3	0.015077
ID2	TCF12	0.050263
ID2	RBL2	0.010887
ID2	ADD1	0.04284
ID2	TCF4	0.046595
ID2	NEDD9	0.033221
KLF9	PGR	0.11876
IFIT1	EIF3E	0.01609
IFIT1	IFIT3	0.31767
RAB11FIP2	YWHAG	0.043435
RAB11FIP2	AP2A1	0.055243
RAB11FIP2	RAB11B	0.021289
RAB11FIP2	MYO5B	0.0017745
RAB11FIP2	RAB11A	0.031247
RAB11FIP2	CXCR2	0.048646
CORO2B	VCL	0.053757
CORO2B	TSC22D1	0.067465
LDLR	AP1M2	0.010236
LDLR	DAB1	0.012971
LDLR	LRPAP1	5.2815e-05
LDLR	SNX17	0.017027
LDLR	LDLRAP1	0.0018859
LDLR	PCSK9	0.059327
LDLR	PF4	0.067824
ID1	PSMD4	0.012636
ID1	CASK	0.0028548
ID1	TCF3	0.051665
ID1	ELK1	0.0092896
ID1	MYOG	0.0080971
ID1	MYOD1	0.027198
ID1	ELK4	0.011046
ID1	MYF6	0.012141
ID1	TCF12	0.01513
ID1	RUNX1T1	0.030952
ID1	TCF4	0.0028277
SDC2	EPHB2	0.018518
SDC2	CASK	0.0005091
SDC2	NF1	0.020163
SDC2	PRKCA	0.019526
SDC2	REG3A	0.021216
SDC2	CSF2	0.00023994
SDC2	SPARC	0.086858
SDC2	FN1	0.03927
SDC2	HGF	0.04586
SDC2	EZR	0.0042339
SDC2	PRKCB	0.0059888
SDC2	SDCBP	0.051008
SDC2	PF4	0.017843
SDC2	FGF2	0.055166
SDC2	TNFSF13	0.021874
SDC2	TGFBR3	0.0561
PKNOX2	HOXB1	0.0044922
NCF1	GMNN	0.049479
NCF1	CSNK2A1	0.095044
NCF1	CTTN	0.026138
NCF1	PAK1	0.013865
NCF1	TRIM9	0.044506
NCF1	TRAF4	0.026976
NCF1	CSNK2B	0.029458
NCF1	KHDRBS1	0.048626
NCF1	SYN1	0.023159
NCF1	MAPK14	0.015785
NCF1	NOXA1	0.00029561
NCF1	PRKCA	0.0065302
NCF1	CSNK2A2	0.0003138
NCF1	ACTB	0.038015
NCF1	AKT1	0.0090868
NCF1	MSN	0.05276
NCF1	PRKCB	0.12823
NCF1	CYBB	0.23492
NCF1	PRKCD	0.067428
NCF1	NFKB1	0.041214
NCF1	IL4R	0.075203
NCF1	MGAM	0.041757
NCF1	NCF4	0.28055
NCF1	PRKCZ	0.03008
NCF1	NCF2	0.19836
ACSS2	UPF1	0.020965
PPL	COL17A1	0.00047584
PPL	CASP6	2.1265e-05
PPL	PPHLN1	0.017927
PPL	OPRM1	0.017878
PPL	USP7	0.0072148
PPL	AKT1	0.019497
PPL	VIM	0.034142
APOH	LRP8	0.074852
APOH	F12	0.047911
APOH	PLG	0.013891
APOH	ANXA2	0.0020155
APOH	F10	0.11851
APOH	LRP2	0.083464
ITGB2	FHL2	0.00054257
ITGB2	PTK2	0.067372
ITGB2	COPS3	0.010635
ITGB2	RANBP9	0.0026248
ITGB2	ITGAD	0.00046789
ITGB2	FCER2	9.7981e-06
ITGB2	DAB1	0.0086217
ITGB2	PRKCA	1.2947e-06
ITGB2	TLN1	0.0037475
ITGB2	ICAM5	0.0041571
ITGB2	CD226	0.1334
ITGB2	DOK1	0.16062
ITGB2	CYTH1	0.10432
ITGB2	PTK2B	0.063214
ITGB2	ICAM3	0.13562
ITGB2	SYK	0.14189
ITGB2	RDX	0.013137
ITGB2	NUMB	5.8421e-05
ITGB2	ITGAX	0.21987
ITGB2	ILK	0.049814
ITGB2	PRKCB	0.13898
ITGB2	CD14	0.17338
ITGB2	PRKCH	0.082933
ITGB2	PRKCD	0.12299
ITGB2	VNN2	0.15383
ITGB2	HP	0.029766
ITGB2	ITGAM	0.20043
ITGB2	ICAM2	0.1005
ITGB2	ICAM1	0.12488
ITGB2	ICAM4	0.072528
PCSK5	PTPRM	0.08219
BMPER	BMP2	0.12941
MYOC	COL3A1	0.059793
MYOC	COL1A2	0.043332
MYOC	GAPDH	0.092481
MYOC	ALDOA	0.082523
MYOC	TIMP1	0.035654
MYOC	ENO1	0.082675
MYOC	CKM	0.018754
MYOC	IGLL1	0.029583
MYOC	PKLR	0.017509
MYOC	MYL2	0.019356
MYOC	FUBP1	0.0051971
MYOC	EEF1A1	0.030208
MYOC	ACTB	0.0013438
MYOC	RFC1	0.0065167
MYOC	TGFBR1	0.0013621
MYOC	ACTA2	0.040675
MYOC	LAMA5	0.0071406
MYOC	CAP1	0.0052861
MYOC	FN1	0.0027119
MYOC	FTL	0.013667
MYOC	TNFRSF1A	0.0058142
MYOC	HAGH	0.041769
MYOC	ANXA2	0.006763
MYOC	NOTCH2	0.031785
MYOC	LGALS3	0.002485
MYOC	CD81	0.079258
MYOC	A2M	0.070195
MYOC	C1QB	0.022044
MYOC	GGTLC1	0.07342
DYNC1I2	PNN	0.00033852
DYNC1I2	DYNLT3	0.019974
ALPL	TRAF2	0.0076276
ALPL	MAP3K14	0.076716
ANXA11	ENO2	0.050863
ANXA11	PDCD6	0.074533
ANXA11	ALG2	0.005656
ANXA11	PLSCR1	0.010094
ANXA11	S100A6	0.12905
ANXA11	SRI	0.10064
FKBP1B	RYR2	0.024154
ANXA4	GP2	0.028173
NPY1R	LSM7	0.0521
NPY1R	PYY	0.063595
NPY1R	NPY	0.0020199
RBPMS	TRIP13	0.19146
RBPMS	EYA2	0.064113
RBPMS	PITX1	0.099999
RBPMS	ZNF581	0.050497
RBPMS	SMUG1	0.1271
RBPMS	FASTK	0.033256
RBPMS	HOXB9	0.099764
RBPMS	DVL2	0.073302
RBPMS	PDLIM4	0.01723
RBPMS	FAM103A1	0.017395
RBPMS	CDC23	0.042146
RBPMS	LRRC41	0.012001
RBPMS	OTX1	0.01122
RBPMS	TOLLIP	0.046635
RBPMS	ATXN1	0.028871
RBPMS	PHF1	0.040962
RBPMS	CDC42EP1	0.10433
RBPMS	HEYL	0.087475
RBPMS	ARHGAP9	0.042822
RBPMS	QKI	0.12741
EHD1	EHBP1	0.026756
EHD1	IGF1R	0.0033582
OASL	MBD1	0.008562
OASL	THRA	0.0026696
IRF8	ZBTB17	0.015702
IRF8	TRAF6	0.028305
IRF8	IRF2	0.084735
IRF8	SMURF2	0.01458
IRF8	SPI1	0.083602
IRF8	IRF1	0.13186
TREM2	TYROBP	0.27421
NLRC4	NLRP4	0.018155
NLRC4	NOD2	0.15504
NLRC4	CASP1	0.21837
PRICKLE1	VIP	0.11081
PRICKLE1	SMURF2	0.051063
CFLAR	CASP3	0.019096
CFLAR	FADD	0.039185
CFLAR	CASP6	0.017582
CFLAR	TRAF2	0.019183
CFLAR	CASP2	0.030955
CFLAR	BCL2L1	0.02346
CFLAR	DAXX	0.054793
CFLAR	DEDD	0.0014923
CFLAR	MAP2K7	0.0028386
CFLAR	PSEN2	0.008362
CFLAR	IKBKB	0.060088
CFLAR	CASP7	0.02249
CFLAR	MAP2K4	0.031339
CFLAR	RAF1	0.065113
CFLAR	RIPK1	0.16248
CFLAR	NFKB1	0.19144
IL4R	SHC1	0.0034967
IL4R	IRS1	0.0020553
IL4R	JAK3	0.0024642
IL4R	IL13	6.792e-08
IL4R	IL4	0.016768
IL4R	ARIH2	0.0063588
IL4R	SOCS5	0.0028876
IL4R	INPP5D	0.06629
IL4R	JAK1	0.06598
IL4R	IL2RG	0.048657
IL4R	CD40	0.09988
IL4R	STAT6	0.13488
IL4R	JAK2	0.062147
IL4R	FES	0.15585
IL4R	PTPN6	0.085281
IL4R	NCF1	0.075203
IL4R	PRKCZ	0.057109
IFIT3	IFIT2	0.47631
IFIT3	IFIT1	0.31767
C1QC	C1QA	0.44299
C1QC	C1QB	0.36464
C1QC	PTX3	0.026825
SHANK3	PAX6	0.0072766
LMO2	STAT1	0.011254
LMO2	RBBP8	0.036728
LMO2	ISL1	0.0057493
LMO2	LDB1	0.049081
LMO2	EHMT2	0.07184
LMO2	TAL2	0.023218
LMO2	KDM5A	0.025861
LMO2	GATA1	0.033916
LMO2	NHLH1	0.015564
LMO2	MAPRE3	0.0022179
LMO2	ELF2	0.017651
LMO2	RLIM	0.0019881
LMO2	TAL1	0.050389
LMO2	GATA3	0.10381
LMO2	MAPRE2	0.078084
LMO2	LYL1	0.14142
SERTAD1	CDKN2A	0.0083144
SERTAD1	CDK4	0.067734
SERTAD1	ATXN7L3	0.023384
SERTAD1	CREBBP	0.0011007
GLRX	MAP3K5	0.047368
ELF5	UBQLN4	0.0077148
ELF5	SIRT6	0.033802
PKIA	EGFR	0.0052834
PKIA	PRKX	0.003325
PKIA	DYNLL1	0.0036134
PKIA	AGFG1	0.0045797
PGR	CCNA2	0.16435
PGR	CSNK2A1	0.13549
PGR	PIAS3	0.032788
PGR	HMGB2	0.095583
PGR	TRIM24	0.019869
PGR	DDX54	0.054009
PGR	NCOA3	0.010537
PGR	RBM39	0.04441
PGR	APEX2	0.010375
PGR	XRCC6	0.055341
PGR	POU2F1	0.040146
PGR	ZBTB17	0.020003
PGR	SRC	0.042538
PGR	ESR1	0.016261
PGR	RBM23	0.013955
PGR	PRMT2	0.043273
PGR	BATF3	0.03297
PGR	NCOA1	0.059757
PGR	PIAS1	0.1178
PGR	JDP2	0.16061
PGR	KLF9	0.11876
HLA-DQB1	INS	0.0013642
HLA-DQB1	CD4	0.12395
HLA-DQB1	CD74	0.16275
HLA-DMB	DPM2	0.025091
HLA-DMB	CD63	0.085268
HLA-DMB	CD74	0.20932
HLA-DMB	HLA-DMA	0.41243
CD163	CSNK2B	0.012734
CD163	PRKCA	0.0010096
CD163	MYH9	0.015179
CD163	HP	0.056044
MEF2C	CCNB1	0.089228
MEF2C	CDK1	0.074063
MEF2C	CSNK2A1	0.079267
MEF2C	MAPK14	6.5724e-05
MEF2C	VGLL4	0.0042184
MEF2C	MEF2D	0.0016409
MEF2C	GATA4	0.021033
MEF2C	MAPK7	0.0034918
MEF2C	EP300	0.0010386
MEF2C	HDAC5	0.016382
MEF2C	TWIST2	0.036159
MEF2C	HDAC4	0.00018361
MEF2C	SOX18	0.094959
SOD3	FBLN5	0.11531
MGP	BMP2	0.033397
RASIP1	HRAS	9.8726e-06
RASIP1	RAP2A	0.0099696
RASIP1	RRAS2	0.0025818
RASIP1	RAP1A	0.08997
RASIP1	MRAS	0.10084
RASIP1	RRAS	0.16904
AMIGO1	AMIGO2	0.013071
TNFRSF1B	TRAIP	0.067838
TNFRSF1B	STAT1	0.00029902
TNFRSF1B	KRT18	0.0010229
TNFRSF1B	TRAF2	6.9755e-05
TNFRSF1B	FANCD2	0.032066
TNFRSF1B	LTA	0.00027967
TNFRSF1B	CSNK1A1	0.0011505
TNFRSF1B	TNF	0.043086
TNFRSF1B	HIVEP3	0.075332
TNFRSF1B	BMX	0.054549
TNFRSF1B	CAV1	0.080729
GCA	ATXN1	0.02365
GCA	SRI	0.061947
GCA	LCP1	0.067006
ARRB2	NTS	0.02919
ARRB2	CSNK2A1	0.069542
ARRB2	AP2M1	0.0012049
ARRB2	DVL2	0.03847
ARRB2	HTR2C	0.017954
ARRB2	STC2	0.0089446
ARRB2	OPRD1	0.011187
ARRB2	TRH	0.0175
ARRB2	NTSR1	0.012321
ARRB2	SLC9A5	0.0016712
ARRB2	CLTC	0.03199
ARRB2	CSNK2A2	8.4862e-06
ARRB2	MAPK10	0.015967
ARRB2	MAP3K5	0.013443
ARRB2	RAF1	0.053864
ARRB2	FLNA	0.094142
ARRB2	FZD4	0.070638
ARRB2	NFKBIA	0.077487
ARRB2	RALGDS	0.1365
ARRB2	AGTR1	0.10757
ARRB2	TGFBR3	0.085557
ARRB2	ADRB2	0.1204
PZP	MMP9	0.066508
PZP	KLK3	0.0031162
PZP	MMP2	0.016349
CGN	YWHAG	0.023083
CGN	ARHGEF2	0.00039286
CGN	TJP2	0.030798
CGN	TJP1	0.059098
MCAM	ATF7IP	0.050751
MCAM	PTK2B	0.013938
MCAM	FYN	0.079131
CTGF	VEGFA	0.00095712
CTGF	AP3D1	0.032638
CTGF	LRP1	0.056891
CTGF	ERBB4	0.014474
CTGF	NOV	0.040868
ABCG1	ABCG4	0.012727
GUCY1A2	DLG1	0.037205
GUCY1A2	DLG3	0.056648
GUCY1A2	DLG2	4.3897e-05
GUCY1A2	GUCY1B3	0.17182
DOCK8	RHOQ	0.059535
DOCK8	RHOJ	0.069568
DIAPH2	CENPA	0.1008
DIAPH2	RHOD	0.010245
ZNF521	GATA1	0.03495
ZNF521	SMAD4	0.010199
ZNF521	EBF1	0.1439
EFNB2	EPHB2	0.040971
EFNB2	EPHB1	0.021636
EFNB2	GRIP1	0.02215
EFNB2	EPHA4	0.0070398
EFNB2	GRM5	0.038113
EFNB2	PICK1	0.0054173
EFNB2	SRC	0.015728
EFNB2	GRM1	0.02445
EFNB2	PSEN1	0.001323
EFNB2	EPHA3	0.00014417
EFNB2	HOMER1	0.019168
EFNB2	RGS3	0.0597
EFNB2	PDZRN3	0.031623
EFNB2	SDCBP	0.062669
EFNB2	PTPN13	0.058149
EFNB2	PECAM1	0.10132
PRF1	CALR	0.0001119
PRF1	DDX24	8.7041e-05
PRF1	GZMB	0.215
SASH3	SMURF1	0.014822
SASH3	SMAD4	4.5756e-05
SASH3	SMAD7	0.037709
FSTL3	ADAM12	0.036396
FSTL3	SMAD4	0.00022293
FSTL3	FN1	0.015791
CDKN1A	CCNB1	0.082807
CDKN1A	CDK1	0.068896
CDKN1A	CCNA2	0.080895
CDKN1A	CDC6	0.037871
CDKN1A	TK1	0.018901
CDKN1A	GMNN	0.067014
CDKN1A	CCNE2	0.037372
CDKN1A	MCM10	0.076992
CDKN1A	PCNA	0.063351
CDKN1A	CDC7	0.012442
CDKN1A	CCNE1	0.032191
CDKN1A	CDK4	0.054987
CDKN1A	PARP1	0.07022
CDKN1A	POLD2	0.04407
CDKN1A	CSNK2A1	0.062316
CDKN1A	CASP3	0.01486
CDKN1A	CSNK2B	0.016242
CDKN1A	SET	0.030782
CDKN1A	CDK6	0.0071187
CDKN1A	CDK2	0.0014185
CDKN1A	CCNB2	0.019304
CDKN1A	CDC5L	0.020966
CDKN1A	BCCIP	0.02023
CDKN1A	PSMA3	0.016769
CDKN1A	XRCC6	0.023288
CDKN1A	TEX11	0.00011187
CDKN1A	ESR1	0.0054872
CDKN1A	DAPK3	0.0032684
CDKN1A	RB1	0.00011152
CDKN1A	HDAC11	0.0054002
CDKN1A	AKT1	0.015461
CDKN1A	GADD45G	0.020568
CDKN1A	STAT3	0.052476
CDKN1A	PIM1	0.18129
CDKN1A	MAP3K5	0.03091
CDKN1A	CCND1	0.0075904
CDKN1A	RNF144B	0.050862
CDKN1A	CCND3	0.052318
CDKN1A	CEBPA	0.0062495
CDKN1A	GADD45B	0.20528
DDX5	FBL	0.084282
DDX5	NDRG1	0.0067032
DDX5	TP53	0.015076
DDX5	NCOA3	0.010889
DDX5	PRKCA	0.015588
DDX5	ESR1	0.020409
DDX5	CREBBP	0.023346
DDX5	CALM1	0.012792
DDX5	NCOA1	0.043887
LRRFIP1	FLII	0.0077668
FPR1	GNAI2	0.085693
FPR1	ANXA1	0.067997
EXPH5	SMAD9	0.016734
EXPH5	RAB27A	0.054597
GPC3	WNT7B	0.00010527
GPC3	FGF2	0.078664
ADRB1	DLG1	0.039326
ADRB1	GOPC	0.046105
ADRB1	DLGAP2	0.0041816
ADRB1	NOS1	0.03741
ADRB1	MAGI2	0.032675
ADRB1	MAGI3	0.10807
ADRB1	GPRASP1	0.08561
ADRB1	ARRB1	0.16825
BNIP2	ARHGAP1	0.050936
BNIP2	BCL2	0.0096528
BNIP2	FGFR1	0.014988
PILRA	PTPN6	0.22972
STARD13	HSP90AB1	0.0068492
STARD13	EPB41L1	0.020443
STARD13	KIF1B	0.056327
STARD13	HMGCR	0.024032
STARD13	ITPR1	0.11621
SIGLEC1	SPN	0.0082387
SIGLEC1	MUC1	0.051987
JUNB	BRCA1	0.097334
JUNB	MAPK14	0.00025038
JUNB	ESR1	0.007627
JUNB	SMAD4	0.00062738
JUNB	FOSL2	0.16878
JUNB	BCL6	0.09875
JUNB	JDP2	0.19483
JUNB	FOS	0.18148
JUNB	FOSB	0.26511
HSPB2	DMPK	0.051828
HSPB2	RPS6KA5	0.016076
HSPB2	CLK4	0.041679
HSPB2	HSPB3	0.098553
CCL4	CCR8	3.2962e-06
