gene	p
Hist1h2ab	4.91e-11
FANCD2	1.24e-12
NGLY1	0.00022958
HLCS	6.21e-10
COX6A2	8.62e-07
EIF5B	0.00039523
RBAK	3.19e-07
CIAPIN1	1.08e-06
ODF2	0.0011088
B4GALNT1	5.27e-10
FAAP100	4.59e-09
C6orf15	0.0085355
NDUFV1	6.33e-08
ALX3	1.66e-07
ADAMTS14	2.87e-05
RAD9A	0.00046677
GGT7	7.93e-06
EXOC3L2	5.3e-06
GOLPH3L	0.0024552
NOSIP	0.00065585
NFE4	0.035507
MOSPD3	4.41e-05
CSNK1G1	5.33e-07
NAPG	3.96e-05
IL1RL2	1.53e-05
TMEM33	0.00018576
DPH7	1.05e-05
ucn2	1.9e-06
KRT33B	3.35e-05
FAN1	2.25e-08
RNF220	2.82e-05
igsf3	8.15e-10
MRPL49	8.28e-06
COL9A2	0.00033918
GJA3	7.83e-07
FARSB	8.87e-06
IPO13	2.3e-05
FBXL16	0.0016983
KIRREL2	6.77e-06
KCNN1	3.82e-08
RFT1	1.34e-11
ZNF205	5.45e-06
STMN3	0.0012653
CDC5L	1.07e-08
DHX36	2.85e-05
PFKL	3.41e-05
AIFM2	0.00010771
GTF2A1	2.27e-12
ZSCAN21	0.0028638
EPHA4	0.041279
RBFOX1	4.34e-05
SLC45A1	4.15e-05
WRAP73	1.84e-06
SC5D	0.0018921
TUSC5	0.0004071
NFRKB	3.56e-09
HMP19	0.010323
DDX23	1.24e-06
mri1	2.12e-05
FNTA	0.00067322
TAF12	0.022112
JMY	0.0026286
ZIC5	5.94e-09
CTNND2	0.040337
GOLGA3	1.13e-09
VPS45	7.83e-09
c9orf142	0.00030504
TADA1	6.32e-07
lmtk3	0.00023284
GTF3C5	0.00014018
TGM3	0.0028055
MARK2	4.11e-07
ATOX1	0.00047784
DNAJC11	1.1e-06
SEMA3F	0.00018445
LRTM2	0.0003792
NGF	0.00039546
IGF2BP1	4.16e-08
TERT	1.17e-08
PHOX2A	8.44e-08
LEMD2	0.00013729
NDUFA7	3.62e-08
ATP9A	0.0018988
NASP	0.0017689
MMD	0.000479
ZNF556	2.18e-05
COPB2	1.05e-09
pou6f2	3.63e-08
WFDC10B	6.96e-05
ENTPD4	0.0001293
guca2b	0.0013164
TAGLN3	0.0097692
DERL1	8.65e-06
DOCK7	5.78e-06
ZZZ3	0.00011384
ANO7	1.59e-07
GNL3L	9.84e-07
SNRPB2	6.47e-09
MSC	0.016946
PWP1	4.69e-06
mtg2	1.47e-10
CA14	7.3e-06
TIMMDC1	0.00033721
SYCP2	0.0041519
MAPK8IP2	1.46e-05
CTNNA2	0.0020794
NUDCD2	5.36e-05
PRPF40A	3.33e-08
SNAP91	0.0060771
HOXD9	5.89e-08
EIF4G3	7.3e-07
CNIH2	6.43e-07
AVL9	1.02e-10
ZBTB39	0.00010861
JAG2	0.028822
TEX101	7.74e-06
SEC23A	0.0039091
UQCC1	1.04e-06
TAF4	2.14e-06
CARMIL2	2.41e-08
IGFBP1	0.0027948
MRPL19	5.81e-06
EXOSC2	6.22e-06
NR2F6	3.75e-08
PRR11	0.0015823
MAPK6	1.8e-07
DEFA6	0.046657
SUPV3L1	0.01498
HIST1H4D	3.24e-09
AARS2	4.08e-05
SENP1	2.91e-07
CDK19	1.07e-06
HTRA3	0.0047148
ZNF182	0.00013372
PLCB1	0.00031783
CD2AP	5.89e-07
ZNF384	5.05e-10
c2orf82	2.18e-07
SLC7A8	0.00018278
KREMEN1	1.22e-06
TRAPPC6A	0.0021256
TRIM72	0.0012107
PIAS4	3.07e-05
MALAT1	0.01799
Psg9	1.42e-06
NAPRT	0.016276
ESPNL	2.82e-06
BCL2L10	1.95e-10
ISYNA1	1.26e-09
ADAM15	0.0018422
PSMC3	0.0095889
TMEM138	8.49e-05
FYTTD1	0.012386
fxyd2	0.0013394
ATP1B1	0.039475
ATG4D	0.00023217
NOTUM	0.0081899
RGS7	0.0013237
KARS	2.28e-06
SYN1	2.35e-05
DUSP10	0.030048
ACTR6	7.87e-08
ORMDL2	0.00098385
AP2A1	1.36e-05
LBR	0.00091596
APOA2	0.035867
HNRNPUL1	0.0014571
HAUS5	6.68e-06
CRKL	5.14e-05
NARFL	7.08e-06
DDX54	2.56e-08
RBCK1	5.32e-05
B9D1	0.0005801
ALOX12B	4.5e-08
KCNJ6	0.00041713
EIF2B1	3.09e-06
CALR	0.035691
ZBTB33	1.25e-08
ZNF2	0.0006702
FAM84A	0.0019665
POLR2F	1.98e-08
TOP3A	1.59e-08
PPP1R3E	0.0010701
RNF175	0.0041414
HS3ST5	6.83e-05
ZNF667	0.031439
ATP4A	0.0001688
PRPF40B	0.00042716
KDM4A	0.00013279
HAPLN1	0.0053056
CLDN20	0.00065852
SEPT2	0.00072213
whsc1l1	0.00055743
FAM86C1	2.4e-06
IGF1R	0.014427
KAT7	0.00016622
pik3cb	0.0012682
ARFGEF1	0.017543
CDH12	0.01374
C1orf61	2.18e-06
GNAS	4.41e-07
TBL2	2.15e-09
HOXD13	1.38e-05
ATP5I	0.0001657
KCNC1	4.67e-05
COMMD3	6.76e-05
PABPC1	5.98e-13
CENPJ	2.56e-08
NKX3-2	2.64e-09
CLCN7	2.17e-06
RBM41	0.0019101
PMF1	0.00054809
XRCC5	7e-06
DDX10	1.43e-07
CCT8	1.16e-12
CAPRIN1	6.74e-05
ARFRP1	0.0001781
CNIH3	4.47e-07
TFB1M	1.86e-07
POLA1	0.0050816
NKX1-1	2.73e-05
UTP14A	3.32e-07
coa1	4.18e-12
LTB4R	0.0029145
STK32A	2.59e-05
CBFB	0.00020481
ATF7IP	6.38e-07
TBX1	8.14e-10
PA2G4	2.19e-05
RNF31	5.56e-08
MEPE	0.0043065
SMPX	0.018031
ST8SIA3	0.0012763
COX10	0.00011479
PNN	0.00020445
SNX9	0.0011023
TRPA1	7.7e-07
ASCC3	0.00020481
HS6ST1	5.65e-11
SLC7A3	0.00014532
NEPRO	1.74e-05
HES4	0.046523
ARL4D	0.00020259
ARPC5L	0.00011044
CEMP1	2.42e-05
MYOG	0.00021708
PSMB6	0.00022798
c2orf49	6.35e-07
ACAN	3.21e-05
TMEM123	0.0046017
GEMIN4	0.00022163
ARMC6	1.88e-06
PLOD3	0.0013469
ZNRF2	1.34e-07
ASB2	0.011728
NARS	0.00015426
WNT10A	4.39e-09
ZDHHC24	7.4e-05
RUNX2	1.14e-07
ZNF691	0.00040598
MYBPC2	0.003129
SLC22A12	1.77e-05
CASKIN1	4.44e-13
POU5F1B	0.00010108
DCAF16	3.83e-05
LIN37	6e-06
rarg	1.74e-08
ADGRB1	6.47e-05
IGLL1	6.36e-06
PPIL3	0.020537
RPIA	0.0030355
STAR	0.00029709
HEATR3	0.0007931
SRRT	1.67e-10
ECHS1	1.77e-05
TNFRSF9	3.25e-05
SMG9	4.36e-10
SSX1	1.66e-05
CCAR1	7.3e-05
PRDM14	4.23e-05
WDR62	2.43e-08
ATG16L1	0.00045089
NBN	0.0028533
MRE11	1.08e-05
TOP3B	1.29e-08
ERLIN1	0.020552
HYKK	0.0047581
ZNF284	0.0003869
TLR10	0.019867
BARHL1	8.85e-08
doc2b	6.66e-07
CHST1	0.0011995
PPP1R1A	0.01053
PSMD13	0.00018135
TNPO2	2.11e-06
hist1h1t	6.15e-08
RNF168	0.00027438
AP1S3	0.0020662
ABCC8	0.00099211
EGR4	1.09e-07
BRWD3	1.16e-07
SAGE1	0.0030551
XPO7	0.0034097
NDUFA1	5.24e-05
GDI2	0.010806
KHK	1.49e-07
CLASP1	5.48e-08
EPHA1	5.16e-09
TRIO	2.16e-06
TAF5	0.016446
UBE2F	4.97e-05
WNT5B	1.39e-09
NCS1	1.12e-10
PRM3	6.29e-08
CARS	2.54e-09
TGM5	2.79e-06
CDHR5	2.16e-05
CD177	0.038036
SLC52A3	4.81e-06
SAXO1	3.14e-07
PSMB7	3.06e-05
SIM2	1.47e-08
SUPT5H	0.00060965
ASTN2	0.0035456
ACTR2	0.0014797
RHOBTB3	0.01239
TMEM223	2.97e-10
RNF2	5.64e-06
fcrl2	8.7e-07
KMT5C	3.6e-09
UBE2A	7.41e-05
CNOT1	2.65e-06
DUSP15	2.86e-05
OPHN1	0.01799
KISS1	3.18e-05
TGIF1	0.012635
TTYH1	0.0013272
CSNK1G2	1.79e-05
GTF3C1	3.84e-05
SLC38A4	0.0015916
THOC5	6.18e-07
TSSK1B	1.02e-08
EXOSC8	0.003235
VAV2	1.24e-05
MEX3D	1.76e-06
TRIM32	0.00012992
VPS8	0.0035493
MYNN	0.00038503
ICMT	8.65e-08
RABEP2	2.04e-06
RMND1	0.0070935
SPPL2B	7.38e-07
ifnl2	2.51e-07
XRCC1	2.34e-05
UNC5D	0.015762
OBP2A	3.68e-06
PKP4	0.00025215
PGM3	0.0074606
TPST1	0.021196
SLC5A2	7.05e-08
SCN8A	1.66e-12
muc2	3.24e-05
TMEM198	1.8e-05
SH2B2	0.0035465
PTH2	9.05e-06
KCNB2	3.98e-06
DPYSL4	1.69e-07
HTRA2	4.57e-05
DNM1L	7.23e-05
ETAA1	0.0080308
ROPN1B	0.0054737
NOC4L	0.0012763
SGK2	4.31e-09
FLRT1	3.91e-06
CCNG2	0.0038385
ADNP	0.00093241
PRKAA2	2.11e-05
ARX	0.014484
API5	0.00053549
POLR3A	1.75e-05
EDARADD	1.96e-05
CPNE4	1.38e-05
TBCA	7.64e-06
TENM3	9.4e-13
TAF11	4.35e-05
LLGL1	6.51e-07
ACAD9	0.0041978
OAZ3	3.9e-05
AKAP1	0.0045462
REG1B	0.004556
FGF6	1.27e-05
SLC38A10	8.92e-08
POLR3C	0.0020312
TP73	7.68e-09
FZR1	1.74e-08
HCFC1	4.44e-11
ADAR	5.44e-07
CDHR1	3.06e-07
ZNF530	7.11e-07
WISP3	2.68e-06
DDX41	0.00014293
ALLC	1.99e-06
PPM1J	9.08e-05
LTB4R2	0.00087214
MCTS1	2.81e-07
FSTL4	2.6e-06
DNAJC3	0.018373
THOC1	0.00076404
METTL21A	0.0059459
OCIAD1	4.12e-06
PGRMC1	0.015715
PPP3R1	0.00095
c15orf41	9.55e-11
c9orf69	0.0024817
NKX2-2	0.00091451
NEDD8	1.36e-05
MTF2	0.0003987
ZNF16	0.00038836
tet3	1.79e-07
RASL10B	9.32e-07
ATOH1	4.7e-07
SLC7A14	0.00098411
RFNG	0.0016363
DYNLL1	0.00028932
ENAH	0.0012998
BLK	0.00019456
DCAF4	8.74e-05
UBAP2	0.0049961
EIF2B4	1.08e-05
ZNF232	0.021092
IQGAP3	9.92e-19
ZNF577	0.00049839
MRPL16	4.28e-06
CCR8	1.11e-07
SLC39A5	1.2e-06
PPFIA3	0.00023404
CRNKL1	0.021693
CNGA1	0.00062196
GALNT9	0.00015366
EDEM3	0.012411
CHST2	0.016464
TTC4	0.00028932
Hist1h1a	1.81e-06
MRS2	0.00028739
PAPOLA	0.00020891
UTP6	5.64e-09
FOXK2	1.8e-07
NADK	0.00015501
MRPL22	0.00059876
RHBG	0.00018507
PRODH2	9.59e-05
ACTN1	0.0052144
IP6K2	0.00026065
SNAPC5	7.86e-05
MAPK14	0.0023021
SCYL2	0.001028
PTBP1	3.62e-10
TUT1	0.00011282
OAS3	0.014827
DISP3	1.83e-06
MINPP1	0.017028
TRIM15	8.1e-07
SHISA7	2.14e-06
DCAF15	0.00065756
ADSS	2.04e-07
ZFP91	0.00061626
mir10a	0.00038943
HRK	0.00060443
EIF2B3	0.00025484
LANCL1	0.0025712
GAP43	1.18e-07
CACNA2D1	0.021921
STX6	4.29e-06
FAM53A	1.57e-08
THG1L	0.0060797
SLC1A7	0.00042033
NPAS1	1.12e-05
CASP2	1.31e-12
HPCA	8.88e-07
FANCB	2.19e-15
PIGO	0.00039082
ZNF710	0.00030484
GJD2	5.97e-05
ATXN2L	1.82e-05
DIP2B	2.99e-05
SYT5	9.7e-07
SLC7A10	0.00023815
RFX7	0.00054237
SLC35C2	1.81e-08
IRF2BP1	0.00056142
DYNLT1	0.00010108
CHST8	0.00056798
TCEA1	7.44e-10
BTBD10	7.37e-05
POFUT1	2.89e-08
MALSU1	1.73e-05
SLC38A7	0.00060687
c6orf106	9.61e-05
SAMD4B	1.13e-05
FURIN	0.0023194
Cox15	0.00013835
MAPK12	1.39e-06
CPA5	0.00014568
CHID1	0.0023872
REPIN1	1.61e-05
KEAP1	0.015079
MICAL3	3.3e-09
ZFP69	0.014561
hist1h4l	4.12e-07
RTEL1	2.81e-08
DNASE1L2	2.44e-05
ISCA1	0.003374
RIMBP2	8.28e-05
NDUFA13	0.00041159
PADI1	1.72e-09
rnf126	0.00040817
ORC2	0.0017027
AFP	0.00033308
POLM	0.0010937
josd2	0.023043
AP3M2	0.0034302
ZBTB10	0.029527
ULK3	0.00010193
STAU1	1.48e-07
UNC79	0.0043615
RPUSD2	0.00036775
BAIAP2L2	6.15e-06
ARF3	0.0037589
ORAOV1	0.00078428
ISY1	3.28e-05
RTCB	0.0003005
PERM1	7.53e-05
OTP	0.038044
PCDHA9	3.24e-06
T	0.00075024
NNAT	0.034317
DSG1	3.01e-05
GDI1	0.0069255
CDC23	0.0011326
ACMSD	0.0074801
PDZK1	0.017738
TLL2	1.17e-05
LYZL4	7.78e-07
COL4A6	0.012394
MOV10	0.0016144
ABCD1	0.0033422
MAGEC2	0.00023192
PATZ1	9.42e-07
FCRL4	0.0003642
NOS1AP	5.01e-06
ACTL8	0.0023072
ATP5J2	1e-06
DNASE1	4.11e-08
PSD	0.0004363
MBTPS2	1.3e-07
APOL5	1.22e-06
FRMPD1	0.0059789
LNPK	0.0035837
NLGN2	2.18e-08
lime1	0.030031
ENOX2	2.77e-07
TUBD1	0.0098569
UPK3A	4.3e-07
DCTN5	1.44e-06
CDK5RAP2	0.016636
SPOUT1	0.00034242
CD7	0.04031
MESP1	1.23e-07
MED14	5.54e-06
RAB40B	0.0033462
XPNPEP1	3.85e-06
KRTAP4-5	0.00044056
FOXI1	0.0046181
SCLY	4.22e-07
IMPAD1	4.69e-05
CAMKV	2.77e-06
ZNF770	1.85e-05
TSHZ2	5.41e-05
DGCR14	2.11e-05
WRAP53	2.5e-05
XG	0.0031334
JADE3	0.038372
NPPC	0.00030733
TSPO2	1.04e-05
NDRG3	0.028529
ELAVL4	0.00033515
RHOT2	2.26e-06
CPTP	0.00043759
INTS2	0.031654
HOXB8	3.56e-05
HOXB3	0.016659
DOCK3	0.0030719
COA3	1.82e-08
MARK4	0.0021843
AASDH	0.0077134
CS	0.00061875
ZNF780A	0.0013669
BFSP2	0.00052357
LIG3	6.07e-05
GCDH	0.001503
SOX21	2.77e-05
CEBPE	0.0003019
PBX2	0.00012873
CLCN1	1.36e-05
SUN3	0.0064362
PAGE4	0.0059698
ZNF195	0.016051
TRA2A	0.0035767
ZNF256	0.038524
IL1RAPL2	2.3e-06
KIAA1217	0.00049999
HCCS	0.0027874
KRT9	1.33e-05
LIMK1	1.04e-06
CORO1B	0.0048304
GLTPD2	4.15e-05
PMPCA	0.0002173
BCCIP	0.0019737
MYLPF	0.0017473
SF3B5	0.00061659
RECQL	0.0053939
FCHO1	0.0047419
NBR1	1.7e-06
GGT1	1.76e-06
SLC35A2	0.00043706
CADM4	2.05e-08
SCAMP5	1.77e-08
POLR2B	8.74e-05
adgra3	0.00031106
UBE2NL	5.7e-07
GNG8	0.00018513
CRYGN	3.45e-05
hist1h2bm	4.26e-10
GLIS1	0.0012574
PAWR	0.00040639
KCNS1	0.0010463
INTS1	4.68e-05
PPP6R1	0.00020914
trpv6	3.55e-08
SH3PXD2A	0.0021722
ING1	3.99e-05
URB1	3.45e-05
TMED3	1.57e-15
PPIL2	4.12e-08
prop1	9.49e-06
NUDT17	1.64e-06
TTC8	0.036679
GDNF	2.81e-08
HS3ST4	0.0021547
HOXB4	0.00056027
PPP1R37	5.76e-08
E2F2	1.88e-10
LHX1	2e-05
UCN3	2.37e-05
ACD	0.0017924
ZBTB25	0.0020366
KMT5A	0.00043133
CEP128	3.19e-06
DEGS2	0.042623
RYK	0.017916
LTA	0.00014713
SSTR2	6.07e-05
DMRT3	1.24e-06
ADAMTSL5	1.18e-06
CLCN3	0.0034587
DPF2	7.3e-05
TCERG1	0.00010282
CLCNKB	7.31e-07
AMBP	0.0043615
CTRB2	2.79e-07
FBF1	1.31e-06
MAP2K2	3.24e-05
TDRKH	0.0014562
ZMIZ2	0.00023633
SLC36A4	0.027256
SIPA1L3	3.82e-10
CACTIN	1.85e-07
MORN4	0.00046929
UBE2N	0.0018746
HNF1A	2.13e-07
RLN2	0.019328
TEX15	0.00051475
CARTPT	0.038636
LAMC1	0.0088792
THSD7B	0.0094219
ANKRD49	0.0015235
SPTSSB	5.51e-09
IWS1	1.77e-05
Hist1h3f	2.24e-06
MEGF8	0.00098584
SAR1B	0.0019839
EN2	0.00020736
UNKL	7.51e-05
SLCO6A1	4.82e-06
GABRA3	1.01e-05
POU3F1	2.39e-07
XYLT2	6.61e-07
RPL18	2.43e-11
GAST	2.88e-05
THBS3	0.0094003
SEMA3D	0.0027517
CTSA	0.013015
ATP5H	5.99e-07
ST8SIA2	5.75e-06
cc2d1a	2.37e-05
AAMP	0.00035972
CLDN4	0.01147
SLC27A5	2.55e-06
MAPRE1	0.0059882
CD79B	0.00012583
SEMA5B	0.0031687
TGM6	1.42e-05
AP1G1	0.00051791
FADS2	0.00033848
SLC35F6	6.39e-06
SLC38A9	0.005948
SRRD	0.0016664
PTBP2	0.0080152
ARV1	8.31e-05
GUCY2C	0.0059395
TUBAL3	7.47e-05
PDHA1	0.00012451
HOXA13	2.72e-06
CXCR5	0.00026104
DAD1	0.0041824
CCAR2	0.00020524
KCNA1	0.00070615
SDF2	0.0035304
ZNF341	1.76e-06
TRMT61A	1.3e-07
ERN2	0.00014084
USB1	6.93e-05
ATG9B	4.55e-07
STH	9.1e-06
WDR55	6.34e-08
PLEKHA8	1.13e-11
XRRA1	0.00012795
ACOT11	2.56e-09
HINT1	0.00017146
ercc1	0.0041106
RANBP9	0.027859
TAC3	0.00063391
WFDC5	0.0089952
ATP6V1B1	4.07e-06
DGKI	0.00011574
FIBCD1	9.42e-05
PHLDB1	0.00010105
TBX19	0.00034555
UNK	2.23e-06
CNIH4	0.00074488
DLGAP4	0.0004119
TRAF5	9.69e-05
MED27	0.0021131
SLC22A8	5.95e-07
RABGGTB	0.010693
TRUB1	1.82e-13
TRIM17	0.00021525
HSD11B2	0.042995
SOX10	2.63e-05
SPTBN4	7.52e-08
PHF23	0.0048063
thoc6	0.042579
GALK1	7.19e-06
ATRAID	3.11e-05
RAI1	1.94e-06
AP3S1	0.0003761
ZNF681	1.42e-07
ITFG2	0.00011504
OPA1	0.0043603
TSFM	7.37e-05
CACNA1I	1.34e-05
ZNF318	0.0061819
SCNN1A	0.00075421
GLRA2	1.45e-05
FIZ1	7.44e-05
DXO	8.73e-05
MCHR1	3.92e-07
emx1	8.48e-05
OXA1L	0.007625
gnai3	0.0017279
ACY3	6.29e-07
dnah14	1.27e-15
CNNM1	7.03e-05
ARFIP2	0.0083599
KIF24	8.15e-08
ATG5	0.0080318
INSR	0.024399
MITD1	0.0085482
STK38	8.75e-05
tcf20	2.22e-06
EHMT1	0.0001844
MIOX	9.48e-06
SQSTM1	0.00059353
NLK	0.021599
RNF40	5.09e-07
MAP3K13	0.0013842
PPIA	4.71e-09
MED30	0.0076574
CWC15	0.00029001
SPPL2C	4.2e-05
RAB39B	0.030391
ADAM11	2.05e-08
HOXD4	0.00027981
EMC10	1.94e-05
NOS2	0.00075188
CHRM3	0.044033
PAOX	9.94e-05
RAX	0.0012379
HSCB	0.0065259
YBX1	0.0025815
NKX6-3	2.02e-06
CLDN16	0.00046959
ERCC3	0.0014966
CHRNE	3.39e-07
GALR3	0.00028363
WRN	0.0042558
BHMT	4.04e-05
AVP	1.26e-05
IFT122	1.57e-07
NSFL1C	3.09e-05
PRKAG1	0.00031065
IGSF8	0.021463
NRDC	0.001245
SEL1L	0.018418
GLI1	0.0092202
POMK	7.98e-05
PEX16	3.39e-06
SLC28A2	0.0017303
SYP	0.010193
EEFSEC	0.0030066
RAB30	0.027998
IL31RA	2.71e-06
GRIP2	2.46e-05
IPO9	0.00029204
YY1	4.33e-07
ADAT3	2.37e-05
SLC25A47	2e-05
RAB33A	0.040104
GJB4	0.00038463
ANK1	8.54e-07
NFKBIL1	0.0005577
UBTF	0.0012857
MED6	0.0093714
sfmbt1	4.02e-05
CNOT9	6.46e-08
ELMOD2	3.64e-11
RPRD1B	5.47e-07
PWP2	3.27e-08
CXXC1	0.00012727
NCOA3	0.003214
COL24A1	0.00063525
PCBP3	0.0033694
GAL3ST2	1.74e-06
PCYT1B	7.95e-05
KIAA1586	0.018326
HSPA9	0.00076973
JARID2	0.0070664
PPIP5K1	5.86e-05
NPLOC4	0.0030653
VPS52	0.0001633
HAP1	2.87e-07
CETN3	0.022784
PARD6G	4.66e-08
MRPL33	0.00022214
HES7	0.00012425
BAIAP3	1.59e-05
SUMO1	0.0001688
CACNA1F	0.00054904
PPHLN1	3.57e-07
DHX34	6.02e-08
KLF14	1.24e-08
UXT	0.0028019
ATP5J	0.00037455
ANKRD26	7.11e-06
TUBB4B	0.0087472
CHD8	0.0023462
SVBP	0.021429
SSBP1	0.0043065
HSF2	0.013561
TNFRSF13C	0.00086566
SLC38A3	3.5e-05
ETV6	0.010853
TMEM14C	0.001552
C18orf25	2.21e-06
APTX	0.0010818
PPY	0.0090501
COPS9	2.05e-08
PRMT7	0.0072082
MUTYH	0.00092139
GAS2L2	0.00019413
APOBEC1	0.0050508
PHLDA2	4.94e-06
GLE1	1.09e-05
ngb	9.56e-06
CA5A	0.0003392
B3GALT5	0.0011814
ENSA	0.0018191
SCN4A	7.51e-05
INPP5F	0.0019019
GALR2	5.84e-05
EIF2S3	0.0076574
SERPINA4	0.0053386
HGFAC	5.17e-05
AIFM3	0.0023413
CRYBB3	0.00015085
LRRC41	5.71e-05
LRP5	0.016744
ELFN1	0.00011884
BCL2L1	0.046053
SMIM20	0.0062114
RCC1L	1.57e-08
GAL3ST1	0.032933
IFNA17	0.00023298
POLN	1.15e-05
RPGRIP1L	0.000349
DCAF7	4.21e-05
NRXN2	0.00010558
NOP14	0.0024155
DDX6	0.0013936
ATMIN	3.25e-06
NRSN1	0.0022607
nppb	0.00025607
KRT78	2.36e-07
SERPINB12	6.55e-06
TXNL4A	0.0014418
SEMA7A	1.8e-05
ZNF566	0.004987
ATP5G2	1.95e-08
CCKBR	0.00073737
SGSM3	0.00018234
HTR1B	4.81e-06
KDM4D	4.28e-07
CATSPERB	0.0098285
AHCTF1	0.011739
URI1	0.0013781
WNT16	0.0046662
TUBGCP4	0.0021395
TAF7L	0.0010905
EPN1	8.19e-05
MRPL41	1.51e-06
AKR1A1	0.01208
OR51E2	0.00080379
ZNF587B	0.046328
NELFB	0.028324
DPM3	0.028453
FOXL1	0.0003455
RARS2	4.6e-06
PDIA2	1.74e-06
TYSND1	4.16e-08
c12orf66	0.0024683
FGF3	0.016348
RNF121	0.0075582
PSG6	0.0032674
TMEM132E	1.34e-05
FAF2	0.0023695
CDH16	0.0028799
GPR137	3.48e-06
SLC39A2	0.0046234
PAK4	0.0035743
SMARCD2	0.028057
GNAO1	2.09e-05
ATP2A3	0.011748
DNAJC4	5.33e-05
FERD3L	2.16e-05
CXorf67	0.038824
CPLX3	1.79e-05
march6	8.4e-05
TSPAN17	8.13e-06
PPM1N	3.89e-06
GNPDA1	0.0069507
XPO6	2.02e-05
SEMA3A	0.0027894
NGRN	0.0052874
FRS3	0.00083853
PIGS	0.0029376
FOXK1	5.33e-08
SNX5	0.0001015
TRPM8	0.00106
GNB2	0.04298
ESCO2	5.16e-12
PGLYRP2	0.00027895
ARFGEF2	0.00038446
RPUSD3	9.01e-09
TUFM	0.0002274
GBX2	1.36e-05
CNOT7	0.0028179
PSG7	0.010352
LAMTOR5	0.0016811
CDK5RAP3	0.0026239
PITPNM1	0.018658
UCKL1	0.001535
SLC35D1	0.00085866
PGK2	9.07e-09
RSPH6A	0.00014567
KLK1	0.00034218
ZNF628	0.033231
TRPC4AP	0.0042981
WDR70	0.012588
CHRNB2	8.13e-07
B3GAT1	0.0052486
PTCH2	3.37e-06
HACD2	0.031945
MPG	0.00097138
NEK4	4.02e-05
ADCY10	0.0020451
RPS18	1.52e-08
TAL2	2.06e-05
XPNPEP3	1.14e-05
ERCC6	7.14e-05
ndufaf2	0.0021071
CIB1	0.048378
ADAD2	0.00072735
THAP3	9.34e-07
SLC6A17	2.95e-06
UBN1	0.0040661
TRAPPC9	0.00024469
KIAA0586	8.16e-05
KCNQ2	0.0012774
MAP6D1	0.00018829
TXN2	0.00078909
RNF165	0.0037257
URB2	0.03253
CNGB1	8.44e-08
GPR37	0.00090799
HDGFRP2	0.00064402
DEAF1	1.1e-05
psg4	0.046142
Zglp1	3.33e-05
ZNF787	2.62e-06
SLC39A14	2.5e-05
TNNT3	3.3e-05
TFB2M	1.97e-09
HSF4	0.0003844
NUFIP1	0.013536
PCDHGA10	0.0075165
F7	0.00015952
ABLIM2	0.00014743
KCNG3	0.0013265
ADGRG5	9.34e-06
IL36A	0.00022965
HIST1H1B	0.00068513
EMC2	0.025455
EXOC4	4.66e-07
ap1g2	1.58e-05
CPA4	0.013116
ZNF320	0.043146
POMGNT1	2.84e-06
B4GALT6	0.00023404
HS3ST3B1	0.0034536
PIWIL2	0.0031916
LHX8	0.011044
HES2	9.18e-05
KYAT1	4.02e-07
ING4	0.00052371
MYOD1	0.000601
IFT22	0.010261
FBXO44	0.0008994
EIF3J	0.014581
AKAP8L	1.78e-06
GPR161	0.010482
WIPI2	8.67e-05
zdhhc22	4.71e-07
ADGRD2	0.013477
COL23A1	0.008141
RNF187	4.65e-12
DLGAP3	9.31e-07
TUBA8	1.21e-06
TUBB4A	0.0020229
EDA2R	0.00051193
ZNF223	0.0069522
MYL10	4.38e-05
RPL37A	0.0028232
TULP1	2.19e-05
TMEM95	5.48e-05
CDC42SE1	0.00062257
GTPBP2	0.00024348
FBXO43	0.00054868
CLSPN	1.54e-12
EXOSC1	7.78e-09
CCNC	0.00011766
GRIN3A	1.83e-07
CIAO1	0.00015693
HAVCR1	0.0025094
MYBBP1A	0.00040489
DUOXA2	0.010299
RPTN	0.00058802
HIPK4	9.42e-07
pde1b	8.03e-05
TAF8	6.52e-07
STMN4	2.11e-05
CELF3	0.00014603
FAM50A	0.038947
EIF3D	0.000512
KEL	0.00063639
YES1	0.017483
RNF207	9.94e-09
OPRD1	2.24e-05
SLC30A9	0.014038
COA5	0.0026389
CPSF1	1.81e-06
lsm11	1.53e-06
MRPL32	0.0036491
RABEPK	6.94e-06
FAM91A1	5.61e-06
PNPLA3	0.046889
LTB	0.027618
APOA4	0.00047979
BMP1	4.87e-05
PDLIM7	0.0011983
MRPL50	0.0054374
MBD4	0.0087003
CNDP1	0.0011051
HDAC3	0.00029792
FAM170A	7.97e-07
ZSCAN12	1.14e-06
KRT20	0.042168
PLEKHG2	0.0078527
ZDHHC18	3.35e-08
ATP2A2	2.92e-05
CNPY4	5.31e-05
SPEM1	0.0013323
VPS54	0.0088565
PLEKHG5	0.00019941
Znf765	0.006059
DTD2	0.037237
CREB3L2	0.009567
MATN4	0.00012695
GPR78	4e-05
NOX5	1.43e-06
HDAC10	0.00023031
C1QL1	1.33e-05
TAF6L	1.92e-10
ZIC3	8.1e-05
plxna1	0.0002738
asic1	2.2e-06
ARHGDIG	0.00065609
ADIG	5.12e-05
BAG6	0.0016962
PPM1H	3.97e-07
PYM1	0.00035932
THOC2	0.0085472
TH	3.98e-05
ECSIT	0.016157
E2F4	3.65e-06
SOX14	7.2e-05
CHCHD3	3.12e-06
