"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"CC"	"GO:0061695"	"transferase complex, transferring phosphorus-containing groups"	"33/979"	"253/19520"	4.92304756405853e-07	1.79431596302348e-05	1.37008036445753e-05	"CCNA2/MCM3/MNAT1/GTF2H4/PRIM1/CDK7/PIK3R2/TP53/SUPT3H/TAF2/ERCC2/POLA1/GTF2E1/TCEA1/IKBKG/GTF2A1/TAF1/TERT/CCNB2/TBP/CDK9/GTF2H1/CCNH/GTF2A2/GTF2B/CCNA1/GTF2H5/IGF1R/NRBF2/PIK3R3/PIK3CA/PIK3R1/SOCS2"	33
"CC"	"GO:0000439"	"transcription factor TFIIH core complex"	"7/979"	"12/19520"	4.95838608089391e-07	1.79431596302348e-05	1.37008036445753e-05	"MNAT1/GTF2H4/CDK7/ERCC2/GTF2H1/CCNH/GTF2H5"	7
"CC"	"GO:0005675"	"transcription factor TFIIH holo complex"	"7/979"	"13/19520"	1.02765294861247e-06	3.30561698470346e-05	2.52405987378502e-05	"MNAT1/GTF2H4/CDK7/ERCC2/GTF2H1/CCNH/GTF2H5"	7
"CC"	"GO:0016580"	"Sin3 complex"	"7/979"	"13/19520"	1.02765294861247e-06	3.30561698470346e-05	2.52405987378502e-05	"HDAC1/PHF12/RBBP4/NCOR1/SIN3A/MORF4L1/HEY2"	7
"CC"	"GO:0098562"	"cytoplasmic side of membrane"	"27/979"	"191/19520"	1.10708879571367e-06	3.37370743535903e-05	2.57605149141131e-05	"CHMP4C/G6PD/PTPN3/CHMP4B/AKT1/SNX9/SRC/RNF31/BLK/CYTH3/AKAP5/TRAF6/FER/BIRC2/TIAM1/ZAP70/LITAF/CYTH1/PGM5/CYLD/PKD2/KIT/PTPRC/SHANK3/FYN/GNG11/CAV2"	27
"CC"	"GO:0098687"	"chromosomal region"	"39/979"	"345/19520"	1.89807557378727e-06	5.49492878611414e-05	4.19574600521396e-05	"TOP2A/NCAPG/EZH2/MCM2/MAD2L1/CDCA5/CHEK1/OIP5/CDT1/CHEK2/KIF18A/MCM3/MAD1L1/ITGB3BP/MCM5/MCM7/ATR/TEP1/MCM6/CBX5/H2AX/SUV39H1/PPP2R5C/NDE1/MEAF6/PPP1CA/ERCC4/DAXX/TERT/XRCC6/CTCF/SMG6/SIN3A/PAFAH1B1/PPP2CA/TPR/CEBPB/KAT2B/EID3"	39
"CC"	"GO:0032806"	"carboxy-terminal domain protein kinase complex"	"8/979"	"21/19520"	4.41125513341582e-06	0.000121624605821322	9.28685291245436e-05	"MNAT1/GTF2H4/CDK7/ERCC2/CDK9/GTF2H1/CCNH/GTF2H5"	8
"CC"	"GO:0070822"	"Sin3-type complex"	"7/979"	"16/19520"	5.99765922217206e-06	0.000157847485892619	0.000120527123124989	"HDAC1/PHF12/RBBP4/NCOR1/SIN3A/MORF4L1/HEY2"	7
"CC"	"GO:0008540"	"proteasome regulatory particle, base subcomplex"	"6/979"	"12/19520"	1.11583608639212e-05	0.000280899606096103	0.000214485655050202	"PSMD4/PSMC1/PSMC4/PSMC6/PSMC5/PSMD9"	6
"CC"	"GO:0070603"	"SWI/SNF superfamily-type complex"	"14/979"	"74/19520"	1.58504548014073e-05	0.000382392222083951	0.000291982062131187	"HDAC1/SMARCA4/RBBP7/RUVBL1/HMGXB4/ZNHIT1/CHD4/SMARCB1/RBBP4/INO80B/RUVBL2/YY1/PHF10/ING3"	14
"CC"	"GO:0014069"	"postsynaptic density"	"34/979"	"313/19520"	1.98790370019873e-05	0.000460398496966025	0.000351545075403564	"BCL11A/SIGMAR1/HIP1R/P2RX4/PPP1R9A/DLG5/SH3GL1/EFNB3/FXR1/PHB/DVL1/TSC2/SRC/GRM5/GRIN2B/ADD2/AKAP5/FXR2/PTPRT/ADCY8/SIPA1L1/TIAM1/CNKSR2/MAPK1/MYD88/RTN4/SHANK2/LIN7A/TAMALIN/SHANK3/FYN/CAMK2N1/ARRB1/ARC"	34
"CC"	"GO:0032279"	"asymmetric synapse"	"34/979"	"318/19520"	2.76216048742077e-05	0.00061511189316024	0.000469679111221345	"BCL11A/SIGMAR1/HIP1R/P2RX4/PPP1R9A/DLG5/SH3GL1/EFNB3/FXR1/PHB/DVL1/TSC2/SRC/GRM5/GRIN2B/ADD2/AKAP5/FXR2/PTPRT/ADCY8/SIPA1L1/TIAM1/CNKSR2/MAPK1/MYD88/RTN4/SHANK2/LIN7A/TAMALIN/SHANK3/FYN/CAMK2N1/ARRB1/ARC"	34
"CC"	"GO:0005925"	"focal adhesion"	"41/979"	"416/19520"	3.0059047437233e-05	0.000627370901631131	0.000479039684910599	"FAP/FHL2/DPP4/CTTN/HSPB1/HMGA1/NOX4/MPZL1/PPIB/GRB7/HSPA9/SRC/PPIA/RALA/CD81/MAPK1/MSN/CD59/TLE2/ADAM17/PLAUR/TGFB1I1/PGM5/SORBS3/CSRP2/DLC1/EFNB2/SPRY4/KLF11/ENG/PTPRC/CNN1/GJA1/RRAS/ICAM1/TEK/IL1RL1/AKAP12/CAV2/CAV1/FHL1"	41
"CC"	"GO:0099572"	"postsynaptic specialization"	"35/979"	"333/19520"	3.03391800443379e-05	0.000627370901631131	0.000479039684910599	"BCL11A/SIGMAR1/HIP1R/P2RX4/PPP1R9A/DLG5/SH3GL1/EFNB3/FXR1/PHB/DVL1/TSC2/SRC/GRM5/GRIN2B/ADD2/AKAP5/FXR2/PTPRT/ADCY8/SIPA1L1/TIAM1/CNKSR2/MAPK1/MYD88/RTN4/SHANK2/LIN7A/TAMALIN/SRGN/SHANK3/FYN/CAMK2N1/ARRB1/ARC"	35
"CC"	"GO:0008287"	"protein serine/threonine phosphatase complex"	"11/979"	"51/19520"	3.5837886890617e-05	0.000691671216988908	0.000528137280493303	"PPP2R3A/PPP4C/PPP2R5C/PPP1CA/PPP2R5D/PPP4R2/PPP2R2A/SHOC2/PPP4R4/PPP2CA/PPP1R15B"	11
"CC"	"GO:1903293"	"phosphatase complex"	"11/979"	"51/19520"	3.5837886890617e-05	0.000691671216988908	0.000528137280493303	"PPP2R3A/PPP4C/PPP2R5C/PPP1CA/PPP2R5D/PPP4R2/PPP2R2A/SHOC2/PPP4R4/PPP2CA/PPP1R15B"	11
"CC"	"GO:0030055"	"cell-substrate junction"	"41/979"	"423/19520"	4.40359497154671e-05	0.00082247789952437	0.000628016939914981	"FAP/FHL2/DPP4/CTTN/HSPB1/HMGA1/NOX4/MPZL1/PPIB/GRB7/HSPA9/SRC/PPIA/RALA/CD81/MAPK1/MSN/CD59/TLE2/ADAM17/PLAUR/TGFB1I1/PGM5/SORBS3/CSRP2/DLC1/EFNB2/SPRY4/KLF11/ENG/PTPRC/CNN1/GJA1/RRAS/ICAM1/TEK/IL1RL1/AKAP12/CAV2/CAV1/FHL1"	41
"CC"	"GO:0005838"	"proteasome regulatory particle"	"7/979"	"21/19520"	4.88720525543989e-05	0.000884278700906156	0.000675205989238406	"PSMD4/PSMC1/PSMC4/PSMC6/PSMC5/PSMD13/PSMD9"	7
"CC"	"GO:1904949"	"ATPase complex"	"16/979"	"103/19520"	5.23834627230532e-05	0.000919091664140843	0.00070178801734234	"HDAC1/SMARCA4/RBBP7/RUVBL1/HMGXB4/ZNHIT1/CHD4/SMARCB1/RBBP4/INO80B/RUVBL2/VCP/YY1/PHF10/ING3/FXYD1"	16
"CC"	"GO:0071162"	"CMG complex"	"5/979"	"10/19520"	6.40728940301128e-05	0.00105994873266958	0.000809341819327741	"MCM2/MCM3/MCM5/MCM7/MCM6"	5
"CC"	"GO:0097550"	"transcription preinitiation complex"	"5/979"	"10/19520"	6.40728940301128e-05	0.00105994873266958	0.000809341819327741	"GTF2E1/GTF2A1/BRF2/TBP/GTF2B"	5
"CC"	"GO:0005865"	"striated muscle thin filament"	"7/979"	"22/19520"	6.85861450949737e-05	0.00110309383361083	0.000842285992394414	"TNNI3/TNNT2/TPM3/TNNI2/TMOD2/TMOD1/TNNC1"	7
"CC"	"GO:0034399"	"nuclear periphery"	"18/979"	"128/19520"	7.08200671684079e-05	0.00110823834839211	0.000846214173847263	"NONO/RUVBL1/TP53/TEP1/SUV39H1/CAD/POLA1/SATB2/RUVBL2/SPTBN4/GFI1B/YY1/RUNX1T1/TGFB1I1/TPR/CEBPB/SATB1/PHACTR3"	18
"CC"	"GO:0031519"	"PcG protein complex"	"10/979"	"47/19520"	9.14002781774357e-05	0.00139265160696672	0.00106338273779842	"EZH2/RBBP7/EED/PCGF1/RBBP4/PHC2/YY1/RYBP/PHC1/SIRT1"	10
"CC"	"GO:0016363"	"nuclear matrix"	"16/979"	"109/19520"	0.000105059438800834	0.00155972859142777	0.00119095720098112	"NONO/RUVBL1/TP53/TEP1/CAD/POLA1/SATB2/RUVBL2/SPTBN4/GFI1B/YY1/RUNX1T1/TGFB1I1/CEBPB/SATB1/PHACTR3"	16
"CC"	"GO:0017101"	"aminoacyl-tRNA synthetase multienzyme complex"	"5/979"	"11/19520"	0.000112611055941869	0.00163004503475855	0.00124464851304171	"EPRS1/AIMP2/IARS1/EEF1E1/RARS1"	5
"CC"	"GO:0098984"	"neuron to neuron synapse"	"34/979"	"342/19520"	0.000118276171802445	0.00167029032862477	0.00127537848926898	"BCL11A/SIGMAR1/HIP1R/P2RX4/PPP1R9A/DLG5/SH3GL1/EFNB3/FXR1/PHB/DVL1/TSC2/SRC/GRM5/GRIN2B/ADD2/AKAP5/FXR2/PTPRT/ADCY8/SIPA1L1/TIAM1/CNKSR2/MAPK1/MYD88/RTN4/SHANK2/LIN7A/TAMALIN/SHANK3/FYN/CAMK2N1/ARRB1/ARC"	34
"CC"	"GO:0022624"	"proteasome accessory complex"	"7/979"	"24/19520"	0.000127450280080972	0.00175699314683054	0.00134158189558918	"PSMD4/PSMC1/PSMC4/PSMC6/PSMC5/PSMD13/PSMD9"	7
"CC"	"GO:0044853"	"plasma membrane raft"	"16/979"	"111/19520"	0.000130809574038223	0.00176136612484026	0.00134492095706374	"TREM2/SLC6A3/KIF18A/HDAC6/SRC/ADD2/ADCY8/MAPK1/CD8A/LCP2/DLC1/TGFBR2/CAVIN1/FXYD1/CAV2/CAV1"	16
"CC"	"GO:0019898"	"extrinsic component of membrane"	"31/979"	"304/19520"	0.000147317239951429	0.00193856095299721	0.0014802210712823	"SYTL2/PIK3R2/AKT1/SNX9/PHB/ANXA13/SRC/BLK/CYTH3/FER/TIAM1/ZAP70/CNKSR2/CYTH1/NRBF2/PIK3R3/PLAUR/CYLD/PIK3CA/WNT2/TPR/PIK3R1/NCF1/BST1/SHANK3/FYN/OSR1/GNG11/CDH5/SOCS2/CAV2"	31
"CC"	"GO:0005902"	"microvillus"	"14/979"	"91/19520"	0.000168244179873979	0.0021647417810452	0.00165292527595488	"AQP5/VIL1/IFT20/ESPN/MYO7A/CNP/SPN/ATP6V1E1/SPEF1/MSN/HYAL2/PODXL/TEK/ANGPT1"	14
"CC"	"GO:0031261"	"DNA replication preinitiation complex"	"5/979"	"12/19520"	0.000185077266711832	0.00227999441332235	0.00174092837668464	"MCM2/MCM3/MCM5/MCM7/MCM6"	5
"CC"	"GO:0042555"	"MCM complex"	"5/979"	"12/19520"	0.000185077266711832	0.00227999441332235	0.00174092837668464	"MCM2/MCM3/MCM5/MCM7/MCM6"	5
"CC"	"GO:0001726"	"ruffle"	"21/979"	"175/19520"	0.000189439309915412	0.00228511167585465	0.0017448357492209	"FAP/CTTN/KIF18A/VIL1/HIP1R/THEM4/SNX9/PARD6A/SRC/CYTH3/BAIAP2/TIAM1/RASGRP2/ADAM17/APPL1/INPP5K/DLC1/SPRY4/MACF1/TLR4/PODXL"	21
"CC"	"GO:0005819"	"spindle"	"36/979"	"381/19520"	0.000208381002940457	0.00246229797352091	0.00188012934983871	"AURKA/SHCBP1/MAD2L1/CDC6/CTTN/BRCC3/HSPB1/PLK4/IL17RB/KIF18A/MAD1L1/HDAC3/VRK1/MAD2L1BP/ERCC2/CSNK1D/AKT1/TOPBP1/NDE1/IKBKG/FBF1/CDC14B/CLTA/CDC14A/NCOR1/PAFAH1B1/TOPORS/MAPK1/VPS4B/CUL3/CYLD/PPP2CA/RASSF1/PKD2/TPR/HECW2"	36
"CC"	"GO:0005911"	"cell-cell junction"	"43/979"	"485/19520"	0.000219189418589389	0.00250944514417818	0.00191612937106597	"GJB2/DPP4/GJB1/GJB6/PTPRU/SGSM3/PARK7/CRB3/DLG5/AKT1/PPP1CA/CDSN/SPTBN4/FBF1/PARD6A/CYTH3/PTPN6/NDRG1/BAIAP2/ANK2/TIAM1/ZAP70/CYTH1/ADAM17/PGM5/PIK3CA/PKD2/LCP2/PIK3R1/GAB1/EFNB2/KCNJ2/LIN7A/GJA5/AMOTL2/ITK/KIT/GJA1/PODXL/RASIP1/TEK/FXYD1/CDH5"	43
"CC"	"GO:0036379"	"myofilament"	"7/979"	"26/19520"	0.00022183175451153	0.00250944514417818	0.00191612937106597	"TNNI3/TNNT2/TPM3/TNNI2/TMOD2/TMOD1/TNNC1"	7
"CC"	"GO:0098858"	"actin-based cell projection"	"24/979"	"216/19520"	0.000225373311739664	0.00250944514417818	0.00191612937106597	"AQP5/VIL1/IFT20/ESPN/MYO7A/FZD9/PPP1R9A/ANTXR1/CNP/FXR1/SPN/FXR2/ATP6V1E1/CDC14A/SPEF1/BAIAP2/MSN/MPP1/UTRN/MAP2/HYAL2/PODXL/TEK/ANGPT1"	24
"CC"	"GO:0000502"	"proteasome complex"	"11/979"	"62/19520"	0.000231038903185123	0.00252399103668276	0.00192723613381831	"HSPB1/PSMD4/PSMC1/PSMC4/PSMC6/PSMA1/PSMC5/UBQLN4/PSMD13/VCP/PSMD9"	11
"CC"	"GO:0005938"	"cell cortex"	"30/979"	"301/19520"	0.000278234902145536	0.00298329645078269	0.00227794656727339	"MELK/CTTN/SEPTIN3/HIP1R/MYO7A/PPP1R9A/SNX9/SPTBN4/PARD6A/CLTA/TRAF6/FMNL1/EXOC6B/FER/PAFAH1B1/CYTIP/MPP1/NDFIP1/MYRIP/PKD2/DLC1/UTRN/NEDD4/TMOD1/CCN2/MYH10/GYPC/ARC/AKAP12/CAV1"	30
"CC"	"GO:0000791"	"euchromatin"	"8/979"	"36/19520"	0.000335466593867541	0.00353154832453284	0.00269657357749985	"TRIM24/TCF3/RUVBL2/MYOD1/TBP/SP1/SIRT1/JUN"	8
"CC"	"GO:0000775"	"chromosome, centromeric region"	"22/979"	"196/19520"	0.000350898612208076	0.00362804100836564	0.00277025220164271	"TOP2A/NCAPG/MAD2L1/CDCA5/OIP5/CDT1/KIF18A/MAD1L1/ITGB3BP/CBX5/SUV39H1/PPP2R5C/NDE1/MEAF6/DAXX/CTCF/SIN3A/PAFAH1B1/PPP2CA/TPR/CEBPB/KAT2B"	22
"CC"	"GO:0031252"	"cell leading edge"	"37/979"	"411/19520"	0.000439974985068852	0.00435667164285172	0.00332661047177115	"FAP/DPP4/CTTN/KIF18A/VIL1/HIP1R/THEM4/PPP1R9A/ANTXR1/AKT1/SNX9/PHACTR4/HDAC6/PARD6A/SRC/CYTH3/AKAP5/FER/SPEF1/PLXND1/DUSP22/PAFAH1B1/BAIAP2/TIAM1/RASGRP2/ADAM17/APPL1/PIK3CA/INPP5K/PKD2/DLC1/SPRY4/MACF1/TLR4/MYH10/PODXL/WASF3"	37
"CC"	"GO:0035267"	"NuA4 histone acetyltransferase complex"	"6/979"	"21/19520"	0.000443944087958983	0.00435667164285172	0.00332661047177115	"RUVBL1/MEAF6/RUVBL2/EPC1/MORF4L1/ING3"	6
"CC"	"GO:0043189"	"H4/H2A histone acetyltransferase complex"	"6/979"	"21/19520"	0.000443944087958983	0.00435667164285172	0.00332661047177115	"RUVBL1/MEAF6/RUVBL2/EPC1/MORF4L1/ING3"	6
"CC"	"GO:0031234"	"extrinsic component of cytoplasmic side of plasma membrane"	"14/979"	"100/19520"	0.000458427428925409	0.0044238246891302	0.00337788631839775	"AKT1/SNX9/SRC/BLK/CYTH3/FER/TIAM1/ZAP70/CYTH1/CYLD/SHANK3/FYN/GNG11/CAV2"	14
"CC"	"GO:0035097"	"histone methyltransferase complex"	"11/979"	"68/19520"	0.000529878864818632	0.00494838488274174	0.0037784231447169	"EZH2/RBBP7/EED/RUVBL1/E2F6/CBX5/RBBP4/RUVBL2/HCFC1/TAF1/SIRT1"	11
"CC"	"GO:1905369"	"endopeptidase complex"	"11/979"	"68/19520"	0.000529878864818632	0.00494838488274174	0.0037784231447169	"HSPB1/PSMD4/PSMC1/PSMC4/PSMC6/PSMA1/PSMC5/UBQLN4/PSMD13/VCP/PSMD9"	11
"CC"	"GO:0005901"	"caveola"	"12/979"	"80/19520"	0.000610684747442063	0.00561248363125325	0.00428550699959343	"SLC6A3/KIF18A/HDAC6/SRC/ADCY8/MAPK1/DLC1/TGFBR2/CAVIN1/FXYD1/CAV2/CAV1"	12
"CC"	"GO:1905368"	"peptidase complex"	"13/979"	"92/19520"	0.000661127173565843	0.00598113489835349	0.00456699692265879	"FAP/HSPB1/PSMD4/PSMC1/PSMC4/PSMC6/AFG3L2/PSMA1/PSMC5/UBQLN4/PSMD13/VCP/PSMD9"	13
"CC"	"GO:0019897"	"extrinsic component of plasma membrane"	"19/979"	"169/19520"	0.000845820604770463	0.00753430969480151	0.00575294986240639	"SYTL2/AKT1/SNX9/PHB/SRC/BLK/CYTH3/FER/TIAM1/ZAP70/CNKSR2/CYTH1/CYLD/WNT2/SHANK3/FYN/GNG11/CDH5/CAV2"	19
"CC"	"GO:0035098"	"ESC/E(Z) complex"	"5/979"	"16/19520"	0.000862791761572099	0.00756903681742796	0.00577946634545904	"EZH2/RBBP7/EED/RBBP4/SIRT1"	5
"CC"	"GO:0000123"	"histone acetyltransferase complex"	"12/979"	"84/19520"	0.000953586719554507	0.00824069717346357	0.00629232399391819	"RUVBL1/SUPT3H/TAF2/OGT/MEAF6/RUVBL2/HCFC1/CREBBP/EPC1/MORF4L1/ING3/KAT2B"	12
"CC"	"GO:0009897"	"external side of plasma membrane"	"35/979"	"402/19520"	0.00112021098218251	0.00953826703946579	0.00728310545691415	"CD79A/CD19/IL2RA/ANTXR1/IL27RA/PRLR/IL31RA/SPN/NRCAM/CD40/CD226/CD59/CD33/CD14/IL2RB/CD8A/WNT2/ENG/SCNN1B/SCNN1G/KIT/PTPRC/TGFBR2/FAS/HYAL2/TLR4/CXCL12/TLR8/ICAM1/IL7R/LIFR/IL1RL1/GHR/TGFBR3/CDH5"	35
"CC"	"GO:0097346"	"INO80-type complex"	"6/979"	"25/19520"	0.00122003263718952	0.0100927985128209	0.0077065273618485	"RUVBL1/ZNHIT1/INO80B/RUVBL2/YY1/ING3"	6
"CC"	"GO:0000781"	"chromosome, telomeric region"	"18/979"	"161/19520"	0.00122020016562601	0.0100927985128209	0.0077065273618485	"EZH2/MCM2/CHEK1/CHEK2/MCM3/MCM5/MCM7/ATR/TEP1/MCM6/CBX5/H2AX/PPP1CA/ERCC4/TERT/XRCC6/SMG6/EID3"	18
"CC"	"GO:0005657"	"replication fork"	"10/979"	"65/19520"	0.00139786323852034	0.0113994762690603	0.00870426330879977	"MCM10/TIMELESS/MCM3/TIPIN/PRIM1/TP53/H2AX/POLA1/XPA/BCL6"	10
"CC"	"GO:0043197"	"dendritic spine"	"19/979"	"177/19520"	0.00147022488127166	0.0118230584202262	0.00902769663938736	"CTTN/ITPKA/HIP1R/P2RX4/PPP1R9A/PPP1CA/FXR1/DVL1/AKAP5/FXR2/SIPA1L1/TIAM1/SHANK2/KCNJ2/NEDD4/PRKAR2B/SHANK3/ARRB1/ARC"	19
"CC"	"GO:0043596"	"nuclear replication fork"	"7/979"	"35/19520"	0.00152918582762619	0.0119653254372706	0.00913632703145831	"MCM10/TIMELESS/MCM3/TIPIN/PRIM1/POLA1/XPA"	7
"CC"	"GO:0031143"	"pseudopodium"	"5/979"	"18/19520"	0.00155649464489607	0.0119653254372706	0.00913632703145831	"CNP/RAF1/MAPK1/MSN/ARRB1"	5
"CC"	"GO:0035631"	"CD40 receptor complex"	"4/979"	"11/19520"	0.00156260419020977	0.0119653254372706	0.00913632703145831	"RNF31/TRAF6/CD40/BIRC2"	4
"CC"	"GO:0044309"	"neuron spine"	"19/979"	"178/19520"	0.00157057812302688	0.0119653254372706	0.00913632703145831	"CTTN/ITPKA/HIP1R/P2RX4/PPP1R9A/PPP1CA/FXR1/DVL1/AKAP5/FXR2/SIPA1L1/TIAM1/SHANK2/KCNJ2/NEDD4/PRKAR2B/SHANK3/ARRB1/ARC"	19
"CC"	"GO:1902554"	"serine/threonine protein kinase complex"	"12/979"	"89/19520"	0.00159392570380917	0.0119854932792923	0.00915172652904787	"CCNA2/MNAT1/GTF2H4/CDK7/ERCC2/IKBKG/CCNB2/CDK9/GTF2H1/CCNH/CCNA1/GTF2H5"	12
"CC"	"GO:0016324"	"apical plasma membrane"	"31/979"	"351/19520"	0.00167327619786041	0.0124208579302715	0.00948415658706304	"DPP4/AQP5/MUC1/KCNK1/GJB6/NOX4/HIP1R/MYO7A/CRB3/SCNN1A/ANXA13/TLR9/PARD6A/ATP6V1E1/ADCY8/SPEF1/PDE4D/ANK2/MSN/ADAM17/SHANK2/SCNN1B/SCNN1G/GJA1/HYAL2/PODXL/TEK/MGAM/FXYD1/ADRB2/KL"	31
"CC"	"GO:0098685"	"Schaffer collateral - CA1 synapse"	"10/979"	"67/19520"	0.00176958720158793	0.0129695061989799	0.00990308627137815	"SH3GL1/DVL1/RNF216/GRM5/ADCY8/WNT7A/TAMALIN/SRGN/FYN/AKAP12"	10
"CC"	"GO:0098978"	"glutamatergic synapse"	"28/979"	"308/19520"	0.00179978452530937	0.0130259405019266	0.00994617763986757	"FZD9/C1QBP/PPP1R9A/SH3GL1/EFNB3/PPP1CA/FXR1/PHB/DVL1/RNF216/SRC/VCP/PTPRT/ADCY8/NDRG1/WNT7A/PPP2R2A/TIAM1/CNKSR2/RAP1A/EFNB2/TAMALIN/PRKAR2B/SRGN/FYN/ARC/WASF3/PCDH17"	28
"CC"	"GO:0000159"	"protein phosphatase type 2A complex"	"5/979"	"19/19520"	0.00202597059288945	0.0144819379417653	0.0110579291619697	"PPP2R3A/PPP2R5C/PPP2R5D/PPP2R2A/PPP2CA"	5
"CC"	"GO:1902911"	"protein kinase complex"	"13/979"	"104/19520"	0.00208663939259956	0.0147337098575018	0.0112501738753763	"CCNA2/MNAT1/GTF2H4/CDK7/ERCC2/IKBKG/CCNB2/CDK9/GTF2H1/CCNH/CCNA1/GTF2H5/IGF1R"	13
"CC"	"GO:1902562"	"H4 histone acetyltransferase complex"	"8/979"	"47/19520"	0.00214115176048118	0.0149364683050434	0.01140499352444	"RUVBL1/MEAF6/RUVBL2/HCFC1/EPC1/MORF4L1/ING3/KAT2B"	8
"CC"	"GO:0000812"	"Swr1 complex"	"4/979"	"12/19520"	0.00225136765195874	0.014983239890622	0.0114407067613148	"RUVBL1/ZNHIT1/RUVBL2/ING3"	4
"CC"	"GO:0019908"	"nuclear cyclin-dependent protein kinase holoenzyme complex"	"4/979"	"12/19520"	0.00225136765195874	0.014983239890622	0.0114407067613148	"MNAT1/CDK7/CDK9/CCNH"	4
"CC"	"GO:0043020"	"NADPH oxidase complex"	"4/979"	"12/19520"	0.00225136765195874	0.014983239890622	0.0114407067613148	"NOX4/NOXA1/NOXO1/NCF1"	4
"CC"	"GO:0045120"	"pronucleus"	"4/979"	"12/19520"	0.00225136765195874	0.014983239890622	0.0114407067613148	"AURKA/EZH2/CCNA2/TBP"	4
"CC"	"GO:0072686"	"mitotic spindle"	"17/979"	"157/19520"	0.00232309539645952	0.0152849117562507	0.011671053427189	"AURKA/MAD2L1/CDC6/CTTN/IL17RB/KIF18A/MAD1L1/HDAC3/IKBKG/CDC14B/CDC14A/NCOR1/MAPK1/CUL3/PKD2/TPR/HECW2"	17
"CC"	"GO:0014704"	"intercalated disc"	"8/979"	"48/19520"	0.00245849502379982	0.0159940294244955	0.0122125122412291	"SPTBN4/ANK2/PGM5/PIK3CA/KCNJ2/GJA5/GJA1/FXYD1"	8
"CC"	"GO:0031248"	"protein acetyltransferase complex"	"12/979"	"94/19520"	0.00255255162511464	0.0162409603400151	0.0124010605268728	"RUVBL1/SUPT3H/TAF2/OGT/MEAF6/RUVBL2/HCFC1/CREBBP/EPC1/MORF4L1/ING3/KAT2B"	12
"CC"	"GO:1902493"	"acetyltransferase complex"	"12/979"	"94/19520"	0.00255255162511464	0.0162409603400151	0.0124010605268728	"RUVBL1/SUPT3H/TAF2/OGT/MEAF6/RUVBL2/HCFC1/CREBBP/EPC1/MORF4L1/ING3/KAT2B"	12
"CC"	"GO:0005942"	"phosphatidylinositol 3-kinase complex"	"6/979"	"29/19520"	0.00275754428053322	0.017354544982921	0.0132513569545075	"PIK3R2/NRBF2/PIK3R3/PIK3CA/PIK3R1/SOCS2"	6
"CC"	"GO:0001931"	"uropod"	"4/979"	"13/19520"	0.00312382020042389	0.0192414031494195	0.0146920994868761	"SPN/MSN/BST1/PIP5K1B"	4
"CC"	"GO:0031254"	"cell trailing edge"	"4/979"	"13/19520"	0.00312382020042389	0.0192414031494195	0.0146920994868761	"SPN/MSN/BST1/PIP5K1B"	4
"CC"	"GO:0005922"	"connexin complex"	"5/979"	"21/19520"	0.00326187447601287	0.0198802665432784	0.0151799144590073	"GJB2/GJB1/GJB6/GJA5/GJA1"	5
"CC"	"GO:0032839"	"dendrite cytoplasm"	"6/979"	"31/19520"	0.003924705004688	0.0236708770595245	0.0180742993636948	"UHMK1/HIP1R/MAPK1/TRAK2/KIF17/MAP2"	6
"CC"	"GO:0005697"	"telomerase holoenzyme complex"	"5/979"	"22/19520"	0.00404927775821284	0.0241704311546931	0.018455742359733	"TEP1/SMG5/SMG7/TERT/SMG6"	5
"CC"	"GO:0000922"	"spindle pole"	"17/979"	"166/19520"	0.00414834188125841	0.0245090811147818	0.0187143242763537	"AURKA/MAD2L1/CDC6/BRCC3/PLK4/MAD1L1/TOPBP1/NDE1/IKBKG/FBF1/CDC14B/CDC14A/TOPORS/VPS4B/CUL3/PPP2CA/RASSF1"	17
"CC"	"GO:0099091"	"postsynaptic specialization, intracellular component"	"4/979"	"14/19520"	0.00420131944769939	0.0245713531335146	0.0187618731316719	"SH3GL1/SRC/SRGN/FYN"	4
"CC"	"GO:0005921"	"gap junction"	"6/979"	"32/19520"	0.0046290479110471	0.0268021874049627	0.0204652644488398	"GJB2/GJB1/GJB6/SGSM3/GJA5/GJA1"	6
"CC"	"GO:0000307"	"cyclin-dependent protein kinase holoenzyme complex"	"7/979"	"43/19520"	0.00517613977736632	0.0295082797533701	0.0225315471255622	"CCNA2/MNAT1/CDK7/CCNB2/CDK9/CCNH/CCNA1"	7
"CC"	"GO:0043025"	"neuronal cell body"	"37/979"	"474/19520"	0.0053034797908901	0.0295082797533701	0.0225315471255622	"AURKA/HDAC1/KCNK1/SLC6A3/HIP1R/P2RX4/PPP1R9A/CAD/PPP1CA/FXR1/NPPA/RET/DVL1/HCFC1/HDAC6/SPTBN4/PTPRN/FXR2/ADCY8/CD40/PAFAH1B1/TIAM1/CNKSR2/MAPK1/RTN4/SLC38A2/SHANK2/TRAK2/TGFB2/PPARGC1A/KCNJ2/NCF1/MAP2/PRKAR2B/CAMK2N1/ARC/AKAP12"	37
"CC"	"GO:0030175"	"filopodium"	"12/979"	"103/19520"	0.00542827742848667	0.0295082797533701	0.0225315471255622	"VIL1/FZD9/PPP1R9A/ANTXR1/FXR1/FXR2/SPEF1/BAIAP2/MSN/UTRN/MAP2/PODXL"	12
